Year,ServBasico,Province,County,Municipality,Unidad,GeoCode,Value
2010,BSRVSAN,,,Amezketa,Percentage,Amezketa,96.6
2011,BSRVSAN,,,Amezketa,Percentage,Amezketa,96.6
2013,BSRVSAN,,,Amezketa,Percentage,Amezketa,96.6
2014,BSRVSAN,,,Amezketa,Percentage,Amezketa,96.5
2015,BSRVSAN,,,Amezketa,Percentage,Amezketa,96.3
2016,BSRVSAN,,,Amezketa,Percentage,Amezketa,96.3
2017,BSRVSAN,,,Amezketa,Percentage,Amezketa,96.3
2018,BSRVSAN,,,Amezketa,Percentage,Amezketa,96.4
2019,BSRVSAN,,,Amezketa,Percentage,Amezketa,96.3
2020,BSRVSAN,,,Amezketa,Percentage,Amezketa,97.5
2021,BSRVSAN,,,Amezketa,Percentage,Amezketa,97.8
2022,BSRVSAN,,,Amezketa,Percentage,Amezketa,97.3
2010,BSRVH2O,,,Andoain,Percentage,Andoain,100.0
2011,BSRVH2O,,,Andoain,Percentage,Andoain,100.0
2013,BSRVH2O,,,Andoain,Percentage,Andoain,100.0
2014,BSRVH2O,,,Andoain,Percentage,Andoain,99.9
2015,BSRVH2O,,,Andoain,Percentage,Andoain,99.9
2016,BSRVH2O,,,Andoain,Percentage,Andoain,100.0
2017,BSRVH2O,,,Andoain,Percentage,Andoain,100.0
2018,BSRVH2O,,,Andoain,Percentage,Andoain,100.0
2019,BSRVH2O,,,Andoain,Percentage,Andoain,100.0
2020,BSRVH2O,,,Andoain,Percentage,Andoain,100.0
2021,BSRVH2O,,,Andoain,Percentage,Andoain,100.0
2022,BSRVH2O,,,Andoain,Percentage,Andoain,99.9
2010,BSRVSAN,,,Andoain,Percentage,Andoain,99.5
2011,BSRVSAN,,,Andoain,Percentage,Andoain,99.4
2013,BSRVSAN,,,Andoain,Percentage,Andoain,99.5
2014,BSRVSAN,,,Andoain,Percentage,Andoain,99.5
2015,BSRVSAN,,,Andoain,Percentage,Andoain,99.5
2016,BSRVSAN,,,Andoain,Percentage,Andoain,99.5
2017,BSRVSAN,,,Andoain,Percentage,Andoain,99.5
2018,BSRVSAN,,,Andoain,Percentage,Andoain,99.6
2019,BSRVSAN,,,Andoain,Percentage,Andoain,99.6
2020,BSRVSAN,,,Andoain,Percentage,Andoain,99.7
2021,BSRVSAN,,,Andoain,Percentage,Andoain,99.7
2022,BSRVSAN,,,Andoain,Percentage,Andoain,99.7
2010,BSRVH2O,,ES2001,,Percentage,ES2001,100.0
2011,BSRVH2O,,ES2001,,Percentage,ES2001,100.0
2013,BSRVH2O,,ES2001,,Percentage,ES2001,100.0
2014,BSRVH2O,,ES2001,,Percentage,ES2001,100.0
2015,BSRVH2O,,ES2001,,Percentage,ES2001,100.0
2016,BSRVH2O,,ES2001,,Percentage,ES2001,100.0
2017,BSRVH2O,,ES2001,,Percentage,ES2001,100.0
2018,BSRVH2O,,ES2001,,Percentage,ES2001,100.0
2019,BSRVH2O,,ES2001,,Percentage,ES2001,100.0
2020,BSRVH2O,,ES2001,,Percentage,ES2001,100.0
2021,BSRVH2O,,ES2001,,Percentage,ES2001,100.0
2022,BSRVH2O,,ES2001,,Percentage,ES2001,100.0
2010,BSRVSAN,,ES2001,,Percentage,ES2001,99.7
2011,BSRVSAN,,ES2001,,Percentage,ES2001,99.7
2013,BSRVSAN,,ES2001,,Percentage,ES2001,99.7
2014,BSRVSAN,,ES2001,,Percentage,ES2001,99.8
2015,BSRVSAN,,ES2001,,Percentage,ES2001,99.8
2016,BSRVSAN,,ES2001,,Percentage,ES2001,99.8
2017,BSRVSAN,,ES2001,,Percentage,ES2001,99.8
2018,BSRVSAN,,ES2001,,Percentage,ES2001,99.8
2019,BSRVSAN,,ES2001,,Percentage,ES2001,99.7
2020,BSRVSAN,,ES2001,,Percentage,ES2001,99.8
2021,BSRVSAN,,ES2001,,Percentage,ES2001,99.8
2022,BSRVSAN,,ES2001,,Percentage,ES2001,99.8
2010,BSRVH2O,,,Anoeta,Percentage,Anoeta,100.0
2011,BSRVH2O,,,Anoeta,Percentage,Anoeta,100.0
2013,BSRVH2O,,,Anoeta,Percentage,Anoeta,100.0
2014,BSRVH2O,,,Anoeta,Percentage,Anoeta,100.0
2015,BSRVH2O,,,Anoeta,Percentage,Anoeta,100.0
2016,BSRVH2O,,,Anoeta,Percentage,Anoeta,100.0
2017,BSRVH2O,,,Anoeta,Percentage,Anoeta,100.0
2018,BSRVH2O,,,Anoeta,Percentage,Anoeta,100.0
2019,BSRVH2O,,,Anoeta,Percentage,Anoeta,100.0
2020,BSRVH2O,,,Anoeta,Percentage,Anoeta,100.0
2021,BSRVH2O,,,Anoeta,Percentage,Anoeta,100.0
2022,BSRVH2O,,,Anoeta,Percentage,Anoeta,100.0
2010,BSRVSAN,,,Anoeta,Percentage,Anoeta,100.0
2011,BSRVSAN,,,Anoeta,Percentage,Anoeta,100.0
2013,BSRVSAN,,,Anoeta,Percentage,Anoeta,100.0
2014,BSRVSAN,,,Anoeta,Percentage,Anoeta,100.0
2015,BSRVSAN,,,Anoeta,Percentage,Anoeta,100.0
2016,BSRVSAN,,,Anoeta,Percentage,Anoeta,100.0
2017,BSRVSAN,,,Anoeta,Percentage,Anoeta,100.0
2018,BSRVSAN,,,Anoeta,Percentage,Anoeta,100.0
2019,BSRVSAN,,,Anoeta,Percentage,Anoeta,100.0
2020,BSRVSAN,,,Anoeta,Percentage,Anoeta,100.0
2021,BSRVSAN,,,Anoeta,Percentage,Anoeta,100.0
2022,BSRVSAN,,,Anoeta,Percentage,Anoeta,100.0
2010,BSRVH2O,,,Antzuola,Percentage,Antzuola,99.9
2011,BSRVH2O,,,Antzuola,Percentage,Antzuola,99.9
2013,BSRVH2O,,,Antzuola,Percentage,Antzuola,99.9
2014,BSRVH2O,,,Antzuola,Percentage,Antzuola,99.9
2015,BSRVH2O,,,Antzuola,Percentage,Antzuola,99.9
2016,BSRVH2O,,,Antzuola,Percentage,Antzuola,99.9
2017,BSRVH2O,,,Antzuola,Percentage,Antzuola,99.9
2018,BSRVH2O,,,Antzuola,Percentage,Antzuola,99.9
2019,BSRVH2O,,,Antzuola,Percentage,Antzuola,99.9
2020,BSRVH2O,,,Antzuola,Percentage,Antzuola,99.9
2021,BSRVH2O,,,Antzuola,Percentage,Antzuola,99.9
2022,BSRVH2O,,,Antzuola,Percentage,Antzuola,99.9
2010,BSRVSAN,,,Antzuola,Percentage,Antzuola,99.9
2011,BSRVSAN,,,Antzuola,Percentage,Antzuola,99.9
2013,BSRVSAN,,,Antzuola,Percentage,Antzuola,99.9
2014,BSRVSAN,,,Antzuola,Percentage,Antzuola,99.8
2015,BSRVSAN,,,Antzuola,Percentage,Antzuola,99.8
2016,BSRVSAN,,,Antzuola,Percentage,Antzuola,99.8
2017,BSRVSAN,,,Antzuola,Percentage,Antzuola,99.8
2018,BSRVSAN,,,Antzuola,Percentage,Antzuola,99.8
2019,BSRVSAN,,,Antzuola,Percentage,Antzuola,99.8
2020,BSRVSAN,,,Antzuola,Percentage,Antzuola,99.9
2021,BSRVSAN,,,Antzuola,Percentage,Antzuola,99.8
2022,BSRVSAN,,,Antzuola,Percentage,Antzuola,99.8
2010,BSRVH2O,,,Arama,Percentage,Arama,100.0
2011,BSRVH2O,,,Arama,Percentage,Arama,100.0
2013,BSRVH2O,,,Arama,Percentage,Arama,100.0
2014,BSRVH2O,,,Arama,Percentage,Arama,100.0
2015,BSRVH2O,,,Arama,Percentage,Arama,100.0
2016,BSRVH2O,,,Arama,Percentage,Arama,100.0
2017,BSRVH2O,,,Arama,Percentage,Arama,100.0
2018,BSRVH2O,,,Arama,Percentage,Arama,100.0
2019,BSRVH2O,,,Arama,Percentage,Arama,100.0
2020,BSRVH2O,,,Arama,Percentage,Arama,100.0
2021,BSRVH2O,,,Arama,Percentage,Arama,100.0
2022,BSRVH2O,,,Arama,Percentage,Arama,100.0
2010,BSRVSAN,,,Arama,Percentage,Arama,100.0
2011,BSRVSAN,,,Arama,Percentage,Arama,100.0
2013,BSRVSAN,,,Arama,Percentage,Arama,100.0
2014,BSRVSAN,,,Arama,Percentage,Arama,100.0
2015,BSRVSAN,,,Arama,Percentage,Arama,100.0
2016,BSRVSAN,,,Arama,Percentage,Arama,100.0
2017,BSRVSAN,,,Arama,Percentage,Arama,100.0
2018,BSRVSAN,,,Arama,Percentage,Arama,100.0
2019,BSRVSAN,,,Arama,Percentage,Arama,100.0
2020,BSRVSAN,,,Arama,Percentage,Arama,100.0
2021,BSRVSAN,,,Arama,Percentage,Arama,100.0
2022,BSRVSAN,,,Arama,Percentage,Arama,100.0
2010,BSRVH2O,,,Aretxabaleta,Percentage,Aretxabaleta,100.0
2011,BSRVH2O,,,Aretxabaleta,Percentage,Aretxabaleta,100.0
2013,BSRVH2O,,,Aretxabaleta,Percentage,Aretxabaleta,100.0
2014,BSRVH2O,,,Aretxabaleta,Percentage,Aretxabaleta,100.0
2015,BSRVH2O,,,Aretxabaleta,Percentage,Aretxabaleta,100.0
2016,BSRVH2O,,,Aretxabaleta,Percentage,Aretxabaleta,100.0
2017,BSRVH2O,,,Aretxabaleta,Percentage,Aretxabaleta,100.0
2018,BSRVH2O,,,Aretxabaleta,Percentage,Aretxabaleta,100.0
2019,BSRVH2O,,,Aretxabaleta,Percentage,Aretxabaleta,100.0
2020,BSRVH2O,,,Aretxabaleta,Percentage,Aretxabaleta,100.0
2021,BSRVH2O,,,Aretxabaleta,Percentage,Aretxabaleta,100.0
2022,BSRVH2O,,,Aretxabaleta,Percentage,Aretxabaleta,100.0
2010,BSRVSAN,,,Aretxabaleta,Percentage,Aretxabaleta,99.6
2011,BSRVSAN,,,Aretxabaleta,Percentage,Aretxabaleta,99.6
2013,BSRVSAN,,,Aretxabaleta,Percentage,Aretxabaleta,99.6
2014,BSRVSAN,,,Aretxabaleta,Percentage,Aretxabaleta,99.6
2015,BSRVSAN,,,Aretxabaleta,Percentage,Aretxabaleta,99.6
2016,BSRVSAN,,,Aretxabaleta,Percentage,Aretxabaleta,99.6
2017,BSRVSAN,,,Aretxabaleta,Percentage,Aretxabaleta,99.6
2018,BSRVSAN,,,Aretxabaleta,Percentage,Aretxabaleta,99.6
2019,BSRVSAN,,,Aretxabaleta,Percentage,Aretxabaleta,99.6
2020,BSRVSAN,,,Aretxabaleta,Percentage,Aretxabaleta,99.6
2021,BSRVSAN,,,Aretxabaleta,Percentage,Aretxabaleta,99.7
2022,BSRVSAN,,,Aretxabaleta,Percentage,Aretxabaleta,99.7
2010,BSRVH2O,,,Asteasu,Percentage,Asteasu,99.2
2011,BSRVH2O,,,Asteasu,Percentage,Asteasu,99.4
2013,BSRVH2O,,,Asteasu,Percentage,Asteasu,99.2
2014,BSRVH2O,,,Asteasu,Percentage,Asteasu,99.2
2015,BSRVH2O,,,Asteasu,Percentage,Asteasu,99.3
2016,BSRVH2O,,,Asteasu,Percentage,Asteasu,99.4
2017,BSRVH2O,,,Asteasu,Percentage,Asteasu,99.6
2018,BSRVH2O,,,Asteasu,Percentage,Asteasu,99.5
2019,BSRVH2O,,,Asteasu,Percentage,Asteasu,99.6
2020,BSRVH2O,,,Asteasu,Percentage,Asteasu,99.6
2021,BSRVH2O,,,Asteasu,Percentage,Asteasu,99.7
2022,BSRVH2O,,,Asteasu,Percentage,Asteasu,99.7
2010,BSRVSAN,,,Asteasu,Percentage,Asteasu,97.9
2011,BSRVSAN,,,Asteasu,Percentage,Asteasu,98.1
2013,BSRVSAN,,,Asteasu,Percentage,Asteasu,98.1
2014,BSRVSAN,,,Asteasu,Percentage,Asteasu,97.9
2015,BSRVSAN,,,Asteasu,Percentage,Asteasu,98.4
2016,BSRVSAN,,,Asteasu,Percentage,Asteasu,98.3
2017,BSRVSAN,,,Asteasu,Percentage,Asteasu,98.5
2018,BSRVSAN,,,Asteasu,Percentage,Asteasu,98.8
2019,BSRVSAN,,,Asteasu,Percentage,Asteasu,98.8
2020,BSRVSAN,,,Asteasu,Percentage,Asteasu,98.9
2021,BSRVSAN,,,Asteasu,Percentage,Asteasu,99.0
2022,BSRVSAN,,,Asteasu,Percentage,Asteasu,99.1
2010,BSRVH2O,,,Ataun,Percentage,Ataun,99.8
2011,BSRVH2O,,,Ataun,Percentage,Ataun,99.8
2013,BSRVH2O,,,Ataun,Percentage,Ataun,99.8
2014,BSRVH2O,,,Ataun,Percentage,Ataun,99.8
2015,BSRVH2O,,,Ataun,Percentage,Ataun,99.8
2016,BSRVH2O,,,Ataun,Percentage,Ataun,99.8
2017,BSRVH2O,,,Ataun,Percentage,Ataun,99.8
2018,BSRVH2O,,,Ataun,Percentage,Ataun,99.8
2019,BSRVH2O,,,Ataun,Percentage,Ataun,99.8
2020,BSRVH2O,,,Ataun,Percentage,Ataun,99.8
2021,BSRVH2O,,,Ataun,Percentage,Ataun,99.8
2022,BSRVH2O,,,Ataun,Percentage,Ataun,99.8
2010,BSRVSAN,,,Ataun,Percentage,Ataun,98.1
2011,BSRVSAN,,,Ataun,Percentage,Ataun,98.1
2013,BSRVSAN,,,Ataun,Percentage,Ataun,98.0
2014,BSRVSAN,,,Ataun,Percentage,Ataun,97.8
2015,BSRVSAN,,,Ataun,Percentage,Ataun,97.7
2016,BSRVSAN,,,Ataun,Percentage,Ataun,97.8
2017,BSRVSAN,,,Ataun,Percentage,Ataun,97.6
2018,BSRVSAN,,,Ataun,Percentage,Ataun,97.6
2019,BSRVSAN,,,Ataun,Percentage,Ataun,97.6
2020,BSRVSAN,,,Ataun,Percentage,Ataun,97.6
2021,BSRVSAN,,,Ataun,Percentage,Ataun,97.6
2022,BSRVSAN,,,Ataun,Percentage,Ataun,97.3
2010,BSRVH2O,,,Aia,Percentage,Aia,99.7
2011,BSRVH2O,,,Aia,Percentage,Aia,99.7
2013,BSRVH2O,,,Aia,Percentage,Aia,99.7
2014,BSRVH2O,,,Aia,Percentage,Aia,99.7
2015,BSRVH2O,,,Aia,Percentage,Aia,99.7
2016,BSRVH2O,,,Aia,Percentage,Aia,99.7
2017,BSRVH2O,,,Aia,Percentage,Aia,99.7
2018,BSRVH2O,,,Aia,Percentage,Aia,99.7
2019,BSRVH2O,,,Aia,Percentage,Aia,99.7
2020,BSRVH2O,,,Aia,Percentage,Aia,99.7
2021,BSRVH2O,,,Aia,Percentage,Aia,99.7
2022,BSRVH2O,,,Aia,Percentage,Aia,99.7
2010,BSRVSAN,,,Aia,Percentage,Aia,99.7
2011,BSRVSAN,,,Aia,Percentage,Aia,99.7
2013,BSRVSAN,,,Aia,Percentage,Aia,99.7
2014,BSRVSAN,,,Aia,Percentage,Aia,99.6
2015,BSRVSAN,,,Aia,Percentage,Aia,99.6
2016,BSRVSAN,,,Aia,Percentage,Aia,99.4
2017,BSRVSAN,,,Aia,Percentage,Aia,99.4
2018,BSRVSAN,,,Aia,Percentage,Aia,99.4
2019,BSRVSAN,,,Aia,Percentage,Aia,99.4
2020,BSRVSAN,,,Aia,Percentage,Aia,99.4
2021,BSRVSAN,,,Aia,Percentage,Aia,99.5
2022,BSRVSAN,,,Aia,Percentage,Aia,99.2
2010,BSRVH2O,,,Azkoitia,Percentage,Azkoitia,100.0
2011,BSRVH2O,,,Azkoitia,Percentage,Azkoitia,100.0
2013,BSRVH2O,,,Azkoitia,Percentage,Azkoitia,100.0
2014,BSRVH2O,,,Azkoitia,Percentage,Azkoitia,100.0
2015,BSRVH2O,,,Azkoitia,Percentage,Azkoitia,100.0
2016,BSRVH2O,,,Azkoitia,Percentage,Azkoitia,100.0
2017,BSRVH2O,,,Azkoitia,Percentage,Azkoitia,100.0
2018,BSRVH2O,,,Azkoitia,Percentage,Azkoitia,100.0
2019,BSRVH2O,,,Azkoitia,Percentage,Azkoitia,100.0
2020,BSRVH2O,,,Azkoitia,Percentage,Azkoitia,100.0
2021,BSRVH2O,,,Azkoitia,Percentage,Azkoitia,100.0
2022,BSRVH2O,,,Azkoitia,Percentage,Azkoitia,100.0
2010,BSRVSAN,,,Azkoitia,Percentage,Azkoitia,99.7
2011,BSRVSAN,,,Azkoitia,Percentage,Azkoitia,99.6
2013,BSRVSAN,,,Azkoitia,Percentage,Azkoitia,99.7
2014,BSRVSAN,,,Azkoitia,Percentage,Azkoitia,99.6
2015,BSRVSAN,,,Azkoitia,Percentage,Azkoitia,99.6
2016,BSRVSAN,,,Azkoitia,Percentage,Azkoitia,99.6
2017,BSRVSAN,,,Azkoitia,Percentage,Azkoitia,99.6
2018,BSRVSAN,,,Azkoitia,Percentage,Azkoitia,99.6
2019,BSRVSAN,,,Azkoitia,Percentage,Azkoitia,99.6
2020,BSRVSAN,,,Azkoitia,Percentage,Azkoitia,99.6
2021,BSRVSAN,,,Azkoitia,Percentage,Azkoitia,99.6
2022,BSRVSAN,,,Azkoitia,Percentage,Azkoitia,99.6
2010,BSRVH2O,,,Azpeitia,Percentage,Azpeitia,100.0
2011,BSRVH2O,,,Azpeitia,Percentage,Azpeitia,100.0
2013,BSRVH2O,,,Azpeitia,Percentage,Azpeitia,100.0
2014,BSRVH2O,,,Azpeitia,Percentage,Azpeitia,100.0
2015,BSRVH2O,,,Azpeitia,Percentage,Azpeitia,100.0
2016,BSRVH2O,,,Azpeitia,Percentage,Azpeitia,100.0
2017,BSRVH2O,,,Azpeitia,Percentage,Azpeitia,100.0
2018,BSRVH2O,,,Azpeitia,Percentage,Azpeitia,100.0
2019,BSRVH2O,,,Azpeitia,Percentage,Azpeitia,100.0
2020,BSRVH2O,,,Azpeitia,Percentage,Azpeitia,100.0
2021,BSRVH2O,,,Azpeitia,Percentage,Azpeitia,100.0
2022,BSRVH2O,,,Azpeitia,Percentage,Azpeitia,100.0
2010,BSRVSAN,,,Azpeitia,Percentage,Azpeitia,99.2
2011,BSRVSAN,,,Azpeitia,Percentage,Azpeitia,99.3
2013,BSRVSAN,,,Azpeitia,Percentage,Azpeitia,99.4
2014,BSRVSAN,,,Azpeitia,Percentage,Azpeitia,99.4
2015,BSRVSAN,,,Azpeitia,Percentage,Azpeitia,99.4
2016,BSRVSAN,,,Azpeitia,Percentage,Azpeitia,99.4
2017,BSRVSAN,,,Azpeitia,Percentage,Azpeitia,99.5
2018,BSRVSAN,,,Azpeitia,Percentage,Azpeitia,99.6
2019,BSRVSAN,,,Azpeitia,Percentage,Azpeitia,99.6
2020,BSRVSAN,,,Azpeitia,Percentage,Azpeitia,99.8
2021,BSRVSAN,,,Azpeitia,Percentage,Azpeitia,99.7
2022,BSRVSAN,,,Azpeitia,Percentage,Azpeitia,99.7
2010,BSRVH2O,,,Beasain,Percentage,Beasain,100.0
2011,BSRVH2O,,,Beasain,Percentage,Beasain,100.0
2013,BSRVH2O,,,Beasain,Percentage,Beasain,100.0
2014,BSRVH2O,,,Beasain,Percentage,Beasain,100.0
2015,BSRVH2O,,,Beasain,Percentage,Beasain,100.0
2016,BSRVH2O,,,Beasain,Percentage,Beasain,100.0
2017,BSRVH2O,,,Beasain,Percentage,Beasain,100.0
2018,BSRVH2O,,,Beasain,Percentage,Beasain,100.0
2019,BSRVH2O,,,Beasain,Percentage,Beasain,100.0
2020,BSRVH2O,,,Beasain,Percentage,Beasain,100.0
2021,BSRVH2O,,,Beasain,Percentage,Beasain,100.0
2022,BSRVH2O,,,Beasain,Percentage,Beasain,100.0
2010,BSRVSAN,,,Beasain,Percentage,Beasain,99.2
2011,BSRVSAN,,,Beasain,Percentage,Beasain,99.3
2013,BSRVSAN,,,Beasain,Percentage,Beasain,99.3
2014,BSRVSAN,,,Beasain,Percentage,Beasain,99.3
2015,BSRVSAN,,,Beasain,Percentage,Beasain,99.2
2016,BSRVSAN,,,Beasain,Percentage,Beasain,99.3
2017,BSRVSAN,,,Beasain,Percentage,Beasain,99.3
2018,BSRVSAN,,,Beasain,Percentage,Beasain,99.4
2019,BSRVSAN,,,Beasain,Percentage,Beasain,99.3
2020,BSRVSAN,,,Beasain,Percentage,Beasain,99.4
2021,BSRVSAN,,,Beasain,Percentage,Beasain,99.4
2022,BSRVSAN,,,Beasain,Percentage,Beasain,99.5
2010,BSRVH2O,,ES2002,,Percentage,ES2002,99.9
2011,BSRVH2O,,ES2002,,Percentage,ES2002,99.9
2013,BSRVH2O,,ES2002,,Percentage,ES2002,99.9
2014,BSRVH2O,,ES2002,,Percentage,ES2002,99.9
2015,BSRVH2O,,ES2002,,Percentage,ES2002,99.9
2016,BSRVH2O,,ES2002,,Percentage,ES2002,99.9
2017,BSRVH2O,,ES2002,,Percentage,ES2002,99.9
2018,BSRVH2O,,ES2002,,Percentage,ES2002,99.9
2019,BSRVH2O,,ES2002,,Percentage,ES2002,99.9
2020,BSRVH2O,,ES2002,,Percentage,ES2002,99.9
2021,BSRVH2O,,ES2002,,Percentage,ES2002,99.9
2022,BSRVH2O,,ES2002,,Percentage,ES2002,99.9
2010,BSRVSAN,,ES2002,,Percentage,ES2002,99.6
2011,BSRVSAN,,ES2002,,Percentage,ES2002,99.6
2013,BSRVSAN,,ES2002,,Percentage,ES2002,99.6
2014,BSRVSAN,,ES2002,,Percentage,ES2002,99.6
2015,BSRVSAN,,ES2002,,Percentage,ES2002,99.6
2016,BSRVSAN,,ES2002,,Percentage,ES2002,99.6
2017,BSRVSAN,,ES2002,,Percentage,ES2002,99.6
2018,BSRVSAN,,ES2002,,Percentage,ES2002,99.6
2019,BSRVSAN,,ES2002,,Percentage,ES2002,99.6
2020,BSRVSAN,,ES2002,,Percentage,ES2002,99.7
2021,BSRVSAN,,ES2002,,Percentage,ES2002,99.7
2022,BSRVSAN,,ES2002,,Percentage,ES2002,99.7
2010,BSRVH2O,,,Beizama,Percentage,Beizama,94.9
2011,BSRVH2O,,,Beizama,Percentage,Beizama,93.6
2013,BSRVH2O,,,Beizama,Percentage,Beizama,94.9
2014,BSRVH2O,,,Beizama,Percentage,Beizama,93.4
2015,BSRVH2O,,,Beizama,Percentage,Beizama,93.2
2016,BSRVH2O,,,Beizama,Percentage,Beizama,91.8
2017,BSRVH2O,,,Beizama,Percentage,Beizama,90.2
2018,BSRVH2O,,,Beizama,Percentage,Beizama,91.1
2019,BSRVH2O,,,Beizama,Percentage,Beizama,91.1
2020,BSRVH2O,,,Beizama,Percentage,Beizama,90.9
2021,BSRVH2O,,,Beizama,Percentage,Beizama,91.2
2022,BSRVH2O,,,Beizama,Percentage,Beizama,91.2
2010,BSRVSAN,,,Beizama,Percentage,Beizama,79.7
2011,BSRVSAN,,,Beizama,Percentage,Beizama,83.9
2013,BSRVSAN,,,Beizama,Percentage,Beizama,83.1
2014,BSRVSAN,,,Beizama,Percentage,Beizama,83.6
2015,BSRVSAN,,,Beizama,Percentage,Beizama,83.1
2016,BSRVSAN,,,Beizama,Percentage,Beizama,83.6
2017,BSRVSAN,,,Beizama,Percentage,Beizama,85.3
2018,BSRVSAN,,,Beizama,Percentage,Beizama,87.5
2019,BSRVSAN,,,Beizama,Percentage,Beizama,85.7
2020,BSRVSAN,,,Beizama,Percentage,Beizama,87.3
2021,BSRVSAN,,,Beizama,Percentage,Beizama,89.5
2022,BSRVSAN,,,Beizama,Percentage,Beizama,89.5
2010,BSRVH2O,,,Belauntza,Percentage,Belauntza,100.0
2011,BSRVH2O,,,Belauntza,Percentage,Belauntza,100.0
2013,BSRVH2O,,,Belauntza,Percentage,Belauntza,100.0
2014,BSRVH2O,,,Belauntza,Percentage,Belauntza,100.0
2015,BSRVH2O,,,Belauntza,Percentage,Belauntza,100.0
2016,BSRVH2O,,,Belauntza,Percentage,Belauntza,100.0
2017,BSRVH2O,,,Belauntza,Percentage,Belauntza,100.0
2018,BSRVH2O,,,Belauntza,Percentage,Belauntza,100.0
2019,BSRVH2O,,,Belauntza,Percentage,Belauntza,100.0
2020,BSRVH2O,,,Belauntza,Percentage,Belauntza,100.0
2021,BSRVH2O,,,Belauntza,Percentage,Belauntza,100.0
2022,BSRVH2O,,,Belauntza,Percentage,Belauntza,100.0
2010,BSRVSAN,,,Belauntza,Percentage,Belauntza,100.0
2011,BSRVSAN,,,Belauntza,Percentage,Belauntza,100.0
2013,BSRVSAN,,,Belauntza,Percentage,Belauntza,100.0
2014,BSRVSAN,,,Belauntza,Percentage,Belauntza,100.0
2015,BSRVSAN,,,Belauntza,Percentage,Belauntza,100.0
2016,BSRVSAN,,,Belauntza,Percentage,Belauntza,100.0
2017,BSRVSAN,,,Belauntza,Percentage,Belauntza,100.0
2018,BSRVSAN,,,Belauntza,Percentage,Belauntza,100.0
2019,BSRVSAN,,,Belauntza,Percentage,Belauntza,100.0
2020,BSRVSAN,,,Belauntza,Percentage,Belauntza,100.0
2021,BSRVSAN,,,Belauntza,Percentage,Belauntza,100.0
2022,BSRVSAN,,,Belauntza,Percentage,Belauntza,100.0
2010,BSRVH2O,,,Berastegi,Percentage,Berastegi,99.7
2011,BSRVH2O,,,Berastegi,Percentage,Berastegi,99.7
2013,BSRVH2O,,,Berastegi,Percentage,Berastegi,100.0
2014,BSRVH2O,,,Berastegi,Percentage,Berastegi,100.0
2015,BSRVH2O,,,Berastegi,Percentage,Berastegi,100.0
2016,BSRVH2O,,,Berastegi,Percentage,Berastegi,100.0
2017,BSRVH2O,,,Berastegi,Percentage,Berastegi,100.0
2018,BSRVH2O,,,Berastegi,Percentage,Berastegi,100.0
2019,BSRVH2O,,,Berastegi,Percentage,Berastegi,100.0
2020,BSRVH2O,,,Berastegi,Percentage,Berastegi,100.0
2021,BSRVH2O,,,Berastegi,Percentage,Berastegi,100.0
2022,BSRVH2O,,,Berastegi,Percentage,Berastegi,100.0
2010,BSRVSAN,,,Berastegi,Percentage,Berastegi,99.0
2011,BSRVSAN,,,Berastegi,Percentage,Berastegi,99.0
2013,BSRVSAN,,,Berastegi,Percentage,Berastegi,99.5
2014,BSRVSAN,,,Berastegi,Percentage,Berastegi,99.5
2015,BSRVSAN,,,Berastegi,Percentage,Berastegi,99.2
2016,BSRVSAN,,,Berastegi,Percentage,Berastegi,99.2
2017,BSRVSAN,,,Berastegi,Percentage,Berastegi,99.2
2018,BSRVSAN,,,Berastegi,Percentage,Berastegi,99.3
2019,BSRVSAN,,,Berastegi,Percentage,Berastegi,99.3
2020,BSRVSAN,,,Berastegi,Percentage,Berastegi,99.3
2021,BSRVSAN,,,Berastegi,Percentage,Berastegi,99.3
2022,BSRVSAN,,,Berastegi,Percentage,Berastegi,99.3
2010,BSRVH2O,,,Berrobi,Percentage,Berrobi,100.0
2011,BSRVH2O,,,Berrobi,Percentage,Berrobi,100.0
2013,BSRVH2O,,,Berrobi,Percentage,Berrobi,100.0
2014,BSRVH2O,,,Berrobi,Percentage,Berrobi,100.0
2015,BSRVH2O,,,Berrobi,Percentage,Berrobi,100.0
2016,BSRVH2O,,,Berrobi,Percentage,Berrobi,100.0
2017,BSRVH2O,,,Berrobi,Percentage,Berrobi,100.0
2018,BSRVH2O,,,Berrobi,Percentage,Berrobi,100.0
2019,BSRVH2O,,,Berrobi,Percentage,Berrobi,100.0
2020,BSRVH2O,,,Berrobi,Percentage,Berrobi,100.0
2021,BSRVH2O,,,Berrobi,Percentage,Berrobi,100.0
2022,BSRVH2O,,,Berrobi,Percentage,Berrobi,100.0
2010,BSRVSAN,,,Berrobi,Percentage,Berrobi,99.5
2011,BSRVSAN,,,Berrobi,Percentage,Berrobi,98.7
2013,BSRVSAN,,,Berrobi,Percentage,Berrobi,98.7
2014,BSRVSAN,,,Berrobi,Percentage,Berrobi,99.6
2015,BSRVSAN,,,Berrobi,Percentage,Berrobi,99.6
2016,BSRVSAN,,,Berrobi,Percentage,Berrobi,99.6
2017,BSRVSAN,,,Berrobi,Percentage,Berrobi,99.6
2018,BSRVSAN,,,Berrobi,Percentage,Berrobi,99.6
2019,BSRVSAN,,,Berrobi,Percentage,Berrobi,99.6
