Year,Series,Sexo,Tipo de renta,Territorio,Comarca,Municipio,Units,GeoCode,Value
2020,Renta personal media,,Renta del trabajo,,,Zeanuri,Euros,Zeanuri,20687.0
2016,Renta personal media,,Renta del trabajo,,,Zeanuri,Euros,Zeanuri,19116.0
2009,Renta personal media,,Renta del trabajo,,,Zeanuri,Euros,Zeanuri,17952.0
2021,Renta personal media,,Renta del trabajo,,,Zeberio,Euros,Zeberio,19811.0
2015,Renta personal media,,Renta del trabajo,,,Zeberio,Euros,Zeberio,17252.0
2017,Renta personal media,,Renta del trabajo,,,Zeberio,Euros,Zeberio,18273.0
2009,Renta personal media,,Renta del trabajo,,,Zeberio,Euros,Zeberio,17025.0
2016,Renta personal media,,Renta del trabajo,,,Zeberio,Euros,Zeberio,17094.0
2014,Renta personal media,,Renta del trabajo,,,Zeberio,Euros,Zeberio,16744.0
2020,Renta personal media,,Renta del trabajo,,,Zeberio,Euros,Zeberio,19299.0
2011,Renta personal media,,Renta del trabajo,,,Zeberio,Euros,Zeberio,16481.0
2013,Renta personal media,,Renta del trabajo,,,Zeberio,Euros,Zeberio,16281.0
2019,Renta personal media,,Renta del trabajo,,,Zeberio,Euros,Zeberio,19155.0
2018,Renta personal media,,Renta del trabajo,,,Zeberio,Euros,Zeberio,18569.0
2015,Renta personal media,,Renta del trabajo,,,Zegama,Euros,Zegama,17894.0
2017,Renta personal media,,Renta del trabajo,,,Zegama,Euros,Zegama,19161.0
2021,Renta personal media,,Renta del trabajo,,,Zegama,Euros,Zegama,21326.0
2020,Renta personal media,,Renta del trabajo,,,Zegama,Euros,Zegama,21491.0
2018,Renta personal media,,Renta del trabajo,,,Zegama,Euros,Zegama,19822.0
2013,Renta personal media,,Renta del trabajo,,,Zegama,Euros,Zegama,17073.0
2009,Renta personal media,,Renta del trabajo,,,Zegama,Euros,Zegama,17024.0
2019,Renta personal media,,Renta del trabajo,,,Zegama,Euros,Zegama,21378.0
2016,Renta personal media,,Renta del trabajo,,,Zegama,Euros,Zegama,18864.0
2014,Renta personal media,,Renta del trabajo,,,Zegama,Euros,Zegama,17213.0
2011,Renta personal media,,Renta del trabajo,,,Zegama,Euros,Zegama,16436.0
2018,Renta personal media,,Renta del trabajo,,,Zerain,Euros,Zerain,23030.0
2011,Renta personal media,,Renta del trabajo,,,Zerain,Euros,Zerain,19419.0
2019,Renta personal media,,Renta del trabajo,,,Zerain,Euros,Zerain,23030.0
2020,Renta personal media,,Renta del trabajo,,,Zerain,Euros,Zerain,23687.0
2016,Renta personal media,,Renta del trabajo,,,Zerain,Euros,Zerain,20038.0
2013,Renta personal media,,Renta del trabajo,,,Zerain,Euros,Zerain,19289.0
2009,Renta personal media,,Renta del trabajo,,,Zerain,Euros,Zerain,19739.0
2017,Renta personal media,,Renta del trabajo,,,Zerain,Euros,Zerain,21448.0
2021,Renta personal media,,Renta del trabajo,,,Zerain,Euros,Zerain,22853.0
2014,Renta personal media,,Renta del trabajo,,,Zerain,Euros,Zerain,19437.0
2015,Renta personal media,,Renta del trabajo,,,Zerain,Euros,Zerain,19705.0
2018,Renta personal media,,Renta del trabajo,,,Zestoa,Euros,Zestoa,17196.0
2020,Renta personal media,,Renta del trabajo,,,Zestoa,Euros,Zestoa,17867.0
2016,Renta personal media,,Renta del trabajo,,,Zestoa,Euros,Zestoa,16391.0
2021,Renta personal media,,Renta del trabajo,,,Zestoa,Euros,Zestoa,18619.0
2011,Renta personal media,,Renta del trabajo,,,Zestoa,Euros,Zestoa,16006.0
2013,Renta personal media,,Renta del trabajo,,,Zestoa,Euros,Zestoa,15454.0
2015,Renta personal media,,Renta del trabajo,,,Zestoa,Euros,Zestoa,15836.0
2014,Renta personal media,,Renta del trabajo,,,Zestoa,Euros,Zestoa,15323.0
2017,Renta personal media,,Renta del trabajo,,,Zestoa,Euros,Zestoa,16776.0
2009,Renta personal media,,Renta del trabajo,,,Zestoa,Euros,Zestoa,16146.0
2019,Renta personal media,,Renta del trabajo,,,Zestoa,Euros,Zestoa,17458.0
2015,Renta personal media,,Renta del trabajo,,,Zierbena,Euros,Zierbena,17553.0
2011,Renta personal media,,Renta del trabajo,,,Zierbena,Euros,Zierbena,18135.0
2019,Renta personal media,,Renta del trabajo,,,Zierbena,Euros,Zierbena,20244.0
2020,Renta personal media,,Renta del trabajo,,,Zierbena,Euros,Zierbena,20050.0
2014,Renta personal media,,Renta del trabajo,,,Zierbena,Euros,Zierbena,16427.0
2017,Renta personal media,,Renta del trabajo,,,Zierbena,Euros,Zierbena,18912.0
2009,Renta personal media,,Renta del trabajo,,,Zierbena,Euros,Zierbena,17167.0
2018,Renta personal media,,Renta del trabajo,,,Zierbena,Euros,Zierbena,18972.0
2021,Renta personal media,,Renta del trabajo,,,Zierbena,Euros,Zierbena,21522.0
2013,Renta personal media,,Renta del trabajo,,,Zierbena,Euros,Zierbena,16698.0
2016,Renta personal media,,Renta del trabajo,,,Zierbena,Euros,Zierbena,17427.0
2020,Renta personal media,,Renta del trabajo,,,Zigoitia,Euros,Zigoitia,22612.0
2021,Renta personal media,,Renta del trabajo,,,Zigoitia,Euros,Zigoitia,23331.0
2013,Renta personal media,,Renta del trabajo,,,Zigoitia,Euros,Zigoitia,20795.0
2015,Renta personal media,,Renta del trabajo,,,Zigoitia,Euros,Zigoitia,21536.0
2017,Renta personal media,,Renta del trabajo,,,Zigoitia,Euros,Zigoitia,21665.0
2009,Renta personal media,,Renta del trabajo,,,Zigoitia,Euros,Zigoitia,21157.0
2016,Renta personal media,,Renta del trabajo,,,Zigoitia,Euros,Zigoitia,20704.0
2019,Renta personal media,,Renta del trabajo,,,Zigoitia,Euros,Zigoitia,22331.0
2011,Renta personal media,,Renta del trabajo,,,Zigoitia,Euros,Zigoitia,21607.0
2018,Renta personal media,,Renta del trabajo,,,Zigoitia,Euros,Zigoitia,21681.0
2014,Renta personal media,,Renta del trabajo,,,Zigoitia,Euros,Zigoitia,20153.0
2015,Renta personal media,,Renta del trabajo,,,Ziortza-Bolibar,Euros,Ziortza-Bolibar,16612.0
2009,Renta personal media,,Renta del trabajo,,,Ziortza-Bolibar,Euros,Ziortza-Bolibar,15327.0
2017,Renta personal media,,Renta del trabajo,,,Ziortza-Bolibar,Euros,Ziortza-Bolibar,18514.0
2020,Renta personal media,,Renta del trabajo,,,Ziortza-Bolibar,Euros,Ziortza-Bolibar,18776.0
2018,Renta personal media,,Renta del trabajo,,,Ziortza-Bolibar,Euros,Ziortza-Bolibar,20068.0
2013,Renta personal media,,Renta del trabajo,,,Ziortza-Bolibar,Euros,Ziortza-Bolibar,15063.0
2011,Renta personal media,,Renta del trabajo,,,Ziortza-Bolibar,Euros,Ziortza-Bolibar,14785.0
2019,Renta personal media,,Renta del trabajo,,,Ziortza-Bolibar,Euros,Ziortza-Bolibar,19660.0
2021,Renta personal media,,Renta del trabajo,,,Ziortza-Bolibar,Euros,Ziortza-Bolibar,21978.0
2016,Renta personal media,,Renta del trabajo,,,Ziortza-Bolibar,Euros,Ziortza-Bolibar,17749.0
2014,Renta personal media,,Renta del trabajo,,,Ziortza-Bolibar,Euros,Ziortza-Bolibar,15463.0
2013,Renta personal media,,Renta del trabajo,,,Zizurkil,Euros,Zizurkil,15955.0
2017,Renta personal media,,Renta del trabajo,,,Zizurkil,Euros,Zizurkil,17498.0
2011,Renta personal media,,Renta del trabajo,,,Zizurkil,Euros,Zizurkil,16014.0
2018,Renta personal media,,Renta del trabajo,,,Zizurkil,Euros,Zizurkil,17885.0
2009,Renta personal media,,Renta del trabajo,,,Zizurkil,Euros,Zizurkil,16099.0
2020,Renta personal media,,Renta del trabajo,,,Zizurkil,Euros,Zizurkil,19173.0
2016,Renta personal media,,Renta del trabajo,,,Zizurkil,Euros,Zizurkil,17019.0
2019,Renta personal media,,Renta del trabajo,,,Zizurkil,Euros,Zizurkil,18359.0
2021,Renta personal media,,Renta del trabajo,,,Zizurkil,Euros,Zizurkil,18880.0
2014,Renta personal media,,Renta del trabajo,,,Zizurkil,Euros,Zizurkil,15868.0
2015,Renta personal media,,Renta del trabajo,,,Zizurkil,Euros,Zizurkil,16214.0
2014,Renta personal media,,Renta del trabajo,,,Zuia,Euros,Zuia,20588.0
2015,Renta personal media,,Renta del trabajo,,,Zuia,Euros,Zuia,20692.0
2013,Renta personal media,,Renta del trabajo,,,Zuia,Euros,Zuia,20429.0
2009,Renta personal media,,Renta del trabajo,,,Zuia,Euros,Zuia,20223.0
2017,Renta personal media,,Renta del trabajo,,,Zuia,Euros,Zuia,20767.0
2016,Renta personal media,,Renta del trabajo,,,Zuia,Euros,Zuia,19919.0
2018,Renta personal media,,Renta del trabajo,,,Zuia,Euros,Zuia,20952.0
2019,Renta personal media,,Renta del trabajo,,,Zuia,Euros,Zuia,23936.0
2020,Renta personal media,,Renta del trabajo,,,Zuia,Euros,Zuia,21933.0
2011,Renta personal media,,Renta del trabajo,,,Zuia,Euros,Zuia,21126.0
2021,Renta personal media,,Renta del trabajo,,,Zuia,Euros,Zuia,23556.0
2021,Renta personal media,,Renta del trabajo,,,Zumaia,Euros,Zumaia,21468.0
2009,Renta personal media,,Renta del trabajo,,,Zumaia,Euros,Zumaia,18933.0
2011,Renta personal media,,Renta del trabajo,,,Zumaia,Euros,Zumaia,17930.0
2013,Renta personal media,,Renta del trabajo,,,Zumaia,Euros,Zumaia,16564.0
2014,Renta personal media,,Renta del trabajo,,,Zumaia,Euros,Zumaia,16715.0
2018,Renta personal media,,Renta del trabajo,,,Zumaia,Euros,Zumaia,20110.0
2019,Renta personal media,,Renta del trabajo,,,Zumaia,Euros,Zumaia,20747.0
2017,Renta personal media,,Renta del trabajo,,,Zumaia,Euros,Zumaia,19268.0
2015,Renta personal media,,Renta del trabajo,,,Zumaia,Euros,Zumaia,17954.0
2016,Renta personal media,,Renta del trabajo,,,Zumaia,Euros,Zumaia,18292.0
2020,Renta personal media,,Renta del trabajo,,,Zumaia,Euros,Zumaia,20839.0
2019,Renta personal media,,Renta del trabajo,,,Zumarraga,Euros,Zumarraga,18000.0
2014,Renta personal media,,Renta del trabajo,,,Zumarraga,Euros,Zumarraga,15577.0
2011,Renta personal media,,Renta del trabajo,,,Zumarraga,Euros,Zumarraga,16747.0
2017,Renta personal media,,Renta del trabajo,,,Zumarraga,Euros,Zumarraga,17026.0
2018,Renta personal media,,Renta del trabajo,,,Zumarraga,Euros,Zumarraga,17318.0
2016,Renta personal media,,Renta del trabajo,,,Zumarraga,Euros,Zumarraga,17320.0
2021,Renta personal media,,Renta del trabajo,,,Zumarraga,Euros,Zumarraga,18314.0
2013,Renta personal media,,Renta del trabajo,,,Zumarraga,Euros,Zumarraga,15836.0
2020,Renta personal media,,Renta del trabajo,,,Zumarraga,Euros,Zumarraga,18033.0
2009,Renta personal media,,Renta del trabajo,,,Zumarraga,Euros,Zumarraga,15978.0
2015,Renta personal media,,Renta del trabajo,,,Zumarraga,Euros,Zumarraga,16168.0
2021,Renta personal media,,Renta del trabajo,,Añana (comarca),,Euros,Añana (comarca),18096.0
2020,Renta personal media,,Renta del trabajo,,Añana (comarca),,Euros,Añana (comarca),16825.0
2017,Renta personal media,,Renta del trabajo,,Añana (comarca),,Euros,Añana (comarca),15955.0
2014,Renta personal media,,Renta del trabajo,,Añana (comarca),,Euros,Añana (comarca),15073.0
2018,Renta personal media,,Renta del trabajo,,Añana (comarca),,Euros,Añana (comarca),16199.0
2015,Renta personal media,,Renta del trabajo,,Añana (comarca),,Euros,Añana (comarca),15529.0
2013,Renta personal media,,Renta del trabajo,,Añana (comarca),,Euros,Añana (comarca),15461.0
2016,Renta personal media,,Renta del trabajo,,Añana (comarca),,Euros,Añana (comarca),15675.0
2011,Renta personal media,,Renta del trabajo,,Añana (comarca),,Euros,Añana (comarca),16242.0
2019,Renta personal media,,Renta del trabajo,,Añana (comarca),,Euros,Añana (comarca),16593.0
2009,Renta personal media,,Renta del trabajo,,Añana (comarca),,Euros,Añana (comarca),16064.0
2017,Renta personal media,,Renta del trabajo,,Arabako Errioxa / Rioja Alavesa,,Euros,Arabako Errioxa / Rioja Alavesa,14513.0
2016,Renta personal media,,Renta del trabajo,,Arabako Errioxa / Rioja Alavesa,,Euros,Arabako Errioxa / Rioja Alavesa,14253.0
2018,Renta personal media,,Renta del trabajo,,Arabako Errioxa / Rioja Alavesa,,Euros,Arabako Errioxa / Rioja Alavesa,14829.0
2009,Renta personal media,,Renta del trabajo,,Arabako Errioxa / Rioja Alavesa,,Euros,Arabako Errioxa / Rioja Alavesa,13453.0
2011,Renta personal media,,Renta del trabajo,,Arabako Errioxa / Rioja Alavesa,,Euros,Arabako Errioxa / Rioja Alavesa,13376.0
2015,Renta personal media,,Renta del trabajo,,Arabako Errioxa / Rioja Alavesa,,Euros,Arabako Errioxa / Rioja Alavesa,13965.0
2021,Renta personal media,,Renta del trabajo,,Arabako Errioxa / Rioja Alavesa,,Euros,Arabako Errioxa / Rioja Alavesa,15028.0
2013,Renta personal media,,Renta del trabajo,,Arabako Errioxa / Rioja Alavesa,,Euros,Arabako Errioxa / Rioja Alavesa,12915.0
2019,Renta personal media,,Renta del trabajo,,Arabako Errioxa / Rioja Alavesa,,Euros,Arabako Errioxa / Rioja Alavesa,15430.0
2020,Renta personal media,,Renta del trabajo,,Arabako Errioxa / Rioja Alavesa,,Euros,Arabako Errioxa / Rioja Alavesa,14405.0
2014,Renta personal media,,Renta del trabajo,,Arabako Errioxa / Rioja Alavesa,,Euros,Arabako Errioxa / Rioja Alavesa,13210.0
2020,Renta personal media,,Renta del trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euros,Arabako Kantaurialdea / Cantábrica Alavesa,17267.0
2013,Renta personal media,,Renta del trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euros,Arabako Kantaurialdea / Cantábrica Alavesa,15866.0
2018,Renta personal media,,Renta del trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euros,Arabako Kantaurialdea / Cantábrica Alavesa,16816.0
2021,Renta personal media,,Renta del trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euros,Arabako Kantaurialdea / Cantábrica Alavesa,18041.0
2019,Renta personal media,,Renta del trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euros,Arabako Kantaurialdea / Cantábrica Alavesa,17873.0
2016,Renta personal media,,Renta del trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euros,Arabako Kantaurialdea / Cantábrica Alavesa,15943.0
2011,Renta personal media,,Renta del trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euros,Arabako Kantaurialdea / Cantábrica Alavesa,16138.0
2014,Renta personal media,,Renta del trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euros,Arabako Kantaurialdea / Cantábrica Alavesa,15926.0
2015,Renta personal media,,Renta del trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euros,Arabako Kantaurialdea / Cantábrica Alavesa,16119.0
2017,Renta personal media,,Renta del trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euros,Arabako Kantaurialdea / Cantábrica Alavesa,16381.0
2009,Renta personal media,,Renta del trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euros,Arabako Kantaurialdea / Cantábrica Alavesa,15836.0
2020,Renta personal media,,Renta del trabajo,,Arabako Lautada / Llanada Alavesa,,Euros,Arabako Lautada / Llanada Alavesa,18164.0
2011,Renta personal media,,Renta del trabajo,,Arabako Lautada / Llanada Alavesa,,Euros,Arabako Lautada / Llanada Alavesa,17470.0
2015,Renta personal media,,Renta del trabajo,,Arabako Lautada / Llanada Alavesa,,Euros,Arabako Lautada / Llanada Alavesa,16806.0
2021,Renta personal media,,Renta del trabajo,,Arabako Lautada / Llanada Alavesa,,Euros,Arabako Lautada / Llanada Alavesa,18742.0
2019,Renta personal media,,Renta del trabajo,,Arabako Lautada / Llanada Alavesa,,Euros,Arabako Lautada / Llanada Alavesa,18376.0
2014,Renta personal media,,Renta del trabajo,,Arabako Lautada / Llanada Alavesa,,Euros,Arabako Lautada / Llanada Alavesa,16490.0
2016,Renta personal media,,Renta del trabajo,,Arabako Lautada / Llanada Alavesa,,Euros,Arabako Lautada / Llanada Alavesa,16854.0
2018,Renta personal media,,Renta del trabajo,,Arabako Lautada / Llanada Alavesa,,Euros,Arabako Lautada / Llanada Alavesa,17675.0
2017,Renta personal media,,Renta del trabajo,,Arabako Lautada / Llanada Alavesa,,Euros,Arabako Lautada / Llanada Alavesa,17245.0
2009,Renta personal media,,Renta del trabajo,,Arabako Lautada / Llanada Alavesa,,Euros,Arabako Lautada / Llanada Alavesa,17145.0
2013,Renta personal media,,Renta del trabajo,,Arabako Lautada / Llanada Alavesa,,Euros,Arabako Lautada / Llanada Alavesa,16587.0
2013,Renta personal media,,Renta del trabajo,,Arabako Mendialdea / Montaña Alavesa,,Euros,Arabako Mendialdea / Montaña Alavesa,15678.0
2014,Renta personal media,,Renta del trabajo,,Arabako Mendialdea / Montaña Alavesa,,Euros,Arabako Mendialdea / Montaña Alavesa,15607.0
2011,Renta personal media,,Renta del trabajo,,Arabako Mendialdea / Montaña Alavesa,,Euros,Arabako Mendialdea / Montaña Alavesa,16018.0
2017,Renta personal media,,Renta del trabajo,,Arabako Mendialdea / Montaña Alavesa,,Euros,Arabako Mendialdea / Montaña Alavesa,16388.0
2020,Renta personal media,,Renta del trabajo,,Arabako Mendialdea / Montaña Alavesa,,Euros,Arabako Mendialdea / Montaña Alavesa,17773.0
2019,Renta personal media,,Renta del trabajo,,Arabako Mendialdea / Montaña Alavesa,,Euros,Arabako Mendialdea / Montaña Alavesa,24252.0
2021,Renta personal media,,Renta del trabajo,,Arabako Mendialdea / Montaña Alavesa,,Euros,Arabako Mendialdea / Montaña Alavesa,20564.0
2016,Renta personal media,,Renta del trabajo,,Arabako Mendialdea / Montaña Alavesa,,Euros,Arabako Mendialdea / Montaña Alavesa,15905.0
2009,Renta personal media,,Renta del trabajo,,Arabako Mendialdea / Montaña Alavesa,,Euros,Arabako Mendialdea / Montaña Alavesa,15936.0
2018,Renta personal media,,Renta del trabajo,,Arabako Mendialdea / Montaña Alavesa,,Euros,Arabako Mendialdea / Montaña Alavesa,17208.0
2015,Renta personal media,,Renta del trabajo,,Arabako Mendialdea / Montaña Alavesa,,Euros,Arabako Mendialdea / Montaña Alavesa,16038.0
2021,Renta personal media,,Renta del trabajo,,Arratia Nerbioi / Arratia-Nervión,,Euros,Arratia Nerbioi / Arratia-Nervión,18600.0
2009,Renta personal media,,Renta del trabajo,,Arratia Nerbioi / Arratia-Nervión,,Euros,Arratia Nerbioi / Arratia-Nervión,16001.0
2017,Renta personal media,,Renta del trabajo,,Arratia Nerbioi / Arratia-Nervión,,Euros,Arratia Nerbioi / Arratia-Nervión,17176.0
2014,Renta personal media,,Renta del trabajo,,Arratia Nerbioi / Arratia-Nervión,,Euros,Arratia Nerbioi / Arratia-Nervión,16290.0
2020,Renta personal media,,Renta del trabajo,,Arratia Nerbioi / Arratia-Nervión,,Euros,Arratia Nerbioi / Arratia-Nervión,18000.0
2013,Renta personal media,,Renta del trabajo,,Arratia Nerbioi / Arratia-Nervión,,Euros,Arratia Nerbioi / Arratia-Nervión,15853.0
2019,Renta personal media,,Renta del trabajo,,Arratia Nerbioi / Arratia-Nervión,,Euros,Arratia Nerbioi / Arratia-Nervión,18105.0
2011,Renta personal media,,Renta del trabajo,,Arratia Nerbioi / Arratia-Nervión,,Euros,Arratia Nerbioi / Arratia-Nervión,15781.0
2015,Renta personal media,,Renta del trabajo,,Arratia Nerbioi / Arratia-Nervión,,Euros,Arratia Nerbioi / Arratia-Nervión,16444.0
2016,Renta personal media,,Renta del trabajo,,Arratia Nerbioi / Arratia-Nervión,,Euros,Arratia Nerbioi / Arratia-Nervión,16725.0
2018,Renta personal media,,Renta del trabajo,,Arratia Nerbioi / Arratia-Nervión,,Euros,Arratia Nerbioi / Arratia-Nervión,17138.0
2017,Renta personal media,,Renta del trabajo,,Bidasoa Beherea / Bajo Bidasoa,,Euros,Bidasoa Beherea / Bajo Bidasoa,16193.0
2011,Renta personal media,,Renta del trabajo,,Bidasoa Beherea / Bajo Bidasoa,,Euros,Bidasoa Beherea / Bajo Bidasoa,15947.0
2013,Renta personal media,,Renta del trabajo,,Bidasoa Beherea / Bajo Bidasoa,,Euros,Bidasoa Beherea / Bajo Bidasoa,14950.0
2021,Renta personal media,,Renta del trabajo,,Bidasoa Beherea / Bajo Bidasoa,,Euros,Bidasoa Beherea / Bajo Bidasoa,18247.0
2014,Renta personal media,,Renta del trabajo,,Bidasoa Beherea / Bajo Bidasoa,,Euros,Bidasoa Beherea / Bajo Bidasoa,14746.0
2016,Renta personal media,,Renta del trabajo,,Bidasoa Beherea / Bajo Bidasoa,,Euros,Bidasoa Beherea / Bajo Bidasoa,15738.0
2020,Renta personal media,,Renta del trabajo,,Bidasoa Beherea / Bajo Bidasoa,,Euros,Bidasoa Beherea / Bajo Bidasoa,17623.0
2015,Renta personal media,,Renta del trabajo,,Bidasoa Beherea / Bajo Bidasoa,,Euros,Bidasoa Beherea / Bajo Bidasoa,15502.0
2018,Renta personal media,,Renta del trabajo,,Bidasoa Beherea / Bajo Bidasoa,,Euros,Bidasoa Beherea / Bajo Bidasoa,16683.0
2009,Renta personal media,,Renta del trabajo,,Bidasoa Beherea / Bajo Bidasoa,,Euros,Bidasoa Beherea / Bajo Bidasoa,15849.0
2019,Renta personal media,,Renta del trabajo,,Bidasoa Beherea / Bajo Bidasoa,,Euros,Bidasoa Beherea / Bajo Bidasoa,17435.0
2013,Renta personal media,,Renta del trabajo,,Bilbo Handia / Gran Bilbao,,Euros,Bilbo Handia / Gran Bilbao,15869.0
2020,Renta personal media,,Renta del trabajo,,Bilbo Handia / Gran Bilbao,,Euros,Bilbo Handia / Gran Bilbao,18225.0
2015,Renta personal media,,Renta del trabajo,,Bilbo Handia / Gran Bilbao,,Euros,Bilbo Handia / Gran Bilbao,16317.0
2014,Renta personal media,,Renta del trabajo,,Bilbo Handia / Gran Bilbao,,Euros,Bilbo Handia / Gran Bilbao,15936.0
2009,Renta personal media,,Renta del trabajo,,Bilbo Handia / Gran Bilbao,,Euros,Bilbo Handia / Gran Bilbao,16443.0
2017,Renta personal media,,Renta del trabajo,,Bilbo Handia / Gran Bilbao,,Euros,Bilbo Handia / Gran Bilbao,17152.0
