Year,Tipo de valor,Territorio,Comarca,Municipio,Units,GeoCode,Serie,Value
2015,Nominal,,,Berantevilla,Porcentaje,Berantevilla,Valor añadido del sector manufacturo en proporción al PIB,64.3
2017,Nominal,,,Berantevilla,Porcentaje,Berantevilla,Valor añadido del sector manufacturo en proporción al PIB,65.5
2015,Nominal,,,Berantevilla,Euro per cápita,Berantevilla,Valor añadido del sector manufacturo,90691.2
2014,Nominal,,,Berantevilla,Porcentaje,Berantevilla,Valor añadido del sector manufacturo en proporción al PIB,70.3
2017,Nominal,,,Berantevilla,Euro per cápita,Berantevilla,Valor añadido del sector manufacturo,111061.3
2018,Nominal,,,Berantevilla,Porcentaje,Berantevilla,Valor añadido del sector manufacturo en proporción al PIB,66.3
2021,Nominal,,,Berantevilla,Euro per cápita,Berantevilla,Valor añadido del sector manufacturo,80740.2
2021,Nominal,,,Berantevilla,Porcentaje,Berantevilla,Valor añadido del sector manufacturo en proporción al PIB,64.3
2015,Nominal,,,Berastegi,Porcentaje,Berastegi,Valor añadido del sector manufacturo en proporción al PIB,55.5
2021,Nominal,,,Berastegi,Euro per cápita,Berastegi,Valor añadido del sector manufacturo,17789.7
2016,Nominal,,,Berastegi,Porcentaje,Berastegi,Valor añadido del sector manufacturo en proporción al PIB,54.5
2016,Nominal,,,Berastegi,Euro per cápita,Berastegi,Valor añadido del sector manufacturo,17566.5
2014,Nominal,,,Berastegi,Porcentaje,Berastegi,Valor añadido del sector manufacturo en proporción al PIB,55.1
2019,Nominal,,,Berastegi,Euro per cápita,Berastegi,Valor añadido del sector manufacturo,14604.3
2014,Nominal,,,Berastegi,Euro per cápita,Berastegi,Valor añadido del sector manufacturo,17017.7
2020,Nominal,,,Berastegi,Porcentaje,Berastegi,Valor añadido del sector manufacturo en proporción al PIB,47.5
2017,Nominal,,,Berastegi,Porcentaje,Berastegi,Valor añadido del sector manufacturo en proporción al PIB,51.0
2018,Nominal,,,Berastegi,Porcentaje,Berastegi,Valor añadido del sector manufacturo en proporción al PIB,54.1
2021,Nominal,,,Berastegi,Porcentaje,Berastegi,Valor añadido del sector manufacturo en proporción al PIB,49.9
2017,Nominal,,,Berastegi,Euro per cápita,Berastegi,Valor añadido del sector manufacturo,15084.4
2015,Nominal,,,Berastegi,Euro per cápita,Berastegi,Valor añadido del sector manufacturo,16774.0
2019,Nominal,,,Berastegi,Porcentaje,Berastegi,Valor añadido del sector manufacturo en proporción al PIB,49.1
2018,Nominal,,,Berastegi,Euro per cápita,Berastegi,Valor añadido del sector manufacturo,16151.6
2020,Nominal,,,Berastegi,Euro per cápita,Berastegi,Valor añadido del sector manufacturo,13806.1
2018,Nominal,,,Bergara,Porcentaje,Bergara,Valor añadido del sector manufacturo en proporción al PIB,40.9
2018,Nominal,,,Bergara,Euro per cápita,Bergara,Valor añadido del sector manufacturo,14141.2
2014,Nominal,,,Bergara,Euro per cápita,Bergara,Valor añadido del sector manufacturo,13111.8
2015,Nominal,,,Bergara,Porcentaje,Bergara,Valor añadido del sector manufacturo en proporción al PIB,39.3
2019,Nominal,,,Bergara,Porcentaje,Bergara,Valor añadido del sector manufacturo en proporción al PIB,41.1
2021,Nominal,,,Bergara,Porcentaje,Bergara,Valor añadido del sector manufacturo en proporción al PIB,43.4
2021,Nominal,,,Bergara,Euro per cápita,Bergara,Valor añadido del sector manufacturo,16282.1
2016,Nominal,,,Bergara,Euro per cápita,Bergara,Valor añadido del sector manufacturo,11199.1
2019,Nominal,,,Bergara,Euro per cápita,Bergara,Valor añadido del sector manufacturo,14270.2
2017,Nominal,,,Bergara,Euro per cápita,Bergara,Valor añadido del sector manufacturo,12307.6
2020,Nominal,,,Bergara,Euro per cápita,Bergara,Valor añadido del sector manufacturo,12629.2
2020,Nominal,,,Bergara,Porcentaje,Bergara,Valor añadido del sector manufacturo en proporción al PIB,39.6
2017,Nominal,,,Bergara,Porcentaje,Bergara,Valor añadido del sector manufacturo en proporción al PIB,38.3
2016,Nominal,,,Bergara,Porcentaje,Bergara,Valor añadido del sector manufacturo en proporción al PIB,36.9
2015,Nominal,,,Bergara,Euro per cápita,Bergara,Valor añadido del sector manufacturo,11663.7
2014,Nominal,,,Bergara,Porcentaje,Bergara,Valor añadido del sector manufacturo en proporción al PIB,41.0
2014,Nominal,,,Bermeo,Porcentaje,Bermeo,Valor añadido del sector manufacturo en proporción al PIB,10.3
2019,Nominal,,,Bermeo,Porcentaje,Bermeo,Valor añadido del sector manufacturo en proporción al PIB,8.5
2014,Nominal,,,Bermeo,Euro per cápita,Bermeo,Valor añadido del sector manufacturo,2557.3
2020,Nominal,,,Bermeo,Euro per cápita,Bermeo,Valor añadido del sector manufacturo,2191.8
2020,Nominal,,,Bermeo,Porcentaje,Bermeo,Valor añadido del sector manufacturo en proporción al PIB,8.6
2021,Nominal,,,Bermeo,Porcentaje,Bermeo,Valor añadido del sector manufacturo en proporción al PIB,7.2
2017,Nominal,,,Bermeo,Porcentaje,Bermeo,Valor añadido del sector manufacturo en proporción al PIB,9.2
2018,Nominal,,,Bermeo,Euro per cápita,Bermeo,Valor añadido del sector manufacturo,2529.0
2015,Nominal,,,Bermeo,Euro per cápita,Bermeo,Valor añadido del sector manufacturo,2427.6
2019,Nominal,,,Bermeo,Euro per cápita,Bermeo,Valor añadido del sector manufacturo,2485.5
2021,Nominal,,,Bermeo,Euro per cápita,Bermeo,Valor añadido del sector manufacturo,2253.9
2016,Nominal,,,Bermeo,Porcentaje,Bermeo,Valor añadido del sector manufacturo en proporción al PIB,9.7
2018,Nominal,,,Bermeo,Porcentaje,Bermeo,Valor añadido del sector manufacturo en proporción al PIB,8.8
2015,Nominal,,,Bermeo,Porcentaje,Bermeo,Valor añadido del sector manufacturo en proporción al PIB,9.1
2016,Nominal,,,Bermeo,Euro per cápita,Bermeo,Valor añadido del sector manufacturo,2574.3
2017,Nominal,,,Bermeo,Euro per cápita,Bermeo,Valor añadido del sector manufacturo,2820.2
2016,Nominal,,,Bernedo,Porcentaje,Bernedo,Valor añadido del sector manufacturo en proporción al PIB,19.0
2016,Nominal,,,Bernedo,Euro per cápita,Bernedo,Valor añadido del sector manufacturo,18942.9
2018,Nominal,,,Bernedo,Porcentaje,Bernedo,Valor añadido del sector manufacturo en proporción al PIB,23.9
2020,Nominal,,,Bernedo,Porcentaje,Bernedo,Valor añadido del sector manufacturo en proporción al PIB,22.5
2017,Nominal,,,Bernedo,Porcentaje,Bernedo,Valor añadido del sector manufacturo en proporción al PIB,17.8
2021,Nominal,,,Bernedo,Porcentaje,Bernedo,Valor añadido del sector manufacturo en proporción al PIB,20.1
2015,Nominal,,,Bernedo,Euro per cápita,Bernedo,Valor añadido del sector manufacturo,20601.5
2018,Nominal,,,Bernedo,Euro per cápita,Bernedo,Valor añadido del sector manufacturo,25656.2
2014,Nominal,,,Bernedo,Porcentaje,Bernedo,Valor añadido del sector manufacturo en proporción al PIB,19.6
2020,Nominal,,,Bernedo,Euro per cápita,Bernedo,Valor añadido del sector manufacturo,24712.7
2015,Nominal,,,Bernedo,Porcentaje,Bernedo,Valor añadido del sector manufacturo en proporción al PIB,20.9
2021,Nominal,,,Bernedo,Euro per cápita,Bernedo,Valor añadido del sector manufacturo,20194.9
2019,Nominal,,,Bernedo,Euro per cápita,Bernedo,Valor añadido del sector manufacturo,19165.2
2017,Nominal,,,Bernedo,Euro per cápita,Bernedo,Valor añadido del sector manufacturo,16980.3
2014,Nominal,,,Bernedo,Euro per cápita,Bernedo,Valor añadido del sector manufacturo,17644.8
2019,Nominal,,,Bernedo,Porcentaje,Bernedo,Valor añadido del sector manufacturo en proporción al PIB,18.2
2016,Nominal,,,Berriatua,Euro per cápita,Berriatua,Valor añadido del sector manufacturo,54379.8
2017,Nominal,,,Berriatua,Porcentaje,Berriatua,Valor añadido del sector manufacturo en proporción al PIB,69.0
2016,Nominal,,,Berriatua,Porcentaje,Berriatua,Valor añadido del sector manufacturo en proporción al PIB,67.2
2018,Nominal,,,Berriatua,Euro per cápita,Berriatua,Valor añadido del sector manufacturo,53929.0
2014,Nominal,,,Berriatua,Euro per cápita,Berriatua,Valor añadido del sector manufacturo,49550.0
2015,Nominal,,,Berriatua,Euro per cápita,Berriatua,Valor añadido del sector manufacturo,51463.7
2017,Nominal,,,Berriatua,Euro per cápita,Berriatua,Valor añadido del sector manufacturo,59434.6
2021,Nominal,,,Berriatua,Euro per cápita,Berriatua,Valor añadido del sector manufacturo,38943.3
2018,Nominal,,,Berriatua,Porcentaje,Berriatua,Valor añadido del sector manufacturo en proporción al PIB,66.2
2015,Nominal,,,Berriatua,Porcentaje,Berriatua,Valor añadido del sector manufacturo en proporción al PIB,66.5
2019,Nominal,,,Berriatua,Porcentaje,Berriatua,Valor añadido del sector manufacturo en proporción al PIB,67.6
2020,Nominal,,,Berriatua,Porcentaje,Berriatua,Valor añadido del sector manufacturo en proporción al PIB,65.3
2014,Nominal,,,Berriatua,Porcentaje,Berriatua,Valor añadido del sector manufacturo en proporción al PIB,67.6
2020,Nominal,,,Berriatua,Euro per cápita,Berriatua,Valor añadido del sector manufacturo,43491.4
2019,Nominal,,,Berriatua,Euro per cápita,Berriatua,Valor añadido del sector manufacturo,55303.0
2021,Nominal,,,Berriatua,Porcentaje,Berriatua,Valor añadido del sector manufacturo en proporción al PIB,65.6
2015,Nominal,,,Berriz,Porcentaje,Berriz,Valor añadido del sector manufacturo en proporción al PIB,54.1
2018,Nominal,,,Berriz,Porcentaje,Berriz,Valor añadido del sector manufacturo en proporción al PIB,53.9
2020,Nominal,,,Berriz,Porcentaje,Berriz,Valor añadido del sector manufacturo en proporción al PIB,49.2
2017,Nominal,,,Berriz,Porcentaje,Berriz,Valor añadido del sector manufacturo en proporción al PIB,54.8
2019,Nominal,,,Berriz,Porcentaje,Berriz,Valor añadido del sector manufacturo en proporción al PIB,52.5
2018,Nominal,,,Berriz,Euro per cápita,Berriz,Valor añadido del sector manufacturo,21167.4
2015,Nominal,,,Berriz,Euro per cápita,Berriz,Valor añadido del sector manufacturo,19076.1
2019,Nominal,,,Berriz,Euro per cápita,Berriz,Valor añadido del sector manufacturo,20557.7
2021,Nominal,,,Berriz,Euro per cápita,Berriz,Valor añadido del sector manufacturo,19178.0
2020,Nominal,,,Berriz,Euro per cápita,Berriz,Valor añadido del sector manufacturo,16283.6
2016,Nominal,,,Berriz,Euro per cápita,Berriz,Valor añadido del sector manufacturo,21315.4
2017,Nominal,,,Berriz,Euro per cápita,Berriz,Valor añadido del sector manufacturo,20970.5
2014,Nominal,,,Berriz,Euro per cápita,Berriz,Valor añadido del sector manufacturo,18621.2
2014,Nominal,,,Berriz,Porcentaje,Berriz,Valor añadido del sector manufacturo en proporción al PIB,54.8
2016,Nominal,,,Berriz,Porcentaje,Berriz,Valor añadido del sector manufacturo en proporción al PIB,54.6
2021,Nominal,,,Berriz,Porcentaje,Berriz,Valor añadido del sector manufacturo en proporción al PIB,49.9
2020,Nominal,,,Berrobi,Porcentaje,Berrobi,Valor añadido del sector manufacturo en proporción al PIB,26.4
2014,Nominal,,,Berrobi,Euro per cápita,Berrobi,Valor añadido del sector manufacturo,2830.4
2018,Nominal,,,Berrobi,Porcentaje,Berrobi,Valor añadido del sector manufacturo en proporción al PIB,30.2
2014,Nominal,,,Berrobi,Porcentaje,Berrobi,Valor añadido del sector manufacturo en proporción al PIB,21.9
2015,Nominal,,,Berrobi,Euro per cápita,Berrobi,Valor añadido del sector manufacturo,2839.3
2019,Nominal,,,Berrobi,Porcentaje,Berrobi,Valor añadido del sector manufacturo en proporción al PIB,26.9
2015,Nominal,,,Berrobi,Porcentaje,Berrobi,Valor añadido del sector manufacturo en proporción al PIB,22.3
2016,Nominal,,,Berrobi,Euro per cápita,Berrobi,Valor añadido del sector manufacturo,2765.4
2021,Nominal,,,Berrobi,Porcentaje,Berrobi,Valor añadido del sector manufacturo en proporción al PIB,20.1
2018,Nominal,,,Berrobi,Euro per cápita,Berrobi,Valor añadido del sector manufacturo,4434.1
2021,Nominal,,,Berrobi,Euro per cápita,Berrobi,Valor añadido del sector manufacturo,2594.5
2017,Nominal,,,Berrobi,Porcentaje,Berrobi,Valor añadido del sector manufacturo en proporción al PIB,23.1
2016,Nominal,,,Berrobi,Porcentaje,Berrobi,Valor añadido del sector manufacturo en proporción al PIB,22.1
2020,Nominal,,,Berrobi,Euro per cápita,Berrobi,Valor añadido del sector manufacturo,3422.7
2019,Nominal,,,Berrobi,Euro per cápita,Berrobi,Valor añadido del sector manufacturo,3869.5
2017,Nominal,,,Berrobi,Euro per cápita,Berrobi,Valor añadido del sector manufacturo,3054.3
2021,Nominal,,,Bidania-Goiatz,Euro per cápita,Bidania-Goiatz,Valor añadido del sector manufacturo,6905.3
2015,Nominal,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,Valor añadido del sector manufacturo en proporción al PIB,28.3
2019,Nominal,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,Valor añadido del sector manufacturo en proporción al PIB,30.8
2014,Nominal,,,Bidania-Goiatz,Euro per cápita,Bidania-Goiatz,Valor añadido del sector manufacturo,4695.4
2016,Nominal,,,Bidania-Goiatz,Euro per cápita,Bidania-Goiatz,Valor añadido del sector manufacturo,4854.2
2016,Nominal,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,Valor añadido del sector manufacturo en proporción al PIB,27.8
2017,Nominal,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,Valor añadido del sector manufacturo en proporción al PIB,32.0
2019,Nominal,,,Bidania-Goiatz,Euro per cápita,Bidania-Goiatz,Valor añadido del sector manufacturo,6000.0
2021,Nominal,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,Valor añadido del sector manufacturo en proporción al PIB,32.2
2018,Nominal,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,Valor añadido del sector manufacturo en proporción al PIB,29.5
2014,Nominal,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,Valor añadido del sector manufacturo en proporción al PIB,25.3
2015,Nominal,,,Bidania-Goiatz,Euro per cápita,Bidania-Goiatz,Valor añadido del sector manufacturo,5128.0
2018,Nominal,,,Bidania-Goiatz,Euro per cápita,Bidania-Goiatz,Valor añadido del sector manufacturo,5236.4
2020,Nominal,,,Bidania-Goiatz,Euro per cápita,Bidania-Goiatz,Valor añadido del sector manufacturo,5812.2
2017,Nominal,,,Bidania-Goiatz,Euro per cápita,Bidania-Goiatz,Valor añadido del sector manufacturo,6140.1
2020,Nominal,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,Valor añadido del sector manufacturo en proporción al PIB,33.0
2018,Nominal,,,Bilbao,Euro per cápita,Bilbao,Valor añadido del sector manufacturo,708.5
2021,Nominal,,,Bilbao,Porcentaje,Bilbao,Valor añadido del sector manufacturo en proporción al PIB,1.5
2018,Nominal,,,Bilbao,Porcentaje,Bilbao,Valor añadido del sector manufacturo en proporción al PIB,2.0
2020,Nominal,,,Bilbao,Porcentaje,Bilbao,Valor añadido del sector manufacturo en proporción al PIB,1.5
2016,Nominal,,,Bilbao,Porcentaje,Bilbao,Valor añadido del sector manufacturo en proporción al PIB,2.0
2015,Nominal,,,Bilbao,Porcentaje,Bilbao,Valor añadido del sector manufacturo en proporción al PIB,2.2
2014,Nominal,,,Bilbao,Porcentaje,Bilbao,Valor añadido del sector manufacturo en proporción al PIB,2.4
2017,Nominal,,,Bilbao,Porcentaje,Bilbao,Valor añadido del sector manufacturo en proporción al PIB,2.1
2014,Nominal,,,Bilbao,Euro per cápita,Bilbao,Valor añadido del sector manufacturo,727.6
2016,Nominal,,,Bilbao,Euro per cápita,Bilbao,Valor añadido del sector manufacturo,653.0
2020,Nominal,,,Bilbao,Euro per cápita,Bilbao,Valor añadido del sector manufacturo,497.9
2015,Nominal,,,Bilbao,Euro per cápita,Bilbao,Valor añadido del sector manufacturo,685.2
2019,Nominal,,,Bilbao,Euro per cápita,Bilbao,Valor añadido del sector manufacturo,667.1
2021,Nominal,,,Bilbao,Euro per cápita,Bilbao,Valor añadido del sector manufacturo,539.4
2019,Nominal,,,Bilbao,Porcentaje,Bilbao,Valor añadido del sector manufacturo en proporción al PIB,1.8
2017,Nominal,,,Bilbao,Euro per cápita,Bilbao,Valor añadido del sector manufacturo,725.3
2015,Nominal,,,Busturia,Porcentaje,Busturia,Valor añadido del sector manufacturo en proporción al PIB,5.4
2017,Nominal,,,Busturia,Porcentaje,Busturia,Valor añadido del sector manufacturo en proporción al PIB,6.0
2016,Nominal,,,Busturia,Porcentaje,Busturia,Valor añadido del sector manufacturo en proporción al PIB,5.0
2020,Nominal,,,Busturia,Porcentaje,Busturia,Valor añadido del sector manufacturo en proporción al PIB,6.7
2021,Nominal,,,Busturia,Porcentaje,Busturia,Valor añadido del sector manufacturo en proporción al PIB,7.5
2018,Nominal,,,Busturia,Euro per cápita,Busturia,Valor añadido del sector manufacturo,934.4
2015,Nominal,,,Busturia,Euro per cápita,Busturia,Valor añadido del sector manufacturo,836.4
2019,Nominal,,,Busturia,Euro per cápita,Busturia,Valor añadido del sector manufacturo,939.0
2021,Nominal,,,Busturia,Euro per cápita,Busturia,Valor añadido del sector manufacturo,1234.1
2014,Nominal,,,Busturia,Euro per cápita,Busturia,Valor añadido del sector manufacturo,803.8
2017,Nominal,,,Busturia,Euro per cápita,Busturia,Valor añadido del sector manufacturo,963.9
2016,Nominal,,,Busturia,Euro per cápita,Busturia,Valor añadido del sector manufacturo,822.1
2020,Nominal,,,Busturia,Euro per cápita,Busturia,Valor añadido del sector manufacturo,1089.9
2019,Nominal,,,Busturia,Porcentaje,Busturia,Valor añadido del sector manufacturo en proporción al PIB,5.3
2018,Nominal,,,Busturia,Porcentaje,Busturia,Valor añadido del sector manufacturo en proporción al PIB,5.4
2014,Nominal,,,Busturia,Porcentaje,Busturia,Valor añadido del sector manufacturo en proporción al PIB,5.2
2020,Nominal,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,Valor añadido del sector manufacturo en proporción al PIB,8.3
2021,Nominal,,,Campezo/Kanpezu,Euro per cápita,Campezo/Kanpezu,Valor añadido del sector manufacturo,2471.0
2018,Nominal,,,Campezo/Kanpezu,Euro per cápita,Campezo/Kanpezu,Valor añadido del sector manufacturo,2482.2
2016,Nominal,,,Campezo/Kanpezu,Euro per cápita,Campezo/Kanpezu,Valor añadido del sector manufacturo,2550.1
2019,Nominal,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,Valor añadido del sector manufacturo en proporción al PIB,12.9
2019,Nominal,,,Campezo/Kanpezu,Euro per cápita,Campezo/Kanpezu,Valor añadido del sector manufacturo,3239.3
2017,Nominal,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,Valor añadido del sector manufacturo en proporción al PIB,11.2
2021,Nominal,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,Valor añadido del sector manufacturo en proporción al PIB,9.5
2015,Nominal,,,Campezo/Kanpezu,Euro per cápita,Campezo/Kanpezu,Valor añadido del sector manufacturo,2189.1
2014,Nominal,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,Valor añadido del sector manufacturo en proporción al PIB,8.3
