Year,Edad,Nivel educativo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2021,10 años y más,Estudios primarios,,,Lekeitio,Porcentaje,Lekeitio,30.4
2014,10 años y más,Estudios primarios,,,Lekeitio,Porcentaje,Lekeitio,37.6
2013,10 años y más,Estudios primarios,,,Lekeitio,Porcentaje,Lekeitio,38.3
2016,10 años y más,Estudios primarios,,,Lekeitio,Porcentaje,Lekeitio,35.9
2010,10 años y más,Estudios primarios,,,Lekeitio,Porcentaje,Lekeitio,40.3
2015,10 años y más,Estudios primarios,,,Lemoa,Porcentaje,Lemoa,36.1
2019,10 años y más,Estudios primarios,,,Lemoa,Porcentaje,Lemoa,32.0
2016,10 años y más,Estudios primarios,,,Lemoa,Porcentaje,Lemoa,35.5
2021,10 años y más,Estudios primarios,,,Lemoa,Porcentaje,Lemoa,30.8
2018,10 años y más,Estudios primarios,,,Lemoa,Porcentaje,Lemoa,34.0
2020,10 años y más,Estudios primarios,,,Lemoa,Porcentaje,Lemoa,31.8
2014,10 años y más,Estudios primarios,,,Lemoa,Porcentaje,Lemoa,36.8
2013,10 años y más,Estudios primarios,,,Lemoa,Porcentaje,Lemoa,37.6
2010,10 años y más,Estudios primarios,,,Lemoa,Porcentaje,Lemoa,39.9
2016,10 años y más,Estudios primarios,,,Lemoiz,Porcentaje,Lemoiz,22.6
2019,10 años y más,Estudios primarios,,,Lemoiz,Porcentaje,Lemoiz,19.7
2020,10 años y más,Estudios primarios,,,Lemoiz,Porcentaje,Lemoiz,18.6
2021,10 años y más,Estudios primarios,,,Lemoiz,Porcentaje,Lemoiz,18.0
2014,10 años y más,Estudios primarios,,,Lemoiz,Porcentaje,Lemoiz,23.6
2010,10 años y más,Estudios primarios,,,Lemoiz,Porcentaje,Lemoiz,29.3
2015,10 años y más,Estudios primarios,,,Lemoiz,Porcentaje,Lemoiz,22.8
2018,10 años y más,Estudios primarios,,,Lemoiz,Porcentaje,Lemoiz,20.0
2013,10 años y más,Estudios primarios,,,Lemoiz,Porcentaje,Lemoiz,25.7
2020,10 años y más,Estudios primarios,,,Leza,Porcentaje,Leza,39.9
2019,10 años y más,Estudios primarios,,,Leza,Porcentaje,Leza,38.1
2018,10 años y más,Estudios primarios,,,Leza,Porcentaje,Leza,43.6
2021,10 años y más,Estudios primarios,,,Leza,Porcentaje,Leza,39.3
2015,10 años y más,Estudios primarios,,,Leza,Porcentaje,Leza,47.2
2016,10 años y más,Estudios primarios,,,Leza,Porcentaje,Leza,45.4
2010,10 años y más,Estudios primarios,,,Leza,Porcentaje,Leza,50.5
2013,10 años y más,Estudios primarios,,,Leza,Porcentaje,Leza,45.9
2014,10 años y más,Estudios primarios,,,Leza,Porcentaje,Leza,45.0
2020,10 años y más,Estudios primarios,,,Lezama,Porcentaje,Lezama,27.5
2010,10 años y más,Estudios primarios,,,Lezama,Porcentaje,Lezama,34.4
2014,10 años y más,Estudios primarios,,,Lezama,Porcentaje,Lezama,32.0
2021,10 años y más,Estudios primarios,,,Lezama,Porcentaje,Lezama,26.9
2018,10 años y más,Estudios primarios,,,Lezama,Porcentaje,Lezama,29.5
2016,10 años y más,Estudios primarios,,,Lezama,Porcentaje,Lezama,31.2
2013,10 años y más,Estudios primarios,,,Lezama,Porcentaje,Lezama,32.9
2019,10 años y más,Estudios primarios,,,Lezama,Porcentaje,Lezama,27.8
2015,10 años y más,Estudios primarios,,,Lezama,Porcentaje,Lezama,32.4
2021,10 años y más,Estudios primarios,,,Lezo,Porcentaje,Lezo,31.7
2019,10 años y más,Estudios primarios,,,Lezo,Porcentaje,Lezo,33.3
2010,10 años y más,Estudios primarios,,,Lezo,Porcentaje,Lezo,38.3
2014,10 años y más,Estudios primarios,,,Lezo,Porcentaje,Lezo,35.9
2013,10 años y más,Estudios primarios,,,Lezo,Porcentaje,Lezo,37.0
2020,10 años y más,Estudios primarios,,,Lezo,Porcentaje,Lezo,32.6
2015,10 años y más,Estudios primarios,,,Lezo,Porcentaje,Lezo,35.5
2018,10 años y más,Estudios primarios,,,Lezo,Porcentaje,Lezo,33.8
2016,10 años y más,Estudios primarios,,,Lezo,Porcentaje,Lezo,35.1
2010,10 años y más,Estudios primarios,,,Lizartza,Porcentaje,Lizartza,57.4
2015,10 años y más,Estudios primarios,,,Lizartza,Porcentaje,Lizartza,54.0
2014,10 años y más,Estudios primarios,,,Lizartza,Porcentaje,Lizartza,55.1
2019,10 años y más,Estudios primarios,,,Lizartza,Porcentaje,Lizartza,50.0
2013,10 años y más,Estudios primarios,,,Lizartza,Porcentaje,Lizartza,55.7
2016,10 años y más,Estudios primarios,,,Lizartza,Porcentaje,Lizartza,53.7
2018,10 años y más,Estudios primarios,,,Lizartza,Porcentaje,Lizartza,50.9
2021,10 años y más,Estudios primarios,,,Lizartza,Porcentaje,Lizartza,47.5
2020,10 años y más,Estudios primarios,,,Lizartza,Porcentaje,Lizartza,48.0
2019,10 años y más,Estudios primarios,,,Loiu,Porcentaje,Loiu,23.3
2021,10 años y más,Estudios primarios,,,Loiu,Porcentaje,Loiu,21.9
2016,10 años y más,Estudios primarios,,,Loiu,Porcentaje,Loiu,24.8
2018,10 años y más,Estudios primarios,,,Loiu,Porcentaje,Loiu,22.8
2020,10 años y más,Estudios primarios,,,Loiu,Porcentaje,Loiu,23.4
2010,10 años y más,Estudios primarios,,,Loiu,Porcentaje,Loiu,31.2
2015,10 años y más,Estudios primarios,,,Loiu,Porcentaje,Loiu,25.3
2014,10 años y más,Estudios primarios,,,Loiu,Porcentaje,Loiu,27.2
2013,10 años y más,Estudios primarios,,,Loiu,Porcentaje,Loiu,28.7
2020,10 años y más,Estudios primarios,,,Mallabia,Porcentaje,Mallabia,41.3
2014,10 años y más,Estudios primarios,,,Mallabia,Porcentaje,Mallabia,44.9
2013,10 años y más,Estudios primarios,,,Mallabia,Porcentaje,Mallabia,45.2
2019,10 años y más,Estudios primarios,,,Mallabia,Porcentaje,Mallabia,42.9
2015,10 años y más,Estudios primarios,,,Mallabia,Porcentaje,Mallabia,45.4
2016,10 años y más,Estudios primarios,,,Mallabia,Porcentaje,Mallabia,45.2
2018,10 años y más,Estudios primarios,,,Mallabia,Porcentaje,Mallabia,43.0
2010,10 años y más,Estudios primarios,,,Mallabia,Porcentaje,Mallabia,47.4
2021,10 años y más,Estudios primarios,,,Mallabia,Porcentaje,Mallabia,40.0
2018,10 años y más,Estudios primarios,,,Mañaria,Porcentaje,Mañaria,36.6
2013,10 años y más,Estudios primarios,,,Mañaria,Porcentaje,Mañaria,44.7
2016,10 años y más,Estudios primarios,,,Mañaria,Porcentaje,Mañaria,39.1
2015,10 años y más,Estudios primarios,,,Mañaria,Porcentaje,Mañaria,39.0
2021,10 años y más,Estudios primarios,,,Mañaria,Porcentaje,Mañaria,32.6
2020,10 años y más,Estudios primarios,,,Mañaria,Porcentaje,Mañaria,35.3
2014,10 años y más,Estudios primarios,,,Mañaria,Porcentaje,Mañaria,41.2
2010,10 años y más,Estudios primarios,,,Mañaria,Porcentaje,Mañaria,48.6
2019,10 años y más,Estudios primarios,,,Mañaria,Porcentaje,Mañaria,34.6
2016,10 años y más,Estudios primarios,,,Markina-Xemein,Porcentaje,Markina-Xemein,38.9
2015,10 años y más,Estudios primarios,,,Markina-Xemein,Porcentaje,Markina-Xemein,40.1
2018,10 años y más,Estudios primarios,,,Markina-Xemein,Porcentaje,Markina-Xemein,36.6
2021,10 años y más,Estudios primarios,,,Markina-Xemein,Porcentaje,Markina-Xemein,33.4
2019,10 años y más,Estudios primarios,,,Markina-Xemein,Porcentaje,Markina-Xemein,35.2
2014,10 años y más,Estudios primarios,,,Markina-Xemein,Porcentaje,Markina-Xemein,40.8
2013,10 años y más,Estudios primarios,,,Markina-Xemein,Porcentaje,Markina-Xemein,41.2
2010,10 años y más,Estudios primarios,,,Markina-Xemein,Porcentaje,Markina-Xemein,45.0
2020,10 años y más,Estudios primarios,,,Markina-Xemein,Porcentaje,Markina-Xemein,34.5
2020,10 años y más,Estudios primarios,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,19.0
2019,10 años y más,Estudios primarios,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,19.3
2015,10 años y más,Estudios primarios,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,23.2
2018,10 años y más,Estudios primarios,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,19.0
2021,10 años y más,Estudios primarios,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,18.3
2010,10 años y más,Estudios primarios,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,25.4
2013,10 años y más,Estudios primarios,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,23.5
2016,10 años y más,Estudios primarios,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,22.7
2014,10 años y más,Estudios primarios,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,24.2
2015,10 años y más,Estudios primarios,,,Mendaro,Porcentaje,Mendaro,36.6
2018,10 años y más,Estudios primarios,,,Mendaro,Porcentaje,Mendaro,36.0
2021,10 años y más,Estudios primarios,,,Mendaro,Porcentaje,Mendaro,31.2
2019,10 años y más,Estudios primarios,,,Mendaro,Porcentaje,Mendaro,34.7
2014,10 años y más,Estudios primarios,,,Mendaro,Porcentaje,Mendaro,37.9
2013,10 años y más,Estudios primarios,,,Mendaro,Porcentaje,Mendaro,38.2
2016,10 años y más,Estudios primarios,,,Mendaro,Porcentaje,Mendaro,36.1
2020,10 años y más,Estudios primarios,,,Mendaro,Porcentaje,Mendaro,33.2
2010,10 años y más,Estudios primarios,,,Mendaro,Porcentaje,Mendaro,39.4
2010,10 años y más,Estudios primarios,,,Mendata,Porcentaje,Mendata,37.4
2015,10 años y más,Estudios primarios,,,Mendata,Porcentaje,Mendata,33.4
2020,10 años y más,Estudios primarios,,,Mendata,Porcentaje,Mendata,28.4
2018,10 años y más,Estudios primarios,,,Mendata,Porcentaje,Mendata,30.9
2019,10 años y más,Estudios primarios,,,Mendata,Porcentaje,Mendata,28.9
2016,10 años y más,Estudios primarios,,,Mendata,Porcentaje,Mendata,33.2
2021,10 años y más,Estudios primarios,,,Mendata,Porcentaje,Mendata,26.3
2014,10 años y más,Estudios primarios,,,Mendata,Porcentaje,Mendata,35.0
2013,10 años y más,Estudios primarios,,,Mendata,Porcentaje,Mendata,35.1
2021,10 años y más,Estudios primarios,,,Mendexa,Porcentaje,Mendexa,26.3
2015,10 años y más,Estudios primarios,,,Mendexa,Porcentaje,Mendexa,30.9
2020,10 años y más,Estudios primarios,,,Mendexa,Porcentaje,Mendexa,25.3
2010,10 años y más,Estudios primarios,,,Mendexa,Porcentaje,Mendexa,35.6
2014,10 años y más,Estudios primarios,,,Mendexa,Porcentaje,Mendexa,32.4
2013,10 años y más,Estudios primarios,,,Mendexa,Porcentaje,Mendexa,33.1
2018,10 años y más,Estudios primarios,,,Mendexa,Porcentaje,Mendexa,29.5
2016,10 años y más,Estudios primarios,,,Mendexa,Porcentaje,Mendexa,29.7
2019,10 años y más,Estudios primarios,,,Mendexa,Porcentaje,Mendexa,27.7
2016,10 años y más,Estudios primarios,,,Meñaka,Porcentaje,Meñaka,33.2
2021,10 años y más,Estudios primarios,,,Meñaka,Porcentaje,Meñaka,29.6
2010,10 años y más,Estudios primarios,,,Meñaka,Porcentaje,Meñaka,38.3
2014,10 años y más,Estudios primarios,,,Meñaka,Porcentaje,Meñaka,34.8
2015,10 años y más,Estudios primarios,,,Meñaka,Porcentaje,Meñaka,34.8
2018,10 años y más,Estudios primarios,,,Meñaka,Porcentaje,Meñaka,32.2
2019,10 años y más,Estudios primarios,,,Meñaka,Porcentaje,Meñaka,33.7
2020,10 años y más,Estudios primarios,,,Meñaka,Porcentaje,Meñaka,30.5
2013,10 años y más,Estudios primarios,,,Meñaka,Porcentaje,Meñaka,35.0
2015,10 años y más,Estudios primarios,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,39.8
2016,10 años y más,Estudios primarios,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,40.9
2014,10 años y más,Estudios primarios,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,42.6
2021,10 años y más,Estudios primarios,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,33.2
2019,10 años y más,Estudios primarios,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,34.2
2013,10 años y más,Estudios primarios,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,41.4
2018,10 años y más,Estudios primarios,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,36.3
2010,10 años y más,Estudios primarios,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,49.8
2020,10 años y más,Estudios primarios,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,31.3
2021,10 años y más,Estudios primarios,,,Morga,Porcentaje,Morga,28.8
2015,10 años y más,Estudios primarios,,,Morga,Porcentaje,Morga,35.6
2013,10 años y más,Estudios primarios,,,Morga,Porcentaje,Morga,38.0
2016,10 años y más,Estudios primarios,,,Morga,Porcentaje,Morga,34.4
2020,10 años y más,Estudios primarios,,,Morga,Porcentaje,Morga,29.9
2014,10 años y más,Estudios primarios,,,Morga,Porcentaje,Morga,37.2
2010,10 años y más,Estudios primarios,,,Morga,Porcentaje,Morga,38.3
2019,10 años y más,Estudios primarios,,,Morga,Porcentaje,Morga,31.2
2018,10 años y más,Estudios primarios,,,Morga,Porcentaje,Morga,33.0
2020,10 años y más,Estudios primarios,,,Mundaka,Porcentaje,Mundaka,25.6
2019,10 años y más,Estudios primarios,,,Mundaka,Porcentaje,Mundaka,26.2
2015,10 años y más,Estudios primarios,,,Mundaka,Porcentaje,Mundaka,28.3
2010,10 años y más,Estudios primarios,,,Mundaka,Porcentaje,Mundaka,30.6
2013,10 años y más,Estudios primarios,,,Mundaka,Porcentaje,Mundaka,29.3
2021,10 años y más,Estudios primarios,,,Mundaka,Porcentaje,Mundaka,24.4
2018,10 años y más,Estudios primarios,,,Mundaka,Porcentaje,Mundaka,26.8
2014,10 años y más,Estudios primarios,,,Mundaka,Porcentaje,Mundaka,28.9
2016,10 años y más,Estudios primarios,,,Mundaka,Porcentaje,Mundaka,27.9
2015,10 años y más,Estudios primarios,,,Mungia,Porcentaje,Mungia,29.0
2019,10 años y más,Estudios primarios,,,Mungia,Porcentaje,Mungia,26.1
2020,10 años y más,Estudios primarios,,,Mungia,Porcentaje,Mungia,25.6
2018,10 años y más,Estudios primarios,,,Mungia,Porcentaje,Mungia,27.0
2021,10 años y más,Estudios primarios,,,Mungia,Porcentaje,Mungia,25.0
2014,10 años y más,Estudios primarios,,,Mungia,Porcentaje,Mungia,29.4
2010,10 años y más,Estudios primarios,,,Mungia,Porcentaje,Mungia,32.2
2013,10 años y más,Estudios primarios,,,Mungia,Porcentaje,Mungia,30.3
2016,10 años y más,Estudios primarios,,,Mungia,Porcentaje,Mungia,28.7
2014,10 años y más,Estudios primarios,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,41.4
2021,10 años y más,Estudios primarios,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,36.1
2018,10 años y más,Estudios primarios,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,37.3
2019,10 años y más,Estudios primarios,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,35.7
2013,10 años y más,Estudios primarios,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,40.8
2020,10 años y más,Estudios primarios,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,37.2
2010,10 años y más,Estudios primarios,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,40.9
2015,10 años y más,Estudios primarios,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,40.6
2016,10 años y más,Estudios primarios,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,40.1
2013,10 años y más,Estudios primarios,,,Murueta,Porcentaje,Murueta,25.7
2021,10 años y más,Estudios primarios,,,Murueta,Porcentaje,Murueta,21.3
2015,10 años y más,Estudios primarios,,,Murueta,Porcentaje,Murueta,22.5
2020,10 años y más,Estudios primarios,,,Murueta,Porcentaje,Murueta,21.9
2014,10 años y más,Estudios primarios,,,Murueta,Porcentaje,Murueta,25.7
2016,10 años y más,Estudios primarios,,,Murueta,Porcentaje,Murueta,21.9
2010,10 años y más,Estudios primarios,,,Murueta,Porcentaje,Murueta,28.2
2019,10 años y más,Estudios primarios,,,Murueta,Porcentaje,Murueta,20.9
2018,10 años y más,Estudios primarios,,,Murueta,Porcentaje,Murueta,20.7
2016,10 años y más,Estudios primarios,,,Muskiz,Porcentaje,Muskiz,34.4
2010,10 años y más,Estudios primarios,,,Muskiz,Porcentaje,Muskiz,37.4
2020,10 años y más,Estudios primarios,,,Muskiz,Porcentaje,Muskiz,31.1
2013,10 años y más,Estudios primarios,,,Muskiz,Porcentaje,Muskiz,35.9
2015,10 años y más,Estudios primarios,,,Muskiz,Porcentaje,Muskiz,34.6
2018,10 años y más,Estudios primarios,,,Muskiz,Porcentaje,Muskiz,33.0
2021,10 años y más,Estudios primarios,,,Muskiz,Porcentaje,Muskiz,30.1
2019,10 años y más,Estudios primarios,,,Muskiz,Porcentaje,Muskiz,31.4
2014,10 años y más,Estudios primarios,,,Muskiz,Porcentaje,Muskiz,35.3
2020,10 años y más,Estudios primarios,,,Mutiloa,Porcentaje,Mutiloa,34.2
2018,10 años y más,Estudios primarios,,,Mutiloa,Porcentaje,Mutiloa,36.7
2016,10 años y más,Estudios primarios,,,Mutiloa,Porcentaje,Mutiloa,38.9
2014,10 años y más,Estudios primarios,,,Mutiloa,Porcentaje,Mutiloa,39.5
2021,10 años y más,Estudios primarios,,,Mutiloa,Porcentaje,Mutiloa,31.0
2019,10 años y más,Estudios primarios,,,Mutiloa,Porcentaje,Mutiloa,36.8
2013,10 años y más,Estudios primarios,,,Mutiloa,Porcentaje,Mutiloa,44.1
2015,10 años y más,Estudios primarios,,,Mutiloa,Porcentaje,Mutiloa,37.4
2010,10 años y más,Estudios primarios,,,Mutiloa,Porcentaje,Mutiloa,51.2
2014,10 años y más,Estudios primarios,,,Mutriku,Porcentaje,Mutriku,42.3
2021,10 años y más,Estudios primarios,,,Mutriku,Porcentaje,Mutriku,35.7
2020,10 años y más,Estudios primarios,,,Mutriku,Porcentaje,Mutriku,36.9
2018,10 años y más,Estudios primarios,,,Mutriku,Porcentaje,Mutriku,39.4
2016,10 años y más,Estudios primarios,,,Mutriku,Porcentaje,Mutriku,40.9
2015,10 años y más,Estudios primarios,,,Mutriku,Porcentaje,Mutriku,42.1
2019,10 años y más,Estudios primarios,,,Mutriku,Porcentaje,Mutriku,37.8
2013,10 años y más,Estudios primarios,,,Mutriku,Porcentaje,Mutriku,42.9
2010,10 años y más,Estudios primarios,,,Mutriku,Porcentaje,Mutriku,45.2
2021,10 años y más,Estudios primarios,,,Muxika,Porcentaje,Muxika,29.3
2019,10 años y más,Estudios primarios,,,Muxika,Porcentaje,Muxika,31.9
2014,10 años y más,Estudios primarios,,,Muxika,Porcentaje,Muxika,38.6
2018,10 años y más,Estudios primarios,,,Muxika,Porcentaje,Muxika,34.3
2010,10 años y más,Estudios primarios,,,Muxika,Porcentaje,Muxika,42.7
2016,10 años y más,Estudios primarios,,,Muxika,Porcentaje,Muxika,36.4
2013,10 años y más,Estudios primarios,,,Muxika,Porcentaje,Muxika,38.8
2015,10 años y más,Estudios primarios,,,Muxika,Porcentaje,Muxika,38.1
2020,10 años y más,Estudios primarios,,,Muxika,Porcentaje,Muxika,29.8
2010,10 años y más,Estudios primarios,,,Nabarniz,Porcentaje,Nabarniz,44.1
2013,10 años y más,Estudios primarios,,,Nabarniz,Porcentaje,Nabarniz,35.8
2014,10 años y más,Estudios primarios,,,Nabarniz,Porcentaje,Nabarniz,36.3
2021,10 años y más,Estudios primarios,,,Nabarniz,Porcentaje,Nabarniz,29.1
2019,10 años y más,Estudios primarios,,,Nabarniz,Porcentaje,Nabarniz,27.3
2015,10 años y más,Estudios primarios,,,Nabarniz,Porcentaje,Nabarniz,38.1
2018,10 años y más,Estudios primarios,,,Nabarniz,Porcentaje,Nabarniz,30.1
2020,10 años y más,Estudios primarios,,,Nabarniz,Porcentaje,Nabarniz,29.6
2016,10 años y más,Estudios primarios,,,Nabarniz,Porcentaje,Nabarniz,33.5
2010,10 años y más,Estudios primarios,,,Navaridas,Porcentaje,Navaridas,55.1
2015,10 años y más,Estudios primarios,,,Navaridas,Porcentaje,Navaridas,49.4
2014,10 años y más,Estudios primarios,,,Navaridas,Porcentaje,Navaridas,53.7
2018,10 años y más,Estudios primarios,,,Navaridas,Porcentaje,Navaridas,45.4
2020,10 años y más,Estudios primarios,,,Navaridas,Porcentaje,Navaridas,40.2
2021,10 años y más,Estudios primarios,,,Navaridas,Porcentaje,Navaridas,38.5
2019,10 años y más,Estudios primarios,,,Navaridas,Porcentaje,Navaridas,42.2
2013,10 años y más,Estudios primarios,,,Navaridas,Porcentaje,Navaridas,53.2
2016,10 años y más,Estudios primarios,,,Navaridas,Porcentaje,Navaridas,47.2
2020,10 años y más,Estudios primarios,,,Oiartzun,Porcentaje,Oiartzun,30.7
2015,10 años y más,Estudios primarios,,,Oiartzun,Porcentaje,Oiartzun,35.1
2013,10 años y más,Estudios primarios,,,Oiartzun,Porcentaje,Oiartzun,35.6
2010,10 años y más,Estudios primarios,,,Oiartzun,Porcentaje,Oiartzun,37.4
2021,10 años y más,Estudios primarios,,,Oiartzun,Porcentaje,Oiartzun,29.7
2014,10 años y más,Estudios primarios,,,Oiartzun,Porcentaje,Oiartzun,35.4
2019,10 años y más,Estudios primarios,,,Oiartzun,Porcentaje,Oiartzun,31.3
2016,10 años y más,Estudios primarios,,,Oiartzun,Porcentaje,Oiartzun,34.0
2018,10 años y más,Estudios primarios,,,Oiartzun,Porcentaje,Oiartzun,32.5
2015,10 años y más,Estudios primarios,,,Okondo,Porcentaje,Okondo,35.7
2021,10 años y más,Estudios primarios,,,Okondo,Porcentaje,Okondo,31.2
2020,10 años y más,Estudios primarios,,,Okondo,Porcentaje,Okondo,32.5
2010,10 años y más,Estudios primarios,,,Okondo,Porcentaje,Okondo,39.6
2016,10 años y más,Estudios primarios,,,Okondo,Porcentaje,Okondo,35.9
