Year,Series,Tipo de valor,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Barrundia,Euro per cápita,Barrundia,903.8
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Barrundia,Porcentaje,Barrundia,2.6
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Barrundia,Porcentaje,Barrundia,5.8
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Basauri,Porcentaje,Basauri,16.9
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Basauri,Porcentaje,Basauri,19.6
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Basauri,Porcentaje,Basauri,19.0
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Basauri,Porcentaje,Basauri,19.8
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Basauri,Euro per cápita,Basauri,6513.0
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Basauri,Euro per cápita,Basauri,5061.9
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Basauri,Euro per cápita,Basauri,5099.4
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Basauri,Euro per cápita,Basauri,4809.3
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Basauri,Euro per cápita,Basauri,6206.7
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Basauri,Euro per cápita,Basauri,6084.1
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Basauri,Porcentaje,Basauri,18.5
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Basauri,Porcentaje,Basauri,17.9
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Basauri,Porcentaje,Basauri,18.9
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Basauri,Euro per cápita,Basauri,5368.7
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Basauri,Euro per cápita,Basauri,5621.7
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Basauri,Porcentaje,Basauri,20.6
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Beasain,Porcentaje,Beasain,56.5
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Beasain,Porcentaje,Beasain,53.1
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Beasain,Porcentaje,Beasain,52.2
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Beasain,Euro per cápita,Beasain,37125.6
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Beasain,Porcentaje,Beasain,53.0
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Beasain,Euro per cápita,Beasain,35957.3
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Beasain,Euro per cápita,Beasain,24038.4
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Beasain,Porcentaje,Beasain,58.2
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Beasain,Euro per cápita,Beasain,29404.1
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Beasain,Euro per cápita,Beasain,36131.1
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Beasain,Porcentaje,Beasain,58.9
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Beasain,Porcentaje,Beasain,57.7
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Beasain,Euro per cápita,Beasain,33875.5
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Beasain,Euro per cápita,Beasain,22879.9
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Beasain,Porcentaje,Beasain,57.2
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Beasain,Euro per cápita,Beasain,24080.6
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bedia,Porcentaje,Bedia,39.5
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Bedia,Euro per cápita,Bedia,15290.0
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Bedia,Euro per cápita,Bedia,19225.4
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Bedia,Euro per cápita,Bedia,20794.1
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Bedia,Euro per cápita,Bedia,19126.8
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Bedia,Euro per cápita,Bedia,18475.4
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bedia,Porcentaje,Bedia,35.1
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bedia,Porcentaje,Bedia,45.6
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Bedia,Euro per cápita,Bedia,17889.2
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bedia,Porcentaje,Bedia,44.2
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bedia,Porcentaje,Bedia,40.7
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Bedia,Euro per cápita,Bedia,21282.6
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bedia,Porcentaje,Bedia,42.6
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bedia,Porcentaje,Bedia,39.1
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Bedia,Euro per cápita,Bedia,18783.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bedia,Porcentaje,Bedia,40.9
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Beizama,Porcentaje,Beizama,8.9
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Beizama,Euro per cápita,Beizama,2133.9
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Beizama,Porcentaje,Beizama,9.6
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Beizama,Euro per cápita,Beizama,1928.3
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Beizama,Porcentaje,Beizama,7.1
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Beizama,Euro per cápita,Beizama,1349.0
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Beizama,Euro per cápita,Beizama,4380.2
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Beizama,Euro per cápita,Beizama,1298.8
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Beizama,Euro per cápita,Beizama,2491.8
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Beizama,Porcentaje,Beizama,10.9
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Beizama,Porcentaje,Beizama,19.2
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Beizama,Porcentaje,Beizama,9.9
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Beizama,Euro per cápita,Beizama,3834.8
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Beizama,Porcentaje,Beizama,15.1
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Beizama,Euro per cápita,Beizama,2177.4
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Beizama,Porcentaje,Beizama,6.4
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Belauntza,Euro per cápita,Belauntza,64197.7
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Belauntza,Euro per cápita,Belauntza,58893.1
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Belauntza,Porcentaje,Belauntza,63.9
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Belauntza,Euro per cápita,Belauntza,51288.2
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Belauntza,Euro per cápita,Belauntza,54978.6
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Belauntza,Porcentaje,Belauntza,62.2
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Belauntza,Porcentaje,Belauntza,63.3
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Belauntza,Euro per cápita,Belauntza,48627.5
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Belauntza,Euro per cápita,Belauntza,58042.4
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Belauntza,Porcentaje,Belauntza,62.2
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Belauntza,Porcentaje,Belauntza,55.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Belauntza,Porcentaje,Belauntza,65.6
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Belauntza,Euro per cápita,Belauntza,59275.0
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Belauntza,Porcentaje,Belauntza,63.4
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Belauntza,Porcentaje,Belauntza,64.8
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Belauntza,Euro per cápita,Belauntza,34470.1
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Berango,Euro per cápita,Berango,2743.1
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berango,Porcentaje,Berango,19.8
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berango,Porcentaje,Berango,16.0
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Berango,Euro per cápita,Berango,2636.2
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Berango,Euro per cápita,Berango,3628.3
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Berango,Euro per cápita,Berango,3193.1
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berango,Porcentaje,Berango,14.5
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Berango,Euro per cápita,Berango,3050.7
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Berango,Euro per cápita,Berango,3840.0
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berango,Porcentaje,Berango,11.6
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Berango,Euro per cápita,Berango,3857.6
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berango,Porcentaje,Berango,23.8
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berango,Porcentaje,Berango,19.9
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berango,Porcentaje,Berango,19.9
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berango,Porcentaje,Berango,14.7
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Berango,Euro per cápita,Berango,4338.7
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Berantevilla,Euro per cápita,Berantevilla,122415.4
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Berantevilla,Euro per cápita,Berantevilla,106684.5
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berantevilla,Porcentaje,Berantevilla,64.2
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Berantevilla,Euro per cápita,Berantevilla,97015.7
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berantevilla,Porcentaje,Berantevilla,67.3
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berantevilla,Porcentaje,Berantevilla,67.5
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Berantevilla,Euro per cápita,Berantevilla,91182.8
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Berantevilla,Euro per cápita,Berantevilla,102959.5
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berantevilla,Porcentaje,Berantevilla,64.3
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berantevilla,Porcentaje,Berantevilla,65.5
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Berantevilla,Euro per cápita,Berantevilla,90691.2
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berantevilla,Porcentaje,Berantevilla,70.3
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Berantevilla,Euro per cápita,Berantevilla,111061.3
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berantevilla,Porcentaje,Berantevilla,66.3
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Berantevilla,Euro per cápita,Berantevilla,80740.2
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berantevilla,Porcentaje,Berantevilla,64.3
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berastegi,Porcentaje,Berastegi,55.5
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Berastegi,Euro per cápita,Berastegi,17789.7
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berastegi,Porcentaje,Berastegi,54.5
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Berastegi,Euro per cápita,Berastegi,17566.5
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berastegi,Porcentaje,Berastegi,55.1
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Berastegi,Euro per cápita,Berastegi,14604.3
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Berastegi,Euro per cápita,Berastegi,17017.7
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berastegi,Porcentaje,Berastegi,47.5
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berastegi,Porcentaje,Berastegi,51.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berastegi,Porcentaje,Berastegi,54.1
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berastegi,Porcentaje,Berastegi,49.9
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Berastegi,Euro per cápita,Berastegi,15084.4
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Berastegi,Euro per cápita,Berastegi,16774.0
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Berastegi,Porcentaje,Berastegi,49.1
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Berastegi,Euro per cápita,Berastegi,16151.6
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Berastegi,Euro per cápita,Berastegi,13806.1
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bergara,Porcentaje,Bergara,40.9
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Bergara,Euro per cápita,Bergara,14141.2
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Bergara,Euro per cápita,Bergara,13111.8
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bergara,Porcentaje,Bergara,39.3
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bergara,Porcentaje,Bergara,41.1
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bergara,Porcentaje,Bergara,43.4
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Bergara,Euro per cápita,Bergara,16282.1
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Bergara,Euro per cápita,Bergara,11199.1
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Bergara,Euro per cápita,Bergara,14270.2
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Bergara,Euro per cápita,Bergara,12307.6
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Bergara,Euro per cápita,Bergara,12629.2
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bergara,Porcentaje,Bergara,39.6
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bergara,Porcentaje,Bergara,38.3
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bergara,Porcentaje,Bergara,36.9
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Bergara,Euro per cápita,Bergara,11663.7
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bergara,Porcentaje,Bergara,41.0
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bermeo,Porcentaje,Bermeo,10.3
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bermeo,Porcentaje,Bermeo,8.5
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Bermeo,Euro per cápita,Bermeo,2557.3
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Bermeo,Euro per cápita,Bermeo,2191.8
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bermeo,Porcentaje,Bermeo,8.6
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bermeo,Porcentaje,Bermeo,7.2
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bermeo,Porcentaje,Bermeo,9.2
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Bermeo,Euro per cápita,Bermeo,2529.0
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Bermeo,Euro per cápita,Bermeo,2427.6
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Bermeo,Euro per cápita,Bermeo,2485.5
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Bermeo,Euro per cápita,Bermeo,2253.9
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bermeo,Porcentaje,Bermeo,9.7
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bermeo,Porcentaje,Bermeo,8.8
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bermeo,Porcentaje,Bermeo,9.1
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Bermeo,Euro per cápita,Bermeo,2574.3
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Bermeo,Euro per cápita,Bermeo,2820.2
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bernedo,Porcentaje,Bernedo,19.0
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Bernedo,Euro per cápita,Bernedo,18942.9
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bernedo,Porcentaje,Bernedo,23.9
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bernedo,Porcentaje,Bernedo,22.5
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bernedo,Porcentaje,Bernedo,17.8
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Bernedo,Porcentaje,Bernedo,20.1
