Year,Series,Actividad económica,Forma de medir el empleo,Sexo,Territorio histórico,Units,Value
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arama,Porcentaje,61.4
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumaia,Porcentaje,44.6
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arama,Porcentaje,66.2
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Olaberria,Porcentaje,56.6
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Aulesti,Porcentaje,14.2
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Artziniega,Porcentaje,30.0
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Moreda de Álava/Moreda Araba,Porcentaje,25.3
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumarraga,Porcentaje,14.3
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Antzuola,Porcentaje,61.6
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumarraga,Porcentaje,20.3
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Antzuola,Porcentaje,63.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Muskiz,Porcentaje,39.5
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Abaltzisketa,Porcentaje,2.2
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Artziniega,Porcentaje,27.7
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zarautz,Porcentaje,16.9
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Antzuola,Porcentaje,60.8
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zarautz,Porcentaje,16.6
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Antzuola,Porcentaje,63.8
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Aulesti,Porcentaje,11.0
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Abaltzisketa,Porcentaje,0.4
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Baños de Ebro/Mañueta,Porcentaje,32.3
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Otxandio,Porcentaje,42.4
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bernedo,Porcentaje,26.0
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibia,Porcentaje,33.3
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Anoeta,Porcentaje,37.3
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibia,Porcentaje,30.9
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ziortza-Bolibar,Porcentaje,5.1
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Tolosaldea,Porcentaje,35.7
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Aduna,Porcentaje,49.3
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ziortza-Bolibar,Porcentaje,4.3
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arratzu,Porcentaje,0.0
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Orozko,Porcentaje,29.3
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urretxu,Porcentaje,21.6
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Orexa,Porcentaje,19.1
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zierbena,Porcentaje,35.0
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ordizia,Porcentaje,18.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alonsotegi,Porcentaje,47.2
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zierbena,Porcentaje,19.8
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alonsotegi,Porcentaje,54.6
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bidasoa Beherea / Bajo Bidasoa,Porcentaje,14.5
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ordizia,Porcentaje,23.3
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Artziniega,Porcentaje,27.8
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ajangiz,Porcentaje,85.5
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Villabona,Porcentaje,18.7
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arraia-Maeztu,Porcentaje,10.9
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Plentzia,Porcentaje,1.4
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Villabona,Porcentaje,18.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Orio,Porcentaje,3.2
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Portugalete,Porcentaje,4.2
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ondarroa,Porcentaje,8.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Orexa,Porcentaje,23.7
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Villabona,Porcentaje,17.6
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arratzu,Porcentaje,0.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Nabarniz,Porcentaje,5.5
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bernedo,Porcentaje,26.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bidasoa Beherea / Bajo Bidasoa,Porcentaje,14.0
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Murueta,Porcentaje,39.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Errigoiti,Porcentaje,5.7
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bergara,Porcentaje,42.6
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Valle de Trápaga-Trapagaran,Porcentaje,26.8
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Andoain,Porcentaje,31.6
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Artziniega,Porcentaje,31.2
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urnieta,Porcentaje,26.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Forua,Porcentaje,20.7
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laudio/Llodio,Porcentaje,33.5
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Usurbil,Porcentaje,32.3
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Oiartzun,Porcentaje,19.7
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Berantevilla,Porcentaje,79.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lezama,Porcentaje,35.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Oiartzun,Porcentaje,20.2
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zamudio,Porcentaje,40.6
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sondika,Porcentaje,32.4
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laudio/Llodio,Porcentaje,34.2
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urnieta,Porcentaje,24.1
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Loiu,Porcentaje,24.1
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Loiu,Porcentaje,22.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Albiztur,Porcentaje,46.6
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Amezketa,Porcentaje,48.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urnieta,Porcentaje,23.9
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Loiu,Porcentaje,24.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Santurtzi,Porcentaje,5.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urnieta,Porcentaje,23.4
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Balmaseda,Porcentaje,15.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sondika,Porcentaje,33.8
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laudio/Llodio,Porcentaje,33.8
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urnieta,Porcentaje,24.5
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Usurbil,Porcentaje,31.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Aizarnazabal,Porcentaje,53.4
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sondika,Porcentaje,34.1
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zamudio,Porcentaje,41.0
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Usurbil,Porcentaje,32.2
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Forua,Porcentaje,21.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zamudio,Porcentaje,40.5
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Valle de Trápaga-Trapagaran,Porcentaje,25.5
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Kortezubi,Porcentaje,1.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Kortezubi,Porcentaje,0.6
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ormaiztegi,Porcentaje,75.9
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Andoain,Porcentaje,31.1
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Kortezubi,Porcentaje,0.0
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Murueta,Porcentaje,39.1
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Usurbil,Porcentaje,33.6
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bergara,Porcentaje,41.8
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lantarón,Porcentaje,75.6
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Nabarniz,Porcentaje,5.7
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sondika,Porcentaje,32.8
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Nabarniz,Porcentaje,5.4
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Nabarniz,Porcentaje,5.6
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Iurreta,Porcentaje,43.3
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Plentzia,Porcentaje,1.5
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Aduna,Porcentaje,49.3
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sukarrieta,Porcentaje,0.0
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ajangiz,Porcentaje,84.3
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Iurreta,Porcentaje,42.1
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sukarrieta,Porcentaje,0.0
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bidasoa Beherea / Bajo Bidasoa,Porcentaje,14.2
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alonsotegi,Porcentaje,47.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Nabarniz,Porcentaje,5.6
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bidasoa Beherea / Bajo Bidasoa,Porcentaje,14.7
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Villabona,Porcentaje,15.5
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Orozko,Porcentaje,26.2
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Barrundia,Porcentaje,10.5
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arraia-Maeztu,Porcentaje,13.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arratzu,Porcentaje,0.0
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arratzu,Porcentaje,0.0
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urretxu,Porcentaje,26.1
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urduña/Orduña,Porcentaje,11.8
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Tolosaldea,Porcentaje,35.2
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ziortza-Bolibar,Porcentaje,3.3
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Tolosaldea,Porcentaje,35.4
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibia,Porcentaje,33.7
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arraia-Maeztu,Porcentaje,13.8
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibia,Porcentaje,34.5
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Moreda de Álava/Moreda Araba,Porcentaje,27.6
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibia,Porcentaje,34.6
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mungia,Porcentaje,33.3
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Tolosaldea,Porcentaje,35.6
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Otxandio,Porcentaje,44.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Antzuola,Porcentaje,65.7
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Moreda de Álava/Moreda Araba,Porcentaje,25.0
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zarautz,Porcentaje,17.3
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Antzuola,Porcentaje,61.6
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zarautz,Porcentaje,17.1
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Oñati,Porcentaje,59.5
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Otxandio,Porcentaje,37.4
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Moreda de Álava/Moreda Araba,Porcentaje,30.4
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Antzuola,Porcentaje,64.1
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Oñati,Porcentaje,59.6
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumarraga,Porcentaje,13.1
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Muskiz,Porcentaje,42.2
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumarraga,Porcentaje,12.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Olaberria,Porcentaje,56.2
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Aulesti,Porcentaje,14.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Aulesti,Porcentaje,13.3
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arama,Porcentaje,4.3
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Aulesti,Porcentaje,12.4
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumaia,Porcentaje,42.6
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arama,Porcentaje,44.8
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumaia,Porcentaje,43.4
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Plentzia-Mungia,Porcentaje,21.8
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lantarón,Porcentaje,74.4
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Plentzia-Mungia,Porcentaje,22.6
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mendaro,Porcentaje,46.8
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Plentzia-Mungia,Porcentaje,21.5
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mendaro,Porcentaje,47.8
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arama,Porcentaje,60.7
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mungia,Porcentaje,34.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Morga,Porcentaje,18.5
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Aretxabaleta,Porcentaje,50.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mundaka,Porcentaje,14.2
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mutiloa,Porcentaje,1.5
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lantarón,Porcentaje,71.5
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lasarte-Oria,Porcentaje,21.5
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Aretxabaleta,Porcentaje,50.0
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lasarte-Oria,Porcentaje,19.7
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Muxika,Porcentaje,37.2
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Artziniega,Porcentaje,27.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Muxika,Porcentaje,36.3
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Astigarraga,Porcentaje,20.3
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Baños de Ebro/Mañueta,Porcentaje,32.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Astigarraga,Porcentaje,21.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arabako Errioxa / Rioja Alavesa,Porcentaje,40.4
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Muxika,Porcentaje,35.2
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ugao-Miraballes,Porcentaje,23.0
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Morga,Porcentaje,22.7
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arabako Errioxa / Rioja Alavesa,Porcentaje,42.0
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Asteasu,Porcentaje,60.7
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Iruña Oka/Iruña de Oca,Porcentaje,28.8
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Baliarrain,Porcentaje,0.0
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Asteasu,Porcentaje,59.2
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Asteasu,Porcentaje,60.9
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arrasate/Mondragón,Porcentaje,23.2
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Asteasu,Porcentaje,57.5
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Baños de Ebro/Mañueta,Porcentaje,35.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Orendain,Porcentaje,14.1
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arrasate/Mondragón,Porcentaje,26.8
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Orendain,Porcentaje,10.7
