Year,Tipo de violencia,Territorio,Units,Value
2020,Violencia intrafamiliar,Arrigorriaga,Por 10.000,18.0
2019,Violencia intrafamiliar,Arrigorriaga,Por 10.000,22.7
2018,Violencia intrafamiliar,Arrigorriaga,Por 10.000,6.5
2019,Violencia intrafamiliar,Bidania-Goiatz,Por 10.000,0.0
2020,Violencia intrafamiliar,Bidania-Goiatz,Por 10.000,0.0
2019,Violencia intrafamiliar,Arrieta,Por 10.000,0.0
2018,Violencia intrafamiliar,Baños de Ebro/Mañueta,Por 10.000,0.0
2019,Violencia intrafamiliar,Gorbeialdea / Estribaciones del Gorbea,Por 10.000,2.4
2018,Violencia intrafamiliar,Arrieta,Por 10.000,0.0
2020,Violencia intrafamiliar,Arrieta,Por 10.000,0.0
2018,Violencia intrafamiliar,Berrobi,Por 10.000,0.0
2018,Violencia intrafamiliar,Arratia Nerbioi / Arratia-Nervión,Por 10.000,6.7
2018,Violencia intrafamiliar,Gorbeialdea / Estribaciones del Gorbea,Por 10.000,2.4
2020,Violencia intrafamiliar,Berrobi,Por 10.000,0.0
2021,Violencia intrafamiliar,Arratia Nerbioi / Arratia-Nervión,Por 10.000,5.8
2020,Violencia intrafamiliar,Gorbeialdea / Estribaciones del Gorbea,Por 10.000,9.3
2020,Violencia intrafamiliar,Arratia Nerbioi / Arratia-Nervión,Por 10.000,7.5
2019,Violencia intrafamiliar,Arratia Nerbioi / Arratia-Nervión,Por 10.000,15.9
2019,Violencia intrafamiliar,Berrobi,Por 10.000,34.0
2018,Violencia intrafamiliar,Añana,Por 10.000,0.0
2020,Violencia intrafamiliar,Arrankudiaga-Zollo,Por 10.000,0.0
2018,Violencia intrafamiliar,Arrankudiaga-Zollo,Por 10.000,0.0
2019,Violencia intrafamiliar,Arrankudiaga-Zollo,Por 10.000,0.0
2018,Violencia intrafamiliar,Berastegi,Por 10.000,0.0
2020,Violencia intrafamiliar,Artzentales,Por 10.000,29.4
2019,Violencia intrafamiliar,Artzentales,Por 10.000,30.0
2019,Violencia intrafamiliar,Berastegi,Por 10.000,19.2
2018,Violencia intrafamiliar,Artzentales,Por 10.000,30.5
2018,Violencia intrafamiliar,Ayala/Aiara,Por 10.000,0.0
2020,Violencia intrafamiliar,Elciego,Por 10.000,39.3
2020,Violencia intrafamiliar,Berastegi,Por 10.000,0.0
2019,Violencia intrafamiliar,Añana,Por 10.000,0.0
2020,Violencia intrafamiliar,Munitibar-Arbatzegi Gerrikaitz,Por 10.000,135.1
2019,Violencia intrafamiliar,Munitibar-Arbatzegi Gerrikaitz,Por 10.000,0.0
2018,Violencia intrafamiliar,Munitibar-Arbatzegi Gerrikaitz,Por 10.000,50.0
2020,Violencia intrafamiliar,Añana,Por 10.000,0.0
2019,Violencia intrafamiliar,Belauntza,Por 10.000,0.0
2019,Violencia intrafamiliar,Ayala/Aiara,Por 10.000,0.0
2020,Violencia intrafamiliar,Belauntza,Por 10.000,0.0
2019,Violencia intrafamiliar,Arantzazu,Por 10.000,0.0
2018,Violencia intrafamiliar,Arantzazu,Por 10.000,0.0
2020,Violencia intrafamiliar,Arantzazu,Por 10.000,49.5
2019,Violencia intrafamiliar,Ribera Baja/Erriberabeitia,Por 10.000,0.0
2018,Violencia intrafamiliar,Belauntza,Por 10.000,0.0
2020,Violencia intrafamiliar,Arakaldo,Por 10.000,0.0
2019,Violencia intrafamiliar,Arakaldo,Por 10.000,0.0
2018,Violencia intrafamiliar,Arakaldo,Por 10.000,0.0
2019,Violencia intrafamiliar,Elburgo/Burgelu,Por 10.000,0.0
2020,Violencia intrafamiliar,Beizama,Por 10.000,0.0
2020,Violencia intrafamiliar,Amoroto,Por 10.000,0.0
2019,Violencia intrafamiliar,Amoroto,Por 10.000,0.0
2019,Violencia intrafamiliar,Beizama,Por 10.000,0.0
2018,Violencia intrafamiliar,Amoroto,Por 10.000,48.1
2020,Violencia intrafamiliar,Elburgo/Burgelu,Por 10.000,0.0
2018,Violencia intrafamiliar,Ribera Baja/Erriberabeitia,Por 10.000,0.0
2018,Violencia intrafamiliar,Beizama,Por 10.000,0.0
2020,Violencia intrafamiliar,Artziniega,Por 10.000,0.0
2020,Violencia intrafamiliar,Ribera Baja/Erriberabeitia,Por 10.000,13.5
2020,Violencia intrafamiliar,Amorebieta-Etxano,Por 10.000,8.2
2019,Violencia intrafamiliar,Amorebieta-Etxano,Por 10.000,7.2
2018,Violencia intrafamiliar,Amorebieta-Etxano,Por 10.000,8.3
2019,Violencia intrafamiliar,Abanto y Ciérvana-Abanto Zierbena,Por 10.000,35.6
2018,Violencia intrafamiliar,Abanto y Ciérvana-Abanto Zierbena,Por 10.000,18.8
2020,Violencia intrafamiliar,Debabarrena / Bajo Deba,Por 10.000,10.4
2020,Violencia intrafamiliar,Abanto y Ciérvana-Abanto Zierbena,Por 10.000,14.8
2021,Violencia intrafamiliar,Debabarrena / Bajo Deba,Por 10.000,10.7
2019,Violencia intrafamiliar,Debabarrena / Bajo Deba,Por 10.000,9.1
2020,Violencia intrafamiliar,Abadiño,Por 10.000,2.6
2018,Violencia intrafamiliar,Abadiño,Por 10.000,0.0
2018,Violencia intrafamiliar,Debabarrena / Bajo Deba,Por 10.000,8.6
2019,Violencia intrafamiliar,Abadiño,Por 10.000,5.2
2020,Violencia intrafamiliar,Beasain,Por 10.000,2.9
2019,Violencia intrafamiliar,Erriberagoitia/Ribera Alta,Por 10.000,0.0
2018,Violencia intrafamiliar,Elburgo/Burgelu,Por 10.000,0.0
2018,Violencia intrafamiliar,Beasain,Por 10.000,5.8
2018,Violencia intrafamiliar,Kuartango,Por 10.000,65.4
2018,Violencia intrafamiliar,Erriberagoitia/Ribera Alta,Por 10.000,0.0
2018,Violencia intrafamiliar,,Por 10.000,8.9
2019,Violencia intrafamiliar,Kuartango,Por 10.000,0.0
2019,Violencia intrafamiliar,Beasain,Por 10.000,4.4
2020,Violencia intrafamiliar,Erriberagoitia/Ribera Alta,Por 10.000,26.2
2020,Violencia intrafamiliar,Azpeitia,Por 10.000,5.3
2019,Violencia intrafamiliar,Azpeitia,Por 10.000,5.3
2019,Violencia intrafamiliar,Peñacerrada-Urizaharra,Por 10.000,0.0
2018,Violencia intrafamiliar,Peñacerrada-Urizaharra,Por 10.000,0.0
2018,Violencia intrafamiliar,Azpeitia,Por 10.000,5.3
2020,Violencia intrafamiliar,Gaztelu,Por 10.000,122.0
2019,Violencia intrafamiliar,Gaztelu,Por 10.000,519.5
2018,Violencia intrafamiliar,Gaztelu,Por 10.000,138.9
2020,Violencia intrafamiliar,Peñacerrada-Urizaharra,Por 10.000,0.0
2019,Violencia intrafamiliar,Azkoitia,Por 10.000,6.8
2020,Violencia intrafamiliar,Altzaga,Por 10.000,0.0
2020,Violencia intrafamiliar,Ayala/Aiara,Por 10.000,0.0
2019,Violencia intrafamiliar,Altzaga,Por 10.000,0.0
2018,Violencia intrafamiliar,Altzaga,Por 10.000,0.0
2018,Violencia intrafamiliar,Azkoitia,Por 10.000,0.0
2020,Violencia intrafamiliar,Azkoitia,Por 10.000,5.1
2019,Violencia intrafamiliar,Orendain,Por 10.000,0.0
2018,Violencia intrafamiliar,Orendain,Por 10.000,0.0
2020,Violencia intrafamiliar,Orendain,Por 10.000,0.0
2019,Violencia intrafamiliar,Aia,Por 10.000,10.5
2020,Violencia intrafamiliar,Aia,Por 10.000,0.0
2020,Violencia intrafamiliar,Baliarrain,Por 10.000,0.0
2020,Violencia intrafamiliar,Urnieta,Por 10.000,13.0
2018,Violencia intrafamiliar,Artziniega,Por 10.000,20.7
2021,Violencia intrafamiliar,Añana (comarca),Por 10.000,7.0
2020,Violencia intrafamiliar,Kuartango,Por 10.000,0.0
2018,Violencia intrafamiliar,Baliarrain,Por 10.000,0.0
2019,Violencia intrafamiliar,Baliarrain,Por 10.000,0.0
2018,Violencia intrafamiliar,Aia,Por 10.000,10.8
2018,Violencia intrafamiliar,Oyón-Oion,Por 10.000,5.8
2020,Violencia intrafamiliar,Astigarraga,Por 10.000,2.8
2020,Violencia intrafamiliar,Oyón-Oion,Por 10.000,0.0
2019,Violencia intrafamiliar,Astigarraga,Por 10.000,5.9
2018,Violencia intrafamiliar,Astigarraga,Por 10.000,6.2
2020,Violencia intrafamiliar,Ataun,Por 10.000,0.0
2019,Violencia intrafamiliar,Ataun,Por 10.000,0.0
2018,Violencia intrafamiliar,Ataun,Por 10.000,0.0
2020,Violencia intrafamiliar,Lasarte-Oria,Por 10.000,3.0
2019,Violencia intrafamiliar,Lasarte-Oria,Por 10.000,3.1
2018,Violencia intrafamiliar,Arabako Lautada / Llanada Alavesa,Por 10.000,9.5
2019,Violencia intrafamiliar,Oyón-Oion,Por 10.000,5.7
2018,Violencia intrafamiliar,Lasarte-Oria,Por 10.000,4.1
2019,Violencia intrafamiliar,Artziniega,Por 10.000,10.4
2020,Violencia intrafamiliar,Arabako Lautada / Llanada Alavesa,Por 10.000,9.6
2019,Violencia intrafamiliar,Mendaro,Por 10.000,0.0
2018,Violencia intrafamiliar,Mendaro,Por 10.000,9.4
2020,Violencia intrafamiliar,Mendaro,Por 10.000,51.0
2019,Violencia intrafamiliar,Asteasu,Por 10.000,0.0
2020,Violencia intrafamiliar,Asteasu,Por 10.000,54.1
2021,Violencia intrafamiliar,Arabako Lautada / Llanada Alavesa,Por 10.000,9.2
2020,Violencia intrafamiliar,Zumaia,Por 10.000,15.9
2018,Violencia intrafamiliar,Zumaia,Por 10.000,2.0
2019,Violencia intrafamiliar,Añana (comarca),Por 10.000,3.5
2019,Violencia intrafamiliar,Zumaia,Por 10.000,2.0
2018,Violencia intrafamiliar,Asteasu,Por 10.000,0.0
2020,Violencia intrafamiliar,Zumarraga,Por 10.000,9.1
2019,Violencia intrafamiliar,Zumarraga,Por 10.000,4.5
2020,Violencia intrafamiliar,Aretxabaleta,Por 10.000,2.8
2018,Violencia intrafamiliar,Zumarraga,Por 10.000,6.7
2018,Violencia intrafamiliar,Aretxabaleta,Por 10.000,17.1
2019,Violencia intrafamiliar,Alegría-Dulantzi,Por 10.000,19.7
2020,Violencia intrafamiliar,Zarautz,Por 10.000,1.7
2019,Violencia intrafamiliar,Okondo,Por 10.000,194.7
2019,Violencia intrafamiliar,Zarautz,Por 10.000,0.8
2018,Violencia intrafamiliar,Zarautz,Por 10.000,5.0
2019,Violencia intrafamiliar,Aretxabaleta,Por 10.000,0.0
2020,Violencia intrafamiliar,Okondo,Por 10.000,126.6
2020,Violencia intrafamiliar,Zaldibia,Por 10.000,0.0
2019,Violencia intrafamiliar,Zaldibia,Por 10.000,0.0
2018,Violencia intrafamiliar,Okondo,Por 10.000,69.9
2018,Violencia intrafamiliar,Zaldibia,Por 10.000,0.0
2020,Violencia intrafamiliar,Urretxu,Por 10.000,3.0
2020,Violencia intrafamiliar,Arama,Por 10.000,0.0
2018,Violencia intrafamiliar,Urretxu,Por 10.000,14.7
2019,Violencia intrafamiliar,Arama,Por 10.000,93.5
2019,Violencia intrafamiliar,Urretxu,Por 10.000,20.6
2020,Violencia intrafamiliar,Navaridas,Por 10.000,102.0
2018,Violencia intrafamiliar,Arama,Por 10.000,0.0
2020,Violencia intrafamiliar,Ordizia,Por 10.000,15.8
2019,Violencia intrafamiliar,Ordizia,Por 10.000,7.9
2018,Violencia intrafamiliar,Ordizia,Por 10.000,7.9
2018,Violencia intrafamiliar,Añana (comarca),Por 10.000,7.2
2018,Violencia intrafamiliar,Navaridas,Por 10.000,0.0
2020,Violencia intrafamiliar,Antzuola,Por 10.000,0.0
2020,Violencia intrafamiliar,Villabona,Por 10.000,3.4
2019,Violencia intrafamiliar,Villabona,Por 10.000,0.0
2018,Violencia intrafamiliar,Villabona,Por 10.000,10.1
2019,Violencia intrafamiliar,Arabako Lautada / Llanada Alavesa,Por 10.000,8.4
2019,Violencia intrafamiliar,Antzuola,Por 10.000,9.2
2018,Violencia intrafamiliar,Antzuola,Por 10.000,0.0
2019,Violencia intrafamiliar,Bergara,Por 10.000,4.0
2019,Violencia intrafamiliar,Navaridas,Por 10.000,0.0
2018,Violencia intrafamiliar,Bergara,Por 10.000,4.0
2020,Violencia intrafamiliar,Bergara,Por 10.000,9.5
2018,Violencia intrafamiliar,Usurbil,Por 10.000,3.2
2020,Violencia intrafamiliar,Arabako Errioxa / Rioja Alavesa,Por 10.000,7.1
2020,Violencia intrafamiliar,Usurbil,Por 10.000,22.8
2019,Violencia intrafamiliar,Anoeta,Por 10.000,0.0
2019,Violencia intrafamiliar,Usurbil,Por 10.000,0.0
2018,Violencia intrafamiliar,Anoeta,Por 10.000,0.0
2020,Violencia intrafamiliar,Anoeta,Por 10.000,0.0
2020,Violencia intrafamiliar,Ziortza-Bolibar,Por 10.000,0.0
2019,Violencia intrafamiliar,Ziortza-Bolibar,Por 10.000,99.0
2019,Violencia intrafamiliar,Urnieta,Por 10.000,12.9
2018,Violencia intrafamiliar,Ziortza-Bolibar,Por 10.000,0.0
2018,Violencia intrafamiliar,Urnieta,Por 10.000,16.1
2019,Violencia intrafamiliar,Arratzu,Por 10.000,0.0
2018,Violencia intrafamiliar,Arratzu,Por 10.000,0.0
2020,Violencia intrafamiliar,Kripan,Por 10.000,0.0
2018,Violencia intrafamiliar,Arabako Errioxa / Rioja Alavesa,Por 10.000,10.7
2018,Violencia intrafamiliar,Bidasoa Beherea / Bajo Bidasoa,Por 10.000,14.8
2019,Violencia intrafamiliar,Tolosa,Por 10.000,6.0
2019,Violencia intrafamiliar,Zierbena,Por 10.000,0.0
2018,Violencia intrafamiliar,Zierbena,Por 10.000,42.2
2020,Violencia intrafamiliar,Bidasoa Beherea / Bajo Bidasoa,Por 10.000,12.2
2020,Violencia intrafamiliar,Zierbena,Por 10.000,0.0
2020,Violencia intrafamiliar,Tolosa,Por 10.000,12.8
2018,Violencia intrafamiliar,Tolosa,Por 10.000,8.0
2020,Violencia intrafamiliar,Alonsotegi,Por 10.000,0.0
2018,Violencia intrafamiliar,Alonsotegi,Por 10.000,20.2
2021,Violencia intrafamiliar,Arabako Errioxa / Rioja Alavesa,Por 10.000,21.2
2021,Violencia intrafamiliar,Bidasoa Beherea / Bajo Bidasoa,Por 10.000,12.9
2019,Violencia intrafamiliar,Alonsotegi,Por 10.000,6.7
2020,Violencia intrafamiliar,Ajangiz,Por 10.000,0.0
2018,Violencia intrafamiliar,Ajangiz,Por 10.000,0.0
2018,Violencia intrafamiliar,Segura,Por 10.000,0.0
2019,Violencia intrafamiliar,Bidasoa Beherea / Bajo Bidasoa,Por 10.000,16.7
2020,Violencia intrafamiliar,Segura,Por 10.000,0.0
2020,Violencia intrafamiliar,Iurreta,Por 10.000,0.0
2019,Violencia intrafamiliar,Arabako Errioxa / Rioja Alavesa,Por 10.000,7.1
2019,Violencia intrafamiliar,Iurreta,Por 10.000,10.6
2018,Violencia intrafamiliar,Iurreta,Por 10.000,0.0
2020,Violencia intrafamiliar,Añana (comarca),Por 10.000,10.5
2019,Violencia intrafamiliar,Nabarniz,Por 10.000,0.0
2018,Violencia intrafamiliar,Nabarniz,Por 10.000,0.0
2020,Violencia intrafamiliar,Nabarniz,Por 10.000,0.0
2021,Violencia intrafamiliar,Urola Kosta,Por 10.000,4.7
2020,Violencia intrafamiliar,Andoain,Por 10.000,4.0
2020,Violencia intrafamiliar,Urola Kosta,Por 10.000,4.4
2018,Violencia intrafamiliar,Murueta,Por 10.000,0.0
2019,Violencia intrafamiliar,Andoain,Por 10.000,10.7
2018,Violencia intrafamiliar,Urola Kosta,Por 10.000,5.5
2018,Violencia intrafamiliar,Kripan,Por 10.000,0.0
2019,Violencia intrafamiliar,Murueta,Por 10.000,0.0
2020,Violencia intrafamiliar,Kortezubi,Por 10.000,0.0
2019,Violencia intrafamiliar,Kortezubi,Por 10.000,0.0
2018,Violencia intrafamiliar,Andoain,Por 10.000,9.3
2018,Violencia intrafamiliar,Kortezubi,Por 10.000,0.0
2020,Violencia intrafamiliar,Donostia / San Sebastián,Por 10.000,10.8
2019,Violencia intrafamiliar,Forua,Por 10.000,21.6
2019,Violencia intrafamiliar,Donostia / San Sebastián,Por 10.000,7.9
2018,Violencia intrafamiliar,Forua,Por 10.000,0.0
2018,Violencia intrafamiliar,Donostia / San Sebastián,Por 10.000,9.3
2019,Violencia intrafamiliar,Leintz-Gatzaga,Por 10.000,0.0
2020,Violencia intrafamiliar,Zamudio,Por 10.000,31.0
2018,Violencia intrafamiliar,Moreda de Álava/Moreda Araba,Por 10.000,0.0
2019,Violencia intrafamiliar,Zamudio,Por 10.000,12.2
2018,Violencia intrafamiliar,Zamudio,Por 10.000,0.0
2020,Violencia intrafamiliar,Leintz-Gatzaga,Por 10.000,0.0
2020,Violencia intrafamiliar,Sondika,Por 10.000,4.3
2018,Violencia intrafamiliar,Leintz-Gatzaga,Por 10.000,0.0
2018,Violencia intrafamiliar,Sondika,Por 10.000,17.0
2019,Violencia intrafamiliar,Sondika,Por 10.000,8.5
2019,Violencia intrafamiliar,Amezketa,Por 10.000,0.0
2019,Violencia intrafamiliar,Loiu,Por 10.000,9.0
2018,Violencia intrafamiliar,Amezketa,Por 10.000,0.0
2018,Violencia intrafamiliar,Loiu,Por 10.000,0.0
2020,Violencia intrafamiliar,Alegría-Dulantzi,Por 10.000,6.5
2020,Violencia intrafamiliar,Errenteria,Por 10.000,15.2
2019,Violencia intrafamiliar,Kripan,Por 10.000,0.0
2019,Violencia intrafamiliar,Moreda de Álava/Moreda Araba,Por 10.000,0.0
2020,Violencia intrafamiliar,Amezketa,Por 10.000,0.0
2019,Violencia intrafamiliar,Errenteria,Por 10.000,13.7
2020,Violencia intrafamiliar,Erandio,Por 10.000,16.1
2019,Violencia intrafamiliar,Erandio,Por 10.000,12.0
2018,Violencia intrafamiliar,Errenteria,Por 10.000,8.8
2018,Violencia intrafamiliar,Erandio,Por 10.000,9.5
2018,Violencia intrafamiliar,Altzo,Por 10.000,0.0
2019,Violencia intrafamiliar,Errezil,Por 10.000,0.0
2018,Violencia intrafamiliar,Derio,Por 10.000,20.8
2020,Violencia intrafamiliar,Derio,Por 10.000,11.1
2019,Violencia intrafamiliar,Altzo,Por 10.000,0.0
2020,Violencia intrafamiliar,Zaratamo,Por 10.000,11.9
2019,Violencia intrafamiliar,Zaratamo,Por 10.000,47.4
2018,Violencia intrafamiliar,Errezil,Por 10.000,0.0
2018,Violencia intrafamiliar,Zaratamo,Por 10.000,11.9
2020,Violencia intrafamiliar,Errezil,Por 10.000,0.0
2018,Violencia intrafamiliar,Zigoitia,Por 10.000,0.0
2020,Violencia intrafamiliar,Zalla,Por 10.000,2.4
2019,Violencia intrafamiliar,Zalla,Por 10.000,18.7
2018,Violencia intrafamiliar,Zalla,Por 10.000,9.3
2018,Violencia intrafamiliar,Arraia-Maeztu,Por 10.000,62.1
2020,Violencia intrafamiliar,Altzo,Por 10.000,0.0
2020,Violencia intrafamiliar,Soraluze-Placencia de las Armas,Por 10.000,21.3
2018,Violencia intrafamiliar,Soraluze-Placencia de las Armas,Por 10.000,5.1
2019,Violencia intrafamiliar,Zaldibar,Por 10.000,19.8
2019,Violencia intrafamiliar,Soraluze-Placencia de las Armas,Por 10.000,5.2
2018,Violencia intrafamiliar,Zaldibar,Por 10.000,6.6
2019,Violencia intrafamiliar,Igorre,Por 10.000,27.8
2019,Violencia intrafamiliar,Alkiza,Por 10.000,0.0
2018,Violencia intrafamiliar,Igorre,Por 10.000,0.0
2020,Violencia intrafamiliar,Arraia-Maeztu,Por 10.000,0.0
2020,Violencia intrafamiliar,Igorre,Por 10.000,18.7
2020,Violencia intrafamiliar,Pasaia,Por 10.000,11.6
2020,Violencia intrafamiliar,Areatza,Por 10.000,15.4
2019,Violencia intrafamiliar,Pasaia,Por 10.000,5.8
2018,Violencia intrafamiliar,Areatza,Por 10.000,47.9
2018,Violencia intrafamiliar,Pasaia,Por 10.000,15.0
2019,Violencia intrafamiliar,Areatza,Por 10.000,0.0
2020,Violencia intrafamiliar,Bedia,Por 10.000,0.0
2019,Violencia intrafamiliar,Bedia,Por 10.000,0.0
2018,Violencia intrafamiliar,Bedia,Por 10.000,17.7
2020,Violencia intrafamiliar,Alkiza,Por 10.000,0.0
2020,Violencia intrafamiliar,Atxondo,Por 10.000,0.0
2018,Violencia intrafamiliar,Atxondo,Por 10.000,14.2
2018,Violencia intrafamiliar,Oiartzun,Por 10.000,1.9
2020,Violencia intrafamiliar,Alegia,Por 10.000,11.6
2019,Violencia intrafamiliar,Oiartzun,Por 10.000,5.7
2019,Violencia intrafamiliar,Balmaseda,Por 10.000,7.5
2019,Violencia intrafamiliar,Asparrena,Por 10.000,0.0
2018,Violencia intrafamiliar,Balmaseda,Por 10.000,10.2
2020,Violencia intrafamiliar,Balmaseda,Por 10.000,15.0
2019,Violencia intrafamiliar,Ormaiztegi,Por 10.000,0.0
2018,Violencia intrafamiliar,Ormaiztegi,Por 10.000,0.0
2018,Violencia intrafamiliar,Urduliz,Por 10.000,13.9
2018,Violencia intrafamiliar,Alegia,Por 10.000,0.0
2020,Violencia intrafamiliar,Ormaiztegi,Por 10.000,0.0
2019,Violencia intrafamiliar,Urduliz,Por 10.000,25.5
2019,Violencia intrafamiliar,Alegia,Por 10.000,23.0
2020,Violencia intrafamiliar,Ubide,Por 10.000,0.0
2019,Violencia intrafamiliar,Ubide,Por 10.000,0.0
2018,Violencia intrafamiliar,Ubide,Por 10.000,0.0
2020,Violencia intrafamiliar,Trucios-Turtzioz,Por 10.000,0.0
2019,Violencia intrafamiliar,Laudio/Llodio,Por 10.000,10.7
2019,Violencia intrafamiliar,Trucios-Turtzioz,Por 10.000,0.0
2018,Violencia intrafamiliar,Trucios-Turtzioz,Por 10.000,0.0
2018,Violencia intrafamiliar,Alegría-Dulantzi,Por 10.000,19.8
2020,Violencia intrafamiliar,Orio,Por 10.000,0.0
2020,Violencia intrafamiliar,Albiztur,Por 10.000,0.0
2018,Violencia intrafamiliar,Orio,Por 10.000,16.5
2019,Violencia intrafamiliar,Orio,Por 10.000,13.1
2019,Violencia intrafamiliar,Sopuerta,Por 10.000,7.7
2018,Violencia intrafamiliar,Orexa,Por 10.000,0.0
2018,Violencia intrafamiliar,Sopuerta,Por 10.000,0.0
2020,Violencia intrafamiliar,Sopela,Por 10.000,11.8
2020,Violencia intrafamiliar,Orexa,Por 10.000,0.0
2018,Violencia intrafamiliar,Sopela,Por 10.000,12.1
2020,Violencia intrafamiliar,Laudio/Llodio,Por 10.000,10.8
2019,Violencia intrafamiliar,Albiztur,Por 10.000,0.0
2019,Violencia intrafamiliar,Orexa,Por 10.000,0.0
2019,Violencia intrafamiliar,Sopela,Por 10.000,6.0
2019,Violencia intrafamiliar,Sestao,Por 10.000,22.7
2018,Violencia intrafamiliar,Laudio/Llodio,Por 10.000,6.4
2018,Violencia intrafamiliar,Albiztur,Por 10.000,0.0
2018,Violencia intrafamiliar,Sestao,Por 10.000,14.1
2019,Violencia intrafamiliar,Tolosaldea,Por 10.000,6.0
2020,Violencia intrafamiliar,Zigoitia,Por 10.000,0.0
2020,Violencia intrafamiliar,Ortuella,Por 10.000,13.9
2019,Violencia intrafamiliar,Ortuella,Por 10.000,18.7
2018,Violencia intrafamiliar,Ortuella,Por 10.000,18.6
2021,Violencia intrafamiliar,Tolosaldea,Por 10.000,13.3
2020,Violencia intrafamiliar,Tolosaldea,Por 10.000,10.1
2018,Violencia intrafamiliar,Tolosaldea,Por 10.000,5.3
2019,Violencia intrafamiliar,Aizarnazabal,Por 10.000,0.0
2019,Violencia intrafamiliar,Santurtzi,Por 10.000,9.7
2018,Violencia intrafamiliar,Santurtzi,Por 10.000,9.2
2020,Violencia intrafamiliar,Santurtzi,Por 10.000,19.8
2020,Violencia intrafamiliar,Lezama,Por 10.000,0.0
2020,Violencia intrafamiliar,Aizarnazabal,Por 10.000,0.0
2018,Violencia intrafamiliar,Oñati,Por 10.000,8.6
2019,Violencia intrafamiliar,Lezama,Por 10.000,0.0
2018,Violencia intrafamiliar,Lezama,Por 10.000,0.0
2020,Violencia intrafamiliar,Oñati,Por 10.000,1.7
2019,Violencia intrafamiliar,Oñati,Por 10.000,10.3
2019,Violencia intrafamiliar,Campezo/Kanpezu,Por 10.000,0.0
2019,Violencia intrafamiliar,Leza,Por 10.000,180.2
2020,Violencia intrafamiliar,Valle de Trápaga-Trapagaran,Por 10.000,6.5
2019,Violencia intrafamiliar,Valle de Trápaga-Trapagaran,Por 10.000,6.5
2018,Violencia intrafamiliar,Valle de Trápaga-Trapagaran,Por 10.000,9.7
2018,Violencia intrafamiliar,Aizarnazabal,Por 10.000,0.0
2018,Violencia intrafamiliar,Olaberria,Por 10.000,0.0
2020,Violencia intrafamiliar,Olaberria,Por 10.000,22.1
2020,Violencia intrafamiliar,Errigoiti,Por 10.000,0.0
2019,Violencia intrafamiliar,Errigoiti,Por 10.000,0.0
2019,Violencia intrafamiliar,Olaberria,Por 10.000,0.0
2018,Violencia intrafamiliar,Errigoiti,Por 10.000,0.0
2019,Violencia intrafamiliar,Portugalete,Por 10.000,11.3
2018,Violencia intrafamiliar,Portugalete,Por 10.000,7.5
2018,Violencia intrafamiliar,Leza,Por 10.000,0.0
2020,Violencia intrafamiliar,Aduna,Por 10.000,0.0
2020,Violencia intrafamiliar,Portugalete,Por 10.000,8.4
2020,Violencia intrafamiliar,Sestao,Por 10.000,10.7
2018,Violencia intrafamiliar,Mutiloa,Por 10.000,0.0
2020,Violencia intrafamiliar,Plentzia,Por 10.000,0.0
2018,Violencia intrafamiliar,Asparrena,Por 10.000,0.0
2020,Violencia intrafamiliar,Campezo/Kanpezu,Por 10.000,19.2
2018,Violencia intrafamiliar,Plentzia,Por 10.000,17.8
2019,Violencia intrafamiliar,Plentzia,Por 10.000,4.4
2020,Violencia intrafamiliar,Mutiloa,Por 10.000,0.0
2019,Violencia intrafamiliar,Aduna,Por 10.000,0.0
2019,Violencia intrafamiliar,Mutiloa,Por 10.000,0.0
2020,Violencia intrafamiliar,Sukarrieta,Por 10.000,0.0
2019,Violencia intrafamiliar,Sukarrieta,Por 10.000,0.0
2018,Violencia intrafamiliar,Sukarrieta,Por 10.000,59.9
2018,Violencia intrafamiliar,Aduna,Por 10.000,0.0
2020,Violencia intrafamiliar,Orozko,Por 10.000,0.0
2018,Violencia intrafamiliar,Abaltzisketa,Por 10.000,0.0
2019,Violencia intrafamiliar,Orozko,Por 10.000,29.5
2018,Violencia intrafamiliar,Orozko,Por 10.000,22.6
2020,Violencia intrafamiliar,Mutriku,Por 10.000,7.6
2019,Violencia intrafamiliar,Mutriku,Por 10.000,26.5
2018,Violencia intrafamiliar,Mutriku,Por 10.000,15.2
2019,Violencia intrafamiliar,Urduña/Orduña,Por 10.000,5.0
2018,Violencia intrafamiliar,Urduña/Orduña,Por 10.000,5.0
2020,Violencia intrafamiliar,Urduña/Orduña,Por 10.000,0.0
2020,Violencia intrafamiliar,Sopuerta,Por 10.000,0.0
2020,Violencia intrafamiliar,Ondarroa,Por 10.000,7.2
2018,Violencia intrafamiliar,Ondarroa,Por 10.000,11.8
2020,Violencia intrafamiliar,Leza,Por 10.000,0.0
2018,Violencia intrafamiliar,Arrasate/Mondragón,Por 10.000,7.1
2019,Violencia intrafamiliar,Ondarroa,Por 10.000,16.5
2020,Violencia intrafamiliar,Abaltzisketa,Por 10.000,0.0
2020,Violencia intrafamiliar,Arrasate/Mondragón,Por 10.000,16.3
2020,Violencia intrafamiliar,Lapuebla de Labarca,Por 10.000,0.0
2019,Violencia intrafamiliar,Arrasate/Mondragón,Por 10.000,9.9
2020,Violencia intrafamiliar,Otxandio,Por 10.000,15.3
2019,Violencia intrafamiliar,Otxandio,Por 10.000,0.0
2018,Violencia intrafamiliar,Otxandio,Por 10.000,0.0
