Year,Province,County,Municipality,Unidad,GeoCode,Value
2019,,,Eskoriatza,"Per 1,000 people",Eskoriatza,0.0
2020,,,Eskoriatza,"Per 1,000 people",Eskoriatza,0.0
2021,,,Eskoriatza,"Per 1,000 people",Eskoriatza,0.0
2022,,,Eskoriatza,"Per 1,000 people",Eskoriatza,0.0
2010,,,Ezkio-Itsaso,"Per 1,000 people",Ezkio-Itsaso,0.0
2011,,,Ezkio-Itsaso,"Per 1,000 people",Ezkio-Itsaso,0.0
2012,,,Ezkio-Itsaso,"Per 1,000 people",Ezkio-Itsaso,0.0
2013,,,Ezkio-Itsaso,"Per 1,000 people",Ezkio-Itsaso,0.0
2014,,,Ezkio-Itsaso,"Per 1,000 people",Ezkio-Itsaso,0.0
2015,,,Ezkio-Itsaso,"Per 1,000 people",Ezkio-Itsaso,0.0
2016,,,Ezkio-Itsaso,"Per 1,000 people",Ezkio-Itsaso,0.0
2017,,,Ezkio-Itsaso,"Per 1,000 people",Ezkio-Itsaso,0.0
2018,,,Ezkio-Itsaso,"Per 1,000 people",Ezkio-Itsaso,0.0
2019,,,Ezkio-Itsaso,"Per 1,000 people",Ezkio-Itsaso,0.0
2020,,,Ezkio-Itsaso,"Per 1,000 people",Ezkio-Itsaso,0.0
2021,,,Ezkio-Itsaso,"Per 1,000 people",Ezkio-Itsaso,0.0
2022,,,Ezkio-Itsaso,"Per 1,000 people",Ezkio-Itsaso,0.0
2010,,,Hondarribia,"Per 1,000 people",Hondarribia,0.0
2011,,,Hondarribia,"Per 1,000 people",Hondarribia,0.0
2012,,,Hondarribia,"Per 1,000 people",Hondarribia,1.5
2013,,,Hondarribia,"Per 1,000 people",Hondarribia,1.5
2014,,,Hondarribia,"Per 1,000 people",Hondarribia,3.4
2015,,,Hondarribia,"Per 1,000 people",Hondarribia,3.4
2016,,,Hondarribia,"Per 1,000 people",Hondarribia,3.4
2017,,,Hondarribia,"Per 1,000 people",Hondarribia,1.9
2018,,,Hondarribia,"Per 1,000 people",Hondarribia,3.8
2019,,,Hondarribia,"Per 1,000 people",Hondarribia,1.9
2020,,,Hondarribia,"Per 1,000 people",Hondarribia,1.9
2021,,,Hondarribia,"Per 1,000 people",Hondarribia,1.9
2022,,,Hondarribia,"Per 1,000 people",Hondarribia,1.9
2010,,,Gaintza,"Per 1,000 people",Gaintza,0.0
2011,,,Gaintza,"Per 1,000 people",Gaintza,0.0
2012,,,Gaintza,"Per 1,000 people",Gaintza,0.0
2013,,,Gaintza,"Per 1,000 people",Gaintza,0.0
2014,,,Gaintza,"Per 1,000 people",Gaintza,0.0
2015,,,Gaintza,"Per 1,000 people",Gaintza,0.0
2016,,,Gaintza,"Per 1,000 people",Gaintza,0.0
2017,,,Gaintza,"Per 1,000 people",Gaintza,0.0
2018,,,Gaintza,"Per 1,000 people",Gaintza,0.0
2019,,,Gaintza,"Per 1,000 people",Gaintza,0.0
2020,,,Gaintza,"Per 1,000 people",Gaintza,0.0
2021,,,Gaintza,"Per 1,000 people",Gaintza,0.0
2022,,,Gaintza,"Per 1,000 people",Gaintza,0.0
2010,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2011,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2012,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2013,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2014,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2015,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2016,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2017,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2018,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2019,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2020,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2021,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2022,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2010,,,Getaria,"Per 1,000 people",Getaria,0.0
2011,,,Getaria,"Per 1,000 people",Getaria,0.0
2012,,,Getaria,"Per 1,000 people",Getaria,0.0
2013,,,Getaria,"Per 1,000 people",Getaria,0.0
2014,,,Getaria,"Per 1,000 people",Getaria,0.0
2015,,,Getaria,"Per 1,000 people",Getaria,0.0
2016,,,Getaria,"Per 1,000 people",Getaria,0.0
2017,,,Getaria,"Per 1,000 people",Getaria,0.0
2018,,,Getaria,"Per 1,000 people",Getaria,0.0
2019,,,Getaria,"Per 1,000 people",Getaria,0.0
2020,,,Getaria,"Per 1,000 people",Getaria,0.0
2021,,,Getaria,"Per 1,000 people",Getaria,0.0
2022,,,Getaria,"Per 1,000 people",Getaria,0.0
2010,,ES2004,,"Per 1,000 people",ES2004,1.8
2011,,ES2004,,"Per 1,000 people",ES2004,1.8
2012,,ES2004,,"Per 1,000 people",ES2004,2.0
2013,,ES2004,,"Per 1,000 people",ES2004,2.1
2014,,ES2004,,"Per 1,000 people",ES2004,1.8
2015,,ES2004,,"Per 1,000 people",ES2004,2.0
2016,,ES2004,,"Per 1,000 people",ES2004,1.1
2017,,ES2004,,"Per 1,000 people",ES2004,0.9
2018,,ES2004,,"Per 1,000 people",ES2004,0.6
2019,,ES2004,,"Per 1,000 people",ES2004,0.6
2020,,ES2004,,"Per 1,000 people",ES2004,0.3
2021,,ES2004,,"Per 1,000 people",ES2004,0.4
2022,,ES2004,,"Per 1,000 people",ES2004,0.4
2010,,,Hernani,"Per 1,000 people",Hernani,1.3
2011,,,Hernani,"Per 1,000 people",Hernani,10.2
2012,,,Hernani,"Per 1,000 people",Hernani,11.5
2013,,,Hernani,"Per 1,000 people",Hernani,16.0
2014,,,Hernani,"Per 1,000 people",Hernani,18.6
2015,,,Hernani,"Per 1,000 people",Hernani,19.0
2016,,,Hernani,"Per 1,000 people",Hernani,11.2
2017,,,Hernani,"Per 1,000 people",Hernani,9.8
2018,,,Hernani,"Per 1,000 people",Hernani,5.4
2019,,,Hernani,"Per 1,000 people",Hernani,2.7
2020,,,Hernani,"Per 1,000 people",Hernani,1.0
2021,,,Hernani,"Per 1,000 people",Hernani,0.0
2022,,,Hernani,"Per 1,000 people",Hernani,0.0
2010,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2011,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2012,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2013,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2014,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2015,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2016,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2017,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2018,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2019,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2020,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2021,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2022,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2010,,,Ibarra,"Per 1,000 people",Ibarra,0.0
2011,,,Ibarra,"Per 1,000 people",Ibarra,0.0
2012,,,Ibarra,"Per 1,000 people",Ibarra,0.0
2013,,,Ibarra,"Per 1,000 people",Ibarra,0.0
2014,,,Ibarra,"Per 1,000 people",Ibarra,0.0
2015,,,Ibarra,"Per 1,000 people",Ibarra,0.0
2016,,,Ibarra,"Per 1,000 people",Ibarra,0.0
2017,,,Ibarra,"Per 1,000 people",Ibarra,0.0
2018,,,Ibarra,"Per 1,000 people",Ibarra,0.0
2019,,,Ibarra,"Per 1,000 people",Ibarra,0.0
2020,,,Ibarra,"Per 1,000 people",Ibarra,0.0
2021,,,Ibarra,"Per 1,000 people",Ibarra,0.0
2022,,,Ibarra,"Per 1,000 people",Ibarra,0.0
2010,,,Idiazabal,"Per 1,000 people",Idiazabal,0.0
2011,,,Idiazabal,"Per 1,000 people",Idiazabal,0.0
2012,,,Idiazabal,"Per 1,000 people",Idiazabal,0.0
2013,,,Idiazabal,"Per 1,000 people",Idiazabal,0.0
2014,,,Idiazabal,"Per 1,000 people",Idiazabal,0.0
2015,,,Idiazabal,"Per 1,000 people",Idiazabal,0.0
2016,,,Idiazabal,"Per 1,000 people",Idiazabal,0.0
2017,,,Idiazabal,"Per 1,000 people",Idiazabal,0.0
2018,,,Idiazabal,"Per 1,000 people",Idiazabal,0.0
2019,,,Idiazabal,"Per 1,000 people",Idiazabal,0.0
2020,,,Idiazabal,"Per 1,000 people",Idiazabal,0.0
2021,,,Idiazabal,"Per 1,000 people",Idiazabal,0.0
2022,,,Idiazabal,"Per 1,000 people",Idiazabal,0.0
2010,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,0.0
2011,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,0.0
2012,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,0.0
2013,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,0.0
2014,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,0.0
2015,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,0.0
2016,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,0.0
2017,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,0.0
2018,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,0.0
2019,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,0.0
2020,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,0.0
2021,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,0.0
2022,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,0.0
2010,,,Irun,"Per 1,000 people",Irun,0.5
2011,,,Irun,"Per 1,000 people",Irun,0.5
2012,,,Irun,"Per 1,000 people",Irun,0.0
2013,,,Irun,"Per 1,000 people",Irun,0.8
2014,,,Irun,"Per 1,000 people",Irun,0.8
2015,,,Irun,"Per 1,000 people",Irun,0.8
2016,,,Irun,"Per 1,000 people",Irun,1.0
2017,,,Irun,"Per 1,000 people",Irun,1.6
2018,,,Irun,"Per 1,000 people",Irun,1.3
2019,,,Irun,"Per 1,000 people",Irun,1.3
2020,,,Irun,"Per 1,000 people",Irun,1.3
2021,,,Irun,"Per 1,000 people",Irun,1.6
2022,,,Irun,"Per 1,000 people",Irun,1.1
2010,,,Irura,"Per 1,000 people",Irura,0.0
2011,,,Irura,"Per 1,000 people",Irura,0.0
2012,,,Irura,"Per 1,000 people",Irura,0.0
2013,,,Irura,"Per 1,000 people",Irura,0.0
2014,,,Irura,"Per 1,000 people",Irura,0.0
2015,,,Irura,"Per 1,000 people",Irura,0.0
2016,,,Irura,"Per 1,000 people",Irura,0.0
2017,,,Irura,"Per 1,000 people",Irura,0.0
2018,,,Irura,"Per 1,000 people",Irura,0.0
2019,,,Irura,"Per 1,000 people",Irura,0.0
2020,,,Irura,"Per 1,000 people",Irura,0.0
2021,,,Irura,"Per 1,000 people",Irura,0.0
2022,,,Irura,"Per 1,000 people",Irura,0.0
2010,,,Itsasondo,"Per 1,000 people",Itsasondo,0.0
2011,,,Itsasondo,"Per 1,000 people",Itsasondo,0.0
2012,,,Itsasondo,"Per 1,000 people",Itsasondo,0.0
2013,,,Itsasondo,"Per 1,000 people",Itsasondo,0.0
2014,,,Itsasondo,"Per 1,000 people",Itsasondo,0.0
2015,,,Itsasondo,"Per 1,000 people",Itsasondo,0.0
2016,,,Itsasondo,"Per 1,000 people",Itsasondo,0.0
2017,,,Itsasondo,"Per 1,000 people",Itsasondo,0.0
2018,,,Itsasondo,"Per 1,000 people",Itsasondo,0.0
2019,,,Itsasondo,"Per 1,000 people",Itsasondo,0.0
2020,,,Itsasondo,"Per 1,000 people",Itsasondo,0.0
2021,,,Itsasondo,"Per 1,000 people",Itsasondo,0.0
2022,,,Itsasondo,"Per 1,000 people",Itsasondo,0.0
2010,,,Larraul,"Per 1,000 people",Larraul,0.0
2011,,,Larraul,"Per 1,000 people",Larraul,0.0
2012,,,Larraul,"Per 1,000 people",Larraul,0.0
2013,,,Larraul,"Per 1,000 people",Larraul,0.0
2014,,,Larraul,"Per 1,000 people",Larraul,0.0
2015,,,Larraul,"Per 1,000 people",Larraul,0.0
2016,,,Larraul,"Per 1,000 people",Larraul,0.0
2017,,,Larraul,"Per 1,000 people",Larraul,0.0
2018,,,Larraul,"Per 1,000 people",Larraul,0.0
2019,,,Larraul,"Per 1,000 people",Larraul,0.0
2020,,,Larraul,"Per 1,000 people",Larraul,0.0
2021,,,Larraul,"Per 1,000 people",Larraul,0.0
2022,,,Larraul,"Per 1,000 people",Larraul,0.0
2010,,,Lazkao,"Per 1,000 people",Lazkao,0.0
2011,,,Lazkao,"Per 1,000 people",Lazkao,0.0
2012,,,Lazkao,"Per 1,000 people",Lazkao,0.0
2013,,,Lazkao,"Per 1,000 people",Lazkao,0.0
2014,,,Lazkao,"Per 1,000 people",Lazkao,0.0
2015,,,Lazkao,"Per 1,000 people",Lazkao,0.0
2016,,,Lazkao,"Per 1,000 people",Lazkao,0.0
2017,,,Lazkao,"Per 1,000 people",Lazkao,0.0
2018,,,Lazkao,"Per 1,000 people",Lazkao,0.0
2019,,,Lazkao,"Per 1,000 people",Lazkao,0.0
2020,,,Lazkao,"Per 1,000 people",Lazkao,0.0
2021,,,Lazkao,"Per 1,000 people",Lazkao,0.0
2022,,,Lazkao,"Per 1,000 people",Lazkao,0.0
2010,,ES2005,,"Per 1,000 people",ES2005,0.6
2011,,ES2005,,"Per 1,000 people",ES2005,0.8
2012,,ES2005,,"Per 1,000 people",ES2005,1.4
2013,,ES2005,,"Per 1,000 people",ES2005,1.1
2014,,ES2005,,"Per 1,000 people",ES2005,1.1
2015,,ES2005,,"Per 1,000 people",ES2005,1.1
2016,,ES2005,,"Per 1,000 people",ES2005,0.9
2017,,ES2005,,"Per 1,000 people",ES2005,0.4
2018,,ES2005,,"Per 1,000 people",ES2005,0.0
2019,,ES2005,,"Per 1,000 people",ES2005,0.0
2020,,ES2005,,"Per 1,000 people",ES2005,0.0
2021,,ES2005,,"Per 1,000 people",ES2005,0.0
2022,,ES2005,,"Per 1,000 people",ES2005,0.0
2010,,,Leaburu,"Per 1,000 people",Leaburu,0.0
2011,,,Leaburu,"Per 1,000 people",Leaburu,0.0
2012,,,Leaburu,"Per 1,000 people",Leaburu,0.0
2013,,,Leaburu,"Per 1,000 people",Leaburu,0.0
2014,,,Leaburu,"Per 1,000 people",Leaburu,0.0
2015,,,Leaburu,"Per 1,000 people",Leaburu,0.0
2016,,,Leaburu,"Per 1,000 people",Leaburu,0.0
2017,,,Leaburu,"Per 1,000 people",Leaburu,0.0
2018,,,Leaburu,"Per 1,000 people",Leaburu,0.0
2019,,,Leaburu,"Per 1,000 people",Leaburu,0.0
2020,,,Leaburu,"Per 1,000 people",Leaburu,0.0
2021,,,Leaburu,"Per 1,000 people",Leaburu,0.0
2022,,,Leaburu,"Per 1,000 people",Leaburu,0.0
2010,,,Legazpi,"Per 1,000 people",Legazpi,0.0
2011,,,Legazpi,"Per 1,000 people",Legazpi,0.0
2012,,,Legazpi,"Per 1,000 people",Legazpi,0.0
2013,,,Legazpi,"Per 1,000 people",Legazpi,0.0
2014,,,Legazpi,"Per 1,000 people",Legazpi,0.0
2015,,,Legazpi,"Per 1,000 people",Legazpi,0.0
2016,,,Legazpi,"Per 1,000 people",Legazpi,0.0
2017,,,Legazpi,"Per 1,000 people",Legazpi,0.0
2018,,,Legazpi,"Per 1,000 people",Legazpi,0.0
2019,,,Legazpi,"Per 1,000 people",Legazpi,0.0
2020,,,Legazpi,"Per 1,000 people",Legazpi,0.0
2021,,,Legazpi,"Per 1,000 people",Legazpi,0.0
2022,,,Legazpi,"Per 1,000 people",Legazpi,0.0
2010,,,Legorreta,"Per 1,000 people",Legorreta,8.3
2011,,,Legorreta,"Per 1,000 people",Legorreta,8.2
2012,,,Legorreta,"Per 1,000 people",Legorreta,8.1
2013,,,Legorreta,"Per 1,000 people",Legorreta,0.0
2014,,,Legorreta,"Per 1,000 people",Legorreta,0.0
2015,,,Legorreta,"Per 1,000 people",Legorreta,0.0
2016,,,Legorreta,"Per 1,000 people",Legorreta,0.0
2017,,,Legorreta,"Per 1,000 people",Legorreta,0.0
2018,,,Legorreta,"Per 1,000 people",Legorreta,0.0
2019,,,Legorreta,"Per 1,000 people",Legorreta,0.0
2020,,,Legorreta,"Per 1,000 people",Legorreta,0.0
2021,,,Legorreta,"Per 1,000 people",Legorreta,0.0
2022,,,Legorreta,"Per 1,000 people",Legorreta,0.0
2010,,,Lezo,"Per 1,000 people",Lezo,0.0
2011,,,Lezo,"Per 1,000 people",Lezo,0.0
2012,,,Lezo,"Per 1,000 people",Lezo,0.0
2013,,,Lezo,"Per 1,000 people",Lezo,0.0
2014,,,Lezo,"Per 1,000 people",Lezo,0.0
2015,,,Lezo,"Per 1,000 people",Lezo,0.0
2016,,,Lezo,"Per 1,000 people",Lezo,0.0
2017,,,Lezo,"Per 1,000 people",Lezo,0.0
2018,,,Lezo,"Per 1,000 people",Lezo,0.0
2019,,,Lezo,"Per 1,000 people",Lezo,0.0
2020,,,Lezo,"Per 1,000 people",Lezo,0.0
2021,,,Lezo,"Per 1,000 people",Lezo,0.0
2022,,,Lezo,"Per 1,000 people",Lezo,0.0
2010,,,Lizartza,"Per 1,000 people",Lizartza,0.0
2011,,,Lizartza,"Per 1,000 people",Lizartza,0.0
2012,,,Lizartza,"Per 1,000 people",Lizartza,0.0
2013,,,Lizartza,"Per 1,000 people",Lizartza,0.0
2014,,,Lizartza,"Per 1,000 people",Lizartza,0.0
2015,,,Lizartza,"Per 1,000 people",Lizartza,0.0
2016,,,Lizartza,"Per 1,000 people",Lizartza,0.0
2017,,,Lizartza,"Per 1,000 people",Lizartza,0.0
2018,,,Lizartza,"Per 1,000 people",Lizartza,0.0
2019,,,Lizartza,"Per 1,000 people",Lizartza,0.0
2020,,,Lizartza,"Per 1,000 people",Lizartza,0.0
2021,,,Lizartza,"Per 1,000 people",Lizartza,0.0
2022,,,Lizartza,"Per 1,000 people",Lizartza,0.0
2010,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,8.0
2011,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,8.0
2012,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,8.0
2013,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,14.4
2014,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,6.4
2015,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,6.4
2016,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,6.4
2017,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,6.4
2018,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,0.0
2019,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,1.5
2020,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,4.3
2021,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,4.3
2022,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,7.5
2010,,,Mutriku,"Per 1,000 people",Mutriku,23.1
2011,,,Mutriku,"Per 1,000 people",Mutriku,38.1
2012,,,Mutriku,"Per 1,000 people",Mutriku,37.8
2013,,,Mutriku,"Per 1,000 people",Mutriku,37.3
2014,,,Mutriku,"Per 1,000 people",Mutriku,14.7
2015,,,Mutriku,"Per 1,000 people",Mutriku,14.5
2016,,,Mutriku,"Per 1,000 people",Mutriku,0.0
2017,,,Mutriku,"Per 1,000 people",Mutriku,0.0
2018,,,Mutriku,"Per 1,000 people",Mutriku,0.0
2019,,,Mutriku,"Per 1,000 people",Mutriku,0.0
2020,,,Mutriku,"Per 1,000 people",Mutriku,0.0
2021,,,Mutriku,"Per 1,000 people",Mutriku,0.0
2022,,,Mutriku,"Per 1,000 people",Mutriku,0.0
2010,,,Mutiloa,"Per 1,000 people",Mutiloa,0.0
2011,,,Mutiloa,"Per 1,000 people",Mutiloa,0.0
2012,,,Mutiloa,"Per 1,000 people",Mutiloa,0.0
2013,,,Mutiloa,"Per 1,000 people",Mutiloa,0.0
2014,,,Mutiloa,"Per 1,000 people",Mutiloa,0.0
2015,,,Mutiloa,"Per 1,000 people",Mutiloa,0.0
2016,,,Mutiloa,"Per 1,000 people",Mutiloa,0.0
2017,,,Mutiloa,"Per 1,000 people",Mutiloa,0.0
2018,,,Mutiloa,"Per 1,000 people",Mutiloa,0.0
2019,,,Mutiloa,"Per 1,000 people",Mutiloa,0.0
2020,,,Mutiloa,"Per 1,000 people",Mutiloa,0.0
2021,,,Mutiloa,"Per 1,000 people",Mutiloa,0.0
2022,,,Mutiloa,"Per 1,000 people",Mutiloa,0.0
2010,,,Olaberria,"Per 1,000 people",Olaberria,0.0
2011,,,Olaberria,"Per 1,000 people",Olaberria,0.0
2012,,,Olaberria,"Per 1,000 people",Olaberria,0.0
2013,,,Olaberria,"Per 1,000 people",Olaberria,0.0
2014,,,Olaberria,"Per 1,000 people",Olaberria,0.0
2015,,,Olaberria,"Per 1,000 people",Olaberria,0.0
2016,,,Olaberria,"Per 1,000 people",Olaberria,0.0
2017,,,Olaberria,"Per 1,000 people",Olaberria,0.0
2018,,,Olaberria,"Per 1,000 people",Olaberria,0.0
2019,,,Olaberria,"Per 1,000 people",Olaberria,0.0
2020,,,Olaberria,"Per 1,000 people",Olaberria,0.0
2021,,,Olaberria,"Per 1,000 people",Olaberria,0.0
2022,,,Olaberria,"Per 1,000 people",Olaberria,0.0
2010,,,Oñati,"Per 1,000 people",Oñati,0.0
2011,,,Oñati,"Per 1,000 people",Oñati,0.0
2012,,,Oñati,"Per 1,000 people",Oñati,0.0
2013,,,Oñati,"Per 1,000 people",Oñati,0.0
2014,,,Oñati,"Per 1,000 people",Oñati,0.0
2015,,,Oñati,"Per 1,000 people",Oñati,0.0
2016,,,Oñati,"Per 1,000 people",Oñati,0.0
2017,,,Oñati,"Per 1,000 people",Oñati,0.0
2018,,,Oñati,"Per 1,000 people",Oñati,0.0
2019,,,Oñati,"Per 1,000 people",Oñati,0.0
2020,,,Oñati,"Per 1,000 people",Oñati,0.0
2021,,,Oñati,"Per 1,000 people",Oñati,0.0
2022,,,Oñati,"Per 1,000 people",Oñati,0.0
2010,,ES2006,,"Per 1,000 people",ES2006,1.4
2011,,ES2006,,"Per 1,000 people",ES2006,1.4
2012,,ES2006,,"Per 1,000 people",ES2006,1.4
2013,,ES2006,,"Per 1,000 people",ES2006,1.3
2014,,ES2006,,"Per 1,000 people",ES2006,1.3
2015,,ES2006,,"Per 1,000 people",ES2006,0.5
2016,,ES2006,,"Per 1,000 people",ES2006,0.5
2017,,ES2006,,"Per 1,000 people",ES2006,0.5
2018,,ES2006,,"Per 1,000 people",ES2006,0.0
2019,,ES2006,,"Per 1,000 people",ES2006,0.0
2020,,ES2006,,"Per 1,000 people",ES2006,0.0
2021,,ES2006,,"Per 1,000 people",ES2006,0.0
2022,,ES2006,,"Per 1,000 people",ES2006,0.0
2010,,,Orexa,"Per 1,000 people",Orexa,0.0
2011,,,Orexa,"Per 1,000 people",Orexa,0.0
2012,,,Orexa,"Per 1,000 people",Orexa,0.0
2013,,,Orexa,"Per 1,000 people",Orexa,0.0
2014,,,Orexa,"Per 1,000 people",Orexa,0.0
2015,,,Orexa,"Per 1,000 people",Orexa,0.0
2016,,,Orexa,"Per 1,000 people",Orexa,0.0
2017,,,Orexa,"Per 1,000 people",Orexa,0.0
2018,,,Orexa,"Per 1,000 people",Orexa,0.0
2019,,,Orexa,"Per 1,000 people",Orexa,0.0
2020,,,Orexa,"Per 1,000 people",Orexa,0.0
2021,,,Orexa,"Per 1,000 people",Orexa,0.0
2022,,,Orexa,"Per 1,000 people",Orexa,0.0
2010,,,Orio,"Per 1,000 people",Orio,0.0
2011,,,Orio,"Per 1,000 people",Orio,0.0
2012,,,Orio,"Per 1,000 people",Orio,0.0
2013,,,Orio,"Per 1,000 people",Orio,0.0
2014,,,Orio,"Per 1,000 people",Orio,0.0
2015,,,Orio,"Per 1,000 people",Orio,0.0
2016,,,Orio,"Per 1,000 people",Orio,0.0
2017,,,Orio,"Per 1,000 people",Orio,0.0
2018,,,Orio,"Per 1,000 people",Orio,0.0
2019,,,Orio,"Per 1,000 people",Orio,0.0
2020,,,Orio,"Per 1,000 people",Orio,0.0
2021,,,Orio,"Per 1,000 people",Orio,0.0
2022,,,Orio,"Per 1,000 people",Orio,0.0
2010,,,Ormaiztegi,"Per 1,000 people",Ormaiztegi,0.0
2011,,,Ormaiztegi,"Per 1,000 people",Ormaiztegi,0.0
2012,,,Ormaiztegi,"Per 1,000 people",Ormaiztegi,0.0
2013,,,Ormaiztegi,"Per 1,000 people",Ormaiztegi,0.0
2014,,,Ormaiztegi,"Per 1,000 people",Ormaiztegi,0.0
2015,,,Ormaiztegi,"Per 1,000 people",Ormaiztegi,0.0
2016,,,Ormaiztegi,"Per 1,000 people",Ormaiztegi,0.0
2017,,,Ormaiztegi,"Per 1,000 people",Ormaiztegi,0.0
2018,,,Ormaiztegi,"Per 1,000 people",Ormaiztegi,0.0
2019,,,Ormaiztegi,"Per 1,000 people",Ormaiztegi,0.0
2020,,,Ormaiztegi,"Per 1,000 people",Ormaiztegi,0.0
2021,,,Ormaiztegi,"Per 1,000 people",Ormaiztegi,0.0
2022,,,Ormaiztegi,"Per 1,000 people",Ormaiztegi,0.0
2010,,,Oiartzun,"Per 1,000 people",Oiartzun,5.3
2011,,,Oiartzun,"Per 1,000 people",Oiartzun,0.0
2012,,,Oiartzun,"Per 1,000 people",Oiartzun,0.0
2013,,,Oiartzun,"Per 1,000 people",Oiartzun,0.0
2014,,,Oiartzun,"Per 1,000 people",Oiartzun,0.0
2015,,,Oiartzun,"Per 1,000 people",Oiartzun,0.0
2016,,,Oiartzun,"Per 1,000 people",Oiartzun,0.0
2017,,,Oiartzun,"Per 1,000 people",Oiartzun,0.0
2018,,,Oiartzun,"Per 1,000 people",Oiartzun,0.0
2019,,,Oiartzun,"Per 1,000 people",Oiartzun,0.0
2020,,,Oiartzun,"Per 1,000 people",Oiartzun,0.0
2021,,,Oiartzun,"Per 1,000 people",Oiartzun,0.0
2022,,,Oiartzun,"Per 1,000 people",Oiartzun,0.0
2010,,,Pasaia,"Per 1,000 people",Pasaia,0.5
2011,,,Pasaia,"Per 1,000 people",Pasaia,9.4
2012,,,Pasaia,"Per 1,000 people",Pasaia,9.4
2013,,,Pasaia,"Per 1,000 people",Pasaia,8.9
2014,,,Pasaia,"Per 1,000 people",Pasaia,10.7
2015,,,Pasaia,"Per 1,000 people",Pasaia,10.7
2016,,,Pasaia,"Per 1,000 people",Pasaia,1.9
2017,,,Pasaia,"Per 1,000 people",Pasaia,1.9
2018,,,Pasaia,"Per 1,000 people",Pasaia,1.9
2019,,,Pasaia,"Per 1,000 people",Pasaia,0.0
2020,,,Pasaia,"Per 1,000 people",Pasaia,0.0
2021,,,Pasaia,"Per 1,000 people",Pasaia,0.0
2022,,,Pasaia,"Per 1,000 people",Pasaia,0.0
2010,,,Soraluze/Placencia de las Armas,"Per 1,000 people",Soraluze/Placencia de las Armas,12.6
2011,,,Soraluze/Placencia de las Armas,"Per 1,000 people",Soraluze/Placencia de las Armas,4.1
2012,,,Soraluze/Placencia de las Armas,"Per 1,000 people",Soraluze/Placencia de las Armas,4.1
2013,,,Soraluze/Placencia de las Armas,"Per 1,000 people",Soraluze/Placencia de las Armas,0.0
2014,,,Soraluze/Placencia de las Armas,"Per 1,000 people",Soraluze/Placencia de las Armas,0.0
2015,,,Soraluze/Placencia de las Armas,"Per 1,000 people",Soraluze/Placencia de las Armas,0.0
