Year,ServBasico,Lurraldea,Eskualdea,Udalerria,Unidad,GeoCode,Value
2016,BSRVSAN,,,Zalduondo,Ehunekoa,Zalduondo,96.2
2017,BSRVSAN,,,Zalduondo,Ehunekoa,Zalduondo,96.2
2018,BSRVSAN,,,Zalduondo,Ehunekoa,Zalduondo,96.2
2019,BSRVSAN,,,Zalduondo,Ehunekoa,Zalduondo,97.4
2020,BSRVSAN,,,Zalduondo,Ehunekoa,Zalduondo,97.5
2021,BSRVSAN,,,Zalduondo,Ehunekoa,Zalduondo,97.7
2022,BSRVSAN,,,Zalduondo,Ehunekoa,Zalduondo,97.7
2010,BSRVH2O,,,Zambrana,Ehunekoa,Zambrana,100.0
2011,BSRVH2O,,,Zambrana,Ehunekoa,Zambrana,100.0
2013,BSRVH2O,,,Zambrana,Ehunekoa,Zambrana,100.0
2014,BSRVH2O,,,Zambrana,Ehunekoa,Zambrana,100.0
2015,BSRVH2O,,,Zambrana,Ehunekoa,Zambrana,100.0
2016,BSRVH2O,,,Zambrana,Ehunekoa,Zambrana,100.0
2017,BSRVH2O,,,Zambrana,Ehunekoa,Zambrana,100.0
2018,BSRVH2O,,,Zambrana,Ehunekoa,Zambrana,100.0
2019,BSRVH2O,,,Zambrana,Ehunekoa,Zambrana,100.0
2020,BSRVH2O,,,Zambrana,Ehunekoa,Zambrana,100.0
2021,BSRVH2O,,,Zambrana,Ehunekoa,Zambrana,100.0
2022,BSRVH2O,,,Zambrana,Ehunekoa,Zambrana,100.0
2010,BSRVSAN,,,Zambrana,Ehunekoa,Zambrana,98.7
2011,BSRVSAN,,,Zambrana,Ehunekoa,Zambrana,100.0
2013,BSRVSAN,,,Zambrana,Ehunekoa,Zambrana,100.0
2014,BSRVSAN,,,Zambrana,Ehunekoa,Zambrana,100.0
2015,BSRVSAN,,,Zambrana,Ehunekoa,Zambrana,100.0
2016,BSRVSAN,,,Zambrana,Ehunekoa,Zambrana,100.0
2017,BSRVSAN,,,Zambrana,Ehunekoa,Zambrana,100.0
2018,BSRVSAN,,,Zambrana,Ehunekoa,Zambrana,100.0
2019,BSRVSAN,,,Zambrana,Ehunekoa,Zambrana,100.0
2020,BSRVSAN,,,Zambrana,Ehunekoa,Zambrana,100.0
2021,BSRVSAN,,,Zambrana,Ehunekoa,Zambrana,100.0
2022,BSRVSAN,,,Zambrana,Ehunekoa,Zambrana,100.0
2010,BSRVH2O,,,Zuia,Ehunekoa,Zuia,99.9
2011,BSRVH2O,,,Zuia,Ehunekoa,Zuia,99.9
2013,BSRVH2O,,,Zuia,Ehunekoa,Zuia,99.9
2014,BSRVH2O,,,Zuia,Ehunekoa,Zuia,99.9
2015,BSRVH2O,,,Zuia,Ehunekoa,Zuia,99.9
2016,BSRVH2O,,,Zuia,Ehunekoa,Zuia,99.9
2017,BSRVH2O,,,Zuia,Ehunekoa,Zuia,99.9
2018,BSRVH2O,,,Zuia,Ehunekoa,Zuia,99.9
2019,BSRVH2O,,,Zuia,Ehunekoa,Zuia,99.9
2020,BSRVH2O,,,Zuia,Ehunekoa,Zuia,99.9
2021,BSRVH2O,,,Zuia,Ehunekoa,Zuia,99.9
2022,BSRVH2O,,,Zuia,Ehunekoa,Zuia,99.9
2010,BSRVSAN,,,Zuia,Ehunekoa,Zuia,99.6
2011,BSRVSAN,,,Zuia,Ehunekoa,Zuia,99.7
2013,BSRVSAN,,,Zuia,Ehunekoa,Zuia,99.7
2014,BSRVSAN,,,Zuia,Ehunekoa,Zuia,99.8
2015,BSRVSAN,,,Zuia,Ehunekoa,Zuia,99.8
2016,BSRVSAN,,,Zuia,Ehunekoa,Zuia,99.8
2017,BSRVSAN,,,Zuia,Ehunekoa,Zuia,99.8
2018,BSRVSAN,,,Zuia,Ehunekoa,Zuia,99.7
2019,BSRVSAN,,,Zuia,Ehunekoa,Zuia,99.7
2020,BSRVSAN,,,Zuia,Ehunekoa,Zuia,99.7
2021,BSRVSAN,,,Zuia,Ehunekoa,Zuia,99.7
2022,BSRVSAN,,,Zuia,Ehunekoa,Zuia,99.7
2010,BSRVH2O,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,100.0
2011,BSRVH2O,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,100.0
2013,BSRVH2O,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,100.0
2014,BSRVH2O,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,100.0
2015,BSRVH2O,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,100.0
2016,BSRVH2O,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,100.0
2017,BSRVH2O,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,100.0
2018,BSRVH2O,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,100.0
2019,BSRVH2O,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,100.0
2020,BSRVH2O,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,100.0
2021,BSRVH2O,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,100.0
2022,BSRVH2O,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,100.0
2010,BSRVSAN,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,99.5
2011,BSRVSAN,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,99.7
2013,BSRVSAN,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,99.6
2014,BSRVSAN,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,99.6
2015,BSRVSAN,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,99.6
2016,BSRVSAN,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,99.6
2017,BSRVSAN,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,99.7
2018,BSRVSAN,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,99.7
2019,BSRVSAN,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,99.7
2020,BSRVSAN,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,99.7
2021,BSRVSAN,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,99.7
2022,BSRVSAN,,,Iruña Oka/Iruña de Oca,Ehunekoa,Iruña Oka/Iruña de Oca,99.8
2010,BSRVH2O,,,Lantarón,Ehunekoa,Lantarón,99.7
2011,BSRVH2O,,,Lantarón,Ehunekoa,Lantarón,99.7
2013,BSRVH2O,,,Lantarón,Ehunekoa,Lantarón,99.7
2014,BSRVH2O,,,Lantarón,Ehunekoa,Lantarón,99.7
2015,BSRVH2O,,,Lantarón,Ehunekoa,Lantarón,99.7
2016,BSRVH2O,,,Lantarón,Ehunekoa,Lantarón,99.7
2017,BSRVH2O,,,Lantarón,Ehunekoa,Lantarón,99.7
2018,BSRVH2O,,,Lantarón,Ehunekoa,Lantarón,99.7
2019,BSRVH2O,,,Lantarón,Ehunekoa,Lantarón,99.7
2020,BSRVH2O,,,Lantarón,Ehunekoa,Lantarón,99.7
2021,BSRVH2O,,,Lantarón,Ehunekoa,Lantarón,99.7
2022,BSRVH2O,,,Lantarón,Ehunekoa,Lantarón,99.7
2010,BSRVSAN,,,Lantarón,Ehunekoa,Lantarón,98.3
2011,BSRVSAN,,,Lantarón,Ehunekoa,Lantarón,98.9
2013,BSRVSAN,,,Lantarón,Ehunekoa,Lantarón,98.9
2014,BSRVSAN,,,Lantarón,Ehunekoa,Lantarón,98.6
2015,BSRVSAN,,,Lantarón,Ehunekoa,Lantarón,98.6
2016,BSRVSAN,,,Lantarón,Ehunekoa,Lantarón,98.6
2017,BSRVSAN,,,Lantarón,Ehunekoa,Lantarón,98.3
2018,BSRVSAN,,,Lantarón,Ehunekoa,Lantarón,98.3
2019,BSRVSAN,,,Lantarón,Ehunekoa,Lantarón,98.9
2020,BSRVSAN,,,Lantarón,Ehunekoa,Lantarón,98.9
2021,BSRVSAN,,,Lantarón,Ehunekoa,Lantarón,98.9
2022,BSRVSAN,,,Lantarón,Ehunekoa,Lantarón,98.4
2010,BSRVH2O,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.8
2011,BSRVH2O,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.8
2013,BSRVH2O,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.8
2014,BSRVH2O,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.8
2015,BSRVH2O,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.8
2016,BSRVH2O,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.8
2017,BSRVH2O,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.9
2018,BSRVH2O,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.8
2019,BSRVH2O,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.8
2020,BSRVH2O,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.8
2021,BSRVH2O,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.8
2022,BSRVH2O,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.8
2010,BSRVSAN,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.4
2011,BSRVSAN,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.5
2013,BSRVSAN,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.5
2014,BSRVSAN,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.5
2015,BSRVSAN,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.5
2016,BSRVSAN,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.5
2017,BSRVSAN,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.5
2018,BSRVSAN,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.5
2019,BSRVSAN,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.5
2020,BSRVSAN,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.6
2021,BSRVSAN,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.6
2022,BSRVSAN,Gipuzkoa,,,Ehunekoa,Gipuzkoa,99.6
2010,BSRVH2O,,,Abaltzisketa,Ehunekoa,Abaltzisketa,99.1
2011,BSRVH2O,,,Abaltzisketa,Ehunekoa,Abaltzisketa,99.1
2013,BSRVH2O,,,Abaltzisketa,Ehunekoa,Abaltzisketa,99.1
2014,BSRVH2O,,,Abaltzisketa,Ehunekoa,Abaltzisketa,99.1
2015,BSRVH2O,,,Abaltzisketa,Ehunekoa,Abaltzisketa,99.1
2016,BSRVH2O,,,Abaltzisketa,Ehunekoa,Abaltzisketa,99.1
2017,BSRVH2O,,,Abaltzisketa,Ehunekoa,Abaltzisketa,99.1
2018,BSRVH2O,,,Abaltzisketa,Ehunekoa,Abaltzisketa,99.1
2019,BSRVH2O,,,Abaltzisketa,Ehunekoa,Abaltzisketa,99.1
2020,BSRVH2O,,,Abaltzisketa,Ehunekoa,Abaltzisketa,99.1
2021,BSRVH2O,,,Abaltzisketa,Ehunekoa,Abaltzisketa,99.1
2022,BSRVH2O,,,Abaltzisketa,Ehunekoa,Abaltzisketa,99.1
2010,BSRVSAN,,,Abaltzisketa,Ehunekoa,Abaltzisketa,99.1
2011,BSRVSAN,,,Abaltzisketa,Ehunekoa,Abaltzisketa,98.2
2013,BSRVSAN,,,Abaltzisketa,Ehunekoa,Abaltzisketa,97.3
2014,BSRVSAN,,,Abaltzisketa,Ehunekoa,Abaltzisketa,97.4
2015,BSRVSAN,,,Abaltzisketa,Ehunekoa,Abaltzisketa,97.3
2016,BSRVSAN,,,Abaltzisketa,Ehunekoa,Abaltzisketa,97.3
2017,BSRVSAN,,,Abaltzisketa,Ehunekoa,Abaltzisketa,97.3
2018,BSRVSAN,,,Abaltzisketa,Ehunekoa,Abaltzisketa,97.3
2019,BSRVSAN,,,Abaltzisketa,Ehunekoa,Abaltzisketa,96.4
2020,BSRVSAN,,,Abaltzisketa,Ehunekoa,Abaltzisketa,97.3
2021,BSRVSAN,,,Abaltzisketa,Ehunekoa,Abaltzisketa,98.2
2022,BSRVSAN,,,Abaltzisketa,Ehunekoa,Abaltzisketa,98.1
2010,BSRVH2O,,,Aduna,Ehunekoa,Aduna,100.0
2011,BSRVH2O,,,Aduna,Ehunekoa,Aduna,100.0
2013,BSRVH2O,,,Aduna,Ehunekoa,Aduna,100.0
2014,BSRVH2O,,,Aduna,Ehunekoa,Aduna,100.0
2015,BSRVH2O,,,Aduna,Ehunekoa,Aduna,100.0
2016,BSRVH2O,,,Aduna,Ehunekoa,Aduna,100.0
2017,BSRVH2O,,,Aduna,Ehunekoa,Aduna,100.0
2018,BSRVH2O,,,Aduna,Ehunekoa,Aduna,100.0
2019,BSRVH2O,,,Aduna,Ehunekoa,Aduna,100.0
2020,BSRVH2O,,,Aduna,Ehunekoa,Aduna,100.0
2021,BSRVH2O,,,Aduna,Ehunekoa,Aduna,100.0
2022,BSRVH2O,,,Aduna,Ehunekoa,Aduna,100.0
2010,BSRVSAN,,,Aduna,Ehunekoa,Aduna,96.9
2011,BSRVSAN,,,Aduna,Ehunekoa,Aduna,97.1
2013,BSRVSAN,,,Aduna,Ehunekoa,Aduna,97.1
2014,BSRVSAN,,,Aduna,Ehunekoa,Aduna,97.1
2015,BSRVSAN,,,Aduna,Ehunekoa,Aduna,97.2
2016,BSRVSAN,,,Aduna,Ehunekoa,Aduna,97.2
2017,BSRVSAN,,,Aduna,Ehunekoa,Aduna,97.2
2018,BSRVSAN,,,Aduna,Ehunekoa,Aduna,97.1
2019,BSRVSAN,,,Aduna,Ehunekoa,Aduna,96.4
2020,BSRVSAN,,,Aduna,Ehunekoa,Aduna,96.5
2021,BSRVSAN,,,Aduna,Ehunekoa,Aduna,96.6
2022,BSRVSAN,,,Aduna,Ehunekoa,Aduna,96.6
2010,BSRVH2O,,,Aizarnazabal,Ehunekoa,Aizarnazabal,99.6
2011,BSRVH2O,,,Aizarnazabal,Ehunekoa,Aizarnazabal,99.6
2013,BSRVH2O,,,Aizarnazabal,Ehunekoa,Aizarnazabal,99.6
2014,BSRVH2O,,,Aizarnazabal,Ehunekoa,Aizarnazabal,99.6
2015,BSRVH2O,,,Aizarnazabal,Ehunekoa,Aizarnazabal,99.6
2016,BSRVH2O,,,Aizarnazabal,Ehunekoa,Aizarnazabal,99.6
2017,BSRVH2O,,,Aizarnazabal,Ehunekoa,Aizarnazabal,99.6
2018,BSRVH2O,,,Aizarnazabal,Ehunekoa,Aizarnazabal,99.6
2019,BSRVH2O,,,Aizarnazabal,Ehunekoa,Aizarnazabal,99.6
2020,BSRVH2O,,,Aizarnazabal,Ehunekoa,Aizarnazabal,99.6
2021,BSRVH2O,,,Aizarnazabal,Ehunekoa,Aizarnazabal,99.6
2022,BSRVH2O,,,Aizarnazabal,Ehunekoa,Aizarnazabal,99.6
2010,BSRVSAN,,,Aizarnazabal,Ehunekoa,Aizarnazabal,100.0
2011,BSRVSAN,,,Aizarnazabal,Ehunekoa,Aizarnazabal,100.0
2013,BSRVSAN,,,Aizarnazabal,Ehunekoa,Aizarnazabal,100.0
2014,BSRVSAN,,,Aizarnazabal,Ehunekoa,Aizarnazabal,100.0
2015,BSRVSAN,,,Aizarnazabal,Ehunekoa,Aizarnazabal,100.0
2016,BSRVSAN,,,Aizarnazabal,Ehunekoa,Aizarnazabal,100.0
2017,BSRVSAN,,,Aizarnazabal,Ehunekoa,Aizarnazabal,100.0
2018,BSRVSAN,,,Aizarnazabal,Ehunekoa,Aizarnazabal,100.0
2019,BSRVSAN,,,Aizarnazabal,Ehunekoa,Aizarnazabal,100.0
2020,BSRVSAN,,,Aizarnazabal,Ehunekoa,Aizarnazabal,100.0
2021,BSRVSAN,,,Aizarnazabal,Ehunekoa,Aizarnazabal,100.0
2022,BSRVSAN,,,Aizarnazabal,Ehunekoa,Aizarnazabal,100.0
2010,BSRVH2O,,,Albiztur,Ehunekoa,Albiztur,100.0
2011,BSRVH2O,,,Albiztur,Ehunekoa,Albiztur,100.0
2013,BSRVH2O,,,Albiztur,Ehunekoa,Albiztur,100.0
2014,BSRVH2O,,,Albiztur,Ehunekoa,Albiztur,100.0
2015,BSRVH2O,,,Albiztur,Ehunekoa,Albiztur,100.0
2016,BSRVH2O,,,Albiztur,Ehunekoa,Albiztur,100.0
2017,BSRVH2O,,,Albiztur,Ehunekoa,Albiztur,100.0
2018,BSRVH2O,,,Albiztur,Ehunekoa,Albiztur,100.0
2019,BSRVH2O,,,Albiztur,Ehunekoa,Albiztur,100.0
2020,BSRVH2O,,,Albiztur,Ehunekoa,Albiztur,100.0
2021,BSRVH2O,,,Albiztur,Ehunekoa,Albiztur,100.0
2022,BSRVH2O,,,Albiztur,Ehunekoa,Albiztur,100.0
2010,BSRVSAN,,,Albiztur,Ehunekoa,Albiztur,97.4
2011,BSRVSAN,,,Albiztur,Ehunekoa,Albiztur,97.4
2013,BSRVSAN,,,Albiztur,Ehunekoa,Albiztur,97.5
2014,BSRVSAN,,,Albiztur,Ehunekoa,Albiztur,96.7
2015,BSRVSAN,,,Albiztur,Ehunekoa,Albiztur,96.6
2016,BSRVSAN,,,Albiztur,Ehunekoa,Albiztur,96.6
2017,BSRVSAN,,,Albiztur,Ehunekoa,Albiztur,98.3
2018,BSRVSAN,,,Albiztur,Ehunekoa,Albiztur,98.2
2019,BSRVSAN,,,Albiztur,Ehunekoa,Albiztur,98.2
2020,BSRVSAN,,,Albiztur,Ehunekoa,Albiztur,98.2
2021,BSRVSAN,,,Albiztur,Ehunekoa,Albiztur,98.2
2022,BSRVSAN,,,Albiztur,Ehunekoa,Albiztur,97.4
2010,BSRVH2O,,,Alegia,Ehunekoa,Alegia,100.0
2011,BSRVH2O,,,Alegia,Ehunekoa,Alegia,100.0
2013,BSRVH2O,,,Alegia,Ehunekoa,Alegia,100.0
2014,BSRVH2O,,,Alegia,Ehunekoa,Alegia,100.0
2015,BSRVH2O,,,Alegia,Ehunekoa,Alegia,100.0
2016,BSRVH2O,,,Alegia,Ehunekoa,Alegia,100.0
2017,BSRVH2O,,,Alegia,Ehunekoa,Alegia,100.0
2018,BSRVH2O,,,Alegia,Ehunekoa,Alegia,100.0
2019,BSRVH2O,,,Alegia,Ehunekoa,Alegia,100.0
2020,BSRVH2O,,,Alegia,Ehunekoa,Alegia,100.0
2021,BSRVH2O,,,Alegia,Ehunekoa,Alegia,100.0
2022,BSRVH2O,,,Alegia,Ehunekoa,Alegia,100.0
2010,BSRVSAN,,,Alegia,Ehunekoa,Alegia,99.7
2011,BSRVSAN,,,Alegia,Ehunekoa,Alegia,99.3
2013,BSRVSAN,,,Alegia,Ehunekoa,Alegia,99.6
2014,BSRVSAN,,,Alegia,Ehunekoa,Alegia,99.6
2015,BSRVSAN,,,Alegia,Ehunekoa,Alegia,99.6
2016,BSRVSAN,,,Alegia,Ehunekoa,Alegia,99.6
2017,BSRVSAN,,,Alegia,Ehunekoa,Alegia,99.6
2018,BSRVSAN,,,Alegia,Ehunekoa,Alegia,99.6
2019,BSRVSAN,,,Alegia,Ehunekoa,Alegia,99.6
2020,BSRVSAN,,,Alegia,Ehunekoa,Alegia,99.9
2021,BSRVSAN,,,Alegia,Ehunekoa,Alegia,99.9
2022,BSRVSAN,,,Alegia,Ehunekoa,Alegia,99.9
2010,BSRVH2O,,,Alkiza,Ehunekoa,Alkiza,100.0
2011,BSRVH2O,,,Alkiza,Ehunekoa,Alkiza,100.0
2013,BSRVH2O,,,Alkiza,Ehunekoa,Alkiza,100.0
2014,BSRVH2O,,,Alkiza,Ehunekoa,Alkiza,100.0
2015,BSRVH2O,,,Alkiza,Ehunekoa,Alkiza,100.0
2016,BSRVH2O,,,Alkiza,Ehunekoa,Alkiza,100.0
2017,BSRVH2O,,,Alkiza,Ehunekoa,Alkiza,100.0
2018,BSRVH2O,,,Alkiza,Ehunekoa,Alkiza,100.0
2019,BSRVH2O,,,Alkiza,Ehunekoa,Alkiza,100.0
2020,BSRVH2O,,,Alkiza,Ehunekoa,Alkiza,100.0
2021,BSRVH2O,,,Alkiza,Ehunekoa,Alkiza,100.0
2022,BSRVH2O,,,Alkiza,Ehunekoa,Alkiza,100.0
2010,BSRVSAN,,,Alkiza,Ehunekoa,Alkiza,97.6
2011,BSRVSAN,,,Alkiza,Ehunekoa,Alkiza,97.7
2013,BSRVSAN,,,Alkiza,Ehunekoa,Alkiza,96.9
2014,BSRVSAN,,,Alkiza,Ehunekoa,Alkiza,97.6
2015,BSRVSAN,,,Alkiza,Ehunekoa,Alkiza,96.9
2016,BSRVSAN,,,Alkiza,Ehunekoa,Alkiza,96.9
2017,BSRVSAN,,,Alkiza,Ehunekoa,Alkiza,97.0
2018,BSRVSAN,,,Alkiza,Ehunekoa,Alkiza,97.0
2019,BSRVSAN,,,Alkiza,Ehunekoa,Alkiza,96.9
2020,BSRVSAN,,,Alkiza,Ehunekoa,Alkiza,97.0
2021,BSRVSAN,,,Alkiza,Ehunekoa,Alkiza,97.0
2022,BSRVSAN,,,Alkiza,Ehunekoa,Alkiza,97.0
2010,BSRVH2O,,,Altzo,Ehunekoa,Altzo,100.0
2011,BSRVH2O,,,Altzo,Ehunekoa,Altzo,100.0
2013,BSRVH2O,,,Altzo,Ehunekoa,Altzo,100.0
2014,BSRVH2O,,,Altzo,Ehunekoa,Altzo,100.0
2015,BSRVH2O,,,Altzo,Ehunekoa,Altzo,100.0
2016,BSRVH2O,,,Altzo,Ehunekoa,Altzo,100.0
2017,BSRVH2O,,,Altzo,Ehunekoa,Altzo,100.0
2018,BSRVH2O,,,Altzo,Ehunekoa,Altzo,100.0
2019,BSRVH2O,,,Altzo,Ehunekoa,Altzo,100.0
2020,BSRVH2O,,,Altzo,Ehunekoa,Altzo,100.0
2021,BSRVH2O,,,Altzo,Ehunekoa,Altzo,100.0
2022,BSRVH2O,,,Altzo,Ehunekoa,Altzo,100.0
2010,BSRVSAN,,,Altzo,Ehunekoa,Altzo,97.8
2011,BSRVSAN,,,Altzo,Ehunekoa,Altzo,97.8
2013,BSRVSAN,,,Altzo,Ehunekoa,Altzo,98.6
2014,BSRVSAN,,,Altzo,Ehunekoa,Altzo,98.6
2015,BSRVSAN,,,Altzo,Ehunekoa,Altzo,98.6
2016,BSRVSAN,,,Altzo,Ehunekoa,Altzo,98.7
2017,BSRVSAN,,,Altzo,Ehunekoa,Altzo,98.7
2018,BSRVSAN,,,Altzo,Ehunekoa,Altzo,98.7
2019,BSRVSAN,,,Altzo,Ehunekoa,Altzo,98.7
2020,BSRVSAN,,,Altzo,Ehunekoa,Altzo,98.8
2021,BSRVSAN,,,Altzo,Ehunekoa,Altzo,98.1
2022,BSRVSAN,,,Altzo,Ehunekoa,Altzo,98.7
2010,BSRVH2O,,,Amezketa,Ehunekoa,Amezketa,100.0
2011,BSRVH2O,,,Amezketa,Ehunekoa,Amezketa,100.0
2013,BSRVH2O,,,Amezketa,Ehunekoa,Amezketa,100.0
2014,BSRVH2O,,,Amezketa,Ehunekoa,Amezketa,100.0
2015,BSRVH2O,,,Amezketa,Ehunekoa,Amezketa,100.0
2016,BSRVH2O,,,Amezketa,Ehunekoa,Amezketa,100.0
2017,BSRVH2O,,,Amezketa,Ehunekoa,Amezketa,100.0
2018,BSRVH2O,,,Amezketa,Ehunekoa,Amezketa,100.0
2019,BSRVH2O,,,Amezketa,Ehunekoa,Amezketa,100.0
2020,BSRVH2O,,,Amezketa,Ehunekoa,Amezketa,100.0
2021,BSRVH2O,,,Amezketa,Ehunekoa,Amezketa,100.0
2022,BSRVH2O,,,Amezketa,Ehunekoa,Amezketa,100.0
2010,BSRVSAN,,,Amezketa,Ehunekoa,Amezketa,96.6
2011,BSRVSAN,,,Amezketa,Ehunekoa,Amezketa,96.6
2013,BSRVSAN,,,Amezketa,Ehunekoa,Amezketa,96.6
2014,BSRVSAN,,,Amezketa,Ehunekoa,Amezketa,96.5
2015,BSRVSAN,,,Amezketa,Ehunekoa,Amezketa,96.3
2016,BSRVSAN,,,Amezketa,Ehunekoa,Amezketa,96.3
2017,BSRVSAN,,,Amezketa,Ehunekoa,Amezketa,96.3
2018,BSRVSAN,,,Amezketa,Ehunekoa,Amezketa,96.4
2019,BSRVSAN,,,Amezketa,Ehunekoa,Amezketa,96.3
2020,BSRVSAN,,,Amezketa,Ehunekoa,Amezketa,97.5
2021,BSRVSAN,,,Amezketa,Ehunekoa,Amezketa,97.8
2022,BSRVSAN,,,Amezketa,Ehunekoa,Amezketa,97.3
2010,BSRVH2O,,,Andoain,Ehunekoa,Andoain,100.0
2011,BSRVH2O,,,Andoain,Ehunekoa,Andoain,100.0
2013,BSRVH2O,,,Andoain,Ehunekoa,Andoain,100.0
2014,BSRVH2O,,,Andoain,Ehunekoa,Andoain,99.9
2015,BSRVH2O,,,Andoain,Ehunekoa,Andoain,99.9
2016,BSRVH2O,,,Andoain,Ehunekoa,Andoain,100.0
2017,BSRVH2O,,,Andoain,Ehunekoa,Andoain,100.0
2018,BSRVH2O,,,Andoain,Ehunekoa,Andoain,100.0
2019,BSRVH2O,,,Andoain,Ehunekoa,Andoain,100.0
2020,BSRVH2O,,,Andoain,Ehunekoa,Andoain,100.0
2021,BSRVH2O,,,Andoain,Ehunekoa,Andoain,100.0
2022,BSRVH2O,,,Andoain,Ehunekoa,Andoain,99.9
2010,BSRVSAN,,,Andoain,Ehunekoa,Andoain,99.5
2011,BSRVSAN,,,Andoain,Ehunekoa,Andoain,99.4
2013,BSRVSAN,,,Andoain,Ehunekoa,Andoain,99.5
2014,BSRVSAN,,,Andoain,Ehunekoa,Andoain,99.5
2015,BSRVSAN,,,Andoain,Ehunekoa,Andoain,99.5
2016,BSRVSAN,,,Andoain,Ehunekoa,Andoain,99.5
2017,BSRVSAN,,,Andoain,Ehunekoa,Andoain,99.5
2018,BSRVSAN,,,Andoain,Ehunekoa,Andoain,99.6
2019,BSRVSAN,,,Andoain,Ehunekoa,Andoain,99.6
2020,BSRVSAN,,,Andoain,Ehunekoa,Andoain,99.7
2021,BSRVSAN,,,Andoain,Ehunekoa,Andoain,99.7
2022,BSRVSAN,,,Andoain,Ehunekoa,Andoain,99.7
2010,BSRVH2O,,Bidasoa Beherea / Bajo Bidasoa,,Ehunekoa,Bidasoa Beherea / Bajo Bidasoa,100.0
2011,BSRVH2O,,Bidasoa Beherea / Bajo Bidasoa,,Ehunekoa,Bidasoa Beherea / Bajo Bidasoa,100.0
2013,BSRVH2O,,Bidasoa Beherea / Bajo Bidasoa,,Ehunekoa,Bidasoa Beherea / Bajo Bidasoa,100.0
2014,BSRVH2O,,Bidasoa Beherea / Bajo Bidasoa,,Ehunekoa,Bidasoa Beherea / Bajo Bidasoa,100.0
2015,BSRVH2O,,Bidasoa Beherea / Bajo Bidasoa,,Ehunekoa,Bidasoa Beherea / Bajo Bidasoa,100.0
2016,BSRVH2O,,Bidasoa Beherea / Bajo Bidasoa,,Ehunekoa,Bidasoa Beherea / Bajo Bidasoa,100.0
2017,BSRVH2O,,Bidasoa Beherea / Bajo Bidasoa,,Ehunekoa,Bidasoa Beherea / Bajo Bidasoa,100.0
