Year,Sex,Province,County,Municipality,Units,GeoCode,Value
2021,,,,Gizaburuaga,"Per 100,000 inhabitants",Gizaburuaga,0.0
2019,,,,Gordexola,"Per 100,000 inhabitants",Gordexola,0.0
2011,,,,Gordexola,"Per 100,000 inhabitants",Gordexola,0.0
2012,,,,Gordexola,"Per 100,000 inhabitants",Gordexola,0.0
2020,,,,Gordexola,"Per 100,000 inhabitants",Gordexola,0.0
2013,,,,Gordexola,"Per 100,000 inhabitants",Gordexola,0.0
2015,,,,Gordexola,"Per 100,000 inhabitants",Gordexola,0.0
2014,,,,Gordexola,"Per 100,000 inhabitants",Gordexola,0.0
2021,,,,Gordexola,"Per 100,000 inhabitants",Gordexola,0.0
2022,,,,Gordexola,"Per 100,000 inhabitants",Gordexola,0.0
2017,,,,Gordexola,"Per 100,000 inhabitants",Gordexola,0.0
2023,,,,Gordexola,"Per 100,000 inhabitants",Gordexola,0.0
2018,,,,Gordexola,"Per 100,000 inhabitants",Gordexola,0.0
2016,,,,Gordexola,"Per 100,000 inhabitants",Gordexola,0.0
2010,,,,Gordexola,"Per 100,000 inhabitants",Gordexola,0.0
2019,,,,Gorliz,"Per 100,000 inhabitants",Gorliz,0.0
2018,,,,Gorliz,"Per 100,000 inhabitants",Gorliz,0.0
2017,,,,Gorliz,"Per 100,000 inhabitants",Gorliz,0.0
2015,,,,Gorliz,"Per 100,000 inhabitants",Gorliz,0.0
2023,,,,Gorliz,"Per 100,000 inhabitants",Gorliz,0.0
2022,,,,Gorliz,"Per 100,000 inhabitants",Gorliz,0.0
2020,,,,Gorliz,"Per 100,000 inhabitants",Gorliz,0.0
2010,,,,Gorliz,"Per 100,000 inhabitants",Gorliz,0.0
2016,,,,Gorliz,"Per 100,000 inhabitants",Gorliz,0.0
2013,,,,Gorliz,"Per 100,000 inhabitants",Gorliz,0.0
2014,,,,Gorliz,"Per 100,000 inhabitants",Gorliz,0.0
2021,,,,Gorliz,"Per 100,000 inhabitants",Gorliz,0.0
2012,,,,Gorliz,"Per 100,000 inhabitants",Gorliz,0.0
2011,,,,Gorliz,"Per 100,000 inhabitants",Gorliz,0.0
2022,,,,Güeñes,"Per 100,000 inhabitants",Güeñes,0.0
2019,,,,Güeñes,"Per 100,000 inhabitants",Güeñes,0.0
2018,,,,Güeñes,"Per 100,000 inhabitants",Güeñes,0.0
2012,,,,Güeñes,"Per 100,000 inhabitants",Güeñes,0.0
2016,,,,Güeñes,"Per 100,000 inhabitants",Güeñes,0.0
2023,,,,Güeñes,"Per 100,000 inhabitants",Güeñes,0.0
2017,,,,Güeñes,"Per 100,000 inhabitants",Güeñes,0.0
2021,,,,Güeñes,"Per 100,000 inhabitants",Güeñes,0.0
2020,,,,Güeñes,"Per 100,000 inhabitants",Güeñes,0.0
2011,,,,Güeñes,"Per 100,000 inhabitants",Güeñes,0.0
2015,,,,Güeñes,"Per 100,000 inhabitants",Güeñes,0.0
2010,,,,Güeñes,"Per 100,000 inhabitants",Güeñes,0.0
2014,,,,Güeñes,"Per 100,000 inhabitants",Güeñes,0.0
2013,,,,Güeñes,"Per 100,000 inhabitants",Güeñes,0.0
2014,,,,Harana/Valle de Arana,"Per 100,000 inhabitants",Harana/Valle de Arana,0.0
2019,,,,Harana/Valle de Arana,"Per 100,000 inhabitants",Harana/Valle de Arana,0.0
2015,,,,Harana/Valle de Arana,"Per 100,000 inhabitants",Harana/Valle de Arana,0.0
2012,,,,Harana/Valle de Arana,"Per 100,000 inhabitants",Harana/Valle de Arana,0.0
2021,,,,Harana/Valle de Arana,"Per 100,000 inhabitants",Harana/Valle de Arana,0.0
2018,,,,Harana/Valle de Arana,"Per 100,000 inhabitants",Harana/Valle de Arana,0.0
2022,,,,Harana/Valle de Arana,"Per 100,000 inhabitants",Harana/Valle de Arana,0.0
2013,,,,Harana/Valle de Arana,"Per 100,000 inhabitants",Harana/Valle de Arana,0.0
2011,,,,Harana/Valle de Arana,"Per 100,000 inhabitants",Harana/Valle de Arana,0.0
2017,,,,Harana/Valle de Arana,"Per 100,000 inhabitants",Harana/Valle de Arana,0.0
2016,,,,Harana/Valle de Arana,"Per 100,000 inhabitants",Harana/Valle de Arana,0.0
2010,,,,Harana/Valle de Arana,"Per 100,000 inhabitants",Harana/Valle de Arana,0.0
2020,,,,Harana/Valle de Arana,"Per 100,000 inhabitants",Harana/Valle de Arana,0.0
2023,,,,Harana/Valle de Arana,"Per 100,000 inhabitants",Harana/Valle de Arana,0.0
2020,,,,Hernani,"Per 100,000 inhabitants",Hernani,0.0
2012,,,,Hernani,"Per 100,000 inhabitants",Hernani,0.0
2019,,,,Hernani,"Per 100,000 inhabitants",Hernani,0.0
2015,,,,Hernani,"Per 100,000 inhabitants",Hernani,0.0
2011,,,,Hernani,"Per 100,000 inhabitants",Hernani,0.0
2022,,,,Hernani,"Per 100,000 inhabitants",Hernani,0.0
2023,,,,Hernani,"Per 100,000 inhabitants",Hernani,0.0
2014,,,,Hernani,"Per 100,000 inhabitants",Hernani,0.0
2013,,,,Hernani,"Per 100,000 inhabitants",Hernani,0.0
2017,,,,Hernani,"Per 100,000 inhabitants",Hernani,0.0
2021,,,,Hernani,"Per 100,000 inhabitants",Hernani,0.0
2010,,,,Hernani,"Per 100,000 inhabitants",Hernani,0.0
2018,,,,Hernani,"Per 100,000 inhabitants",Hernani,0.0
2016,,,,Hernani,"Per 100,000 inhabitants",Hernani,0.0
2020,,,,Hernialde,"Per 100,000 inhabitants",Hernialde,0.0
2022,,,,Hernialde,"Per 100,000 inhabitants",Hernialde,0.0
2017,,,,Hernialde,"Per 100,000 inhabitants",Hernialde,0.0
2016,,,,Hernialde,"Per 100,000 inhabitants",Hernialde,0.0
2021,,,,Hernialde,"Per 100,000 inhabitants",Hernialde,0.0
2011,,,,Hernialde,"Per 100,000 inhabitants",Hernialde,0.0
2023,,,,Hernialde,"Per 100,000 inhabitants",Hernialde,0.0
2015,,,,Hernialde,"Per 100,000 inhabitants",Hernialde,0.0
2019,,,,Hernialde,"Per 100,000 inhabitants",Hernialde,0.0
2018,,,,Hernialde,"Per 100,000 inhabitants",Hernialde,0.0
2010,,,,Hernialde,"Per 100,000 inhabitants",Hernialde,0.0
2014,,,,Hernialde,"Per 100,000 inhabitants",Hernialde,0.0
2013,,,,Hernialde,"Per 100,000 inhabitants",Hernialde,0.0
2012,,,,Hernialde,"Per 100,000 inhabitants",Hernialde,0.0
2022,,,,Hondarribia,"Per 100,000 inhabitants",Hondarribia,0.0
2021,,,,Hondarribia,"Per 100,000 inhabitants",Hondarribia,0.0
2023,,,,Hondarribia,"Per 100,000 inhabitants",Hondarribia,0.0
2014,,,,Hondarribia,"Per 100,000 inhabitants",Hondarribia,0.0
2019,,,,Hondarribia,"Per 100,000 inhabitants",Hondarribia,0.0
2017,,,,Hondarribia,"Per 100,000 inhabitants",Hondarribia,0.0
2018,,,,Hondarribia,"Per 100,000 inhabitants",Hondarribia,0.0
2010,,,,Hondarribia,"Per 100,000 inhabitants",Hondarribia,0.0
2015,,,,Hondarribia,"Per 100,000 inhabitants",Hondarribia,0.0
2011,,,,Hondarribia,"Per 100,000 inhabitants",Hondarribia,0.0
2016,,,,Hondarribia,"Per 100,000 inhabitants",Hondarribia,0.0
2012,,,,Hondarribia,"Per 100,000 inhabitants",Hondarribia,0.0
2020,,,,Hondarribia,"Per 100,000 inhabitants",Hondarribia,0.0
2013,,,,Hondarribia,"Per 100,000 inhabitants",Hondarribia,0.0
2023,,,,Ibarra,"Per 100,000 inhabitants",Ibarra,0.0
2014,,,,Ibarra,"Per 100,000 inhabitants",Ibarra,0.0
2018,,,,Ibarra,"Per 100,000 inhabitants",Ibarra,0.0
2011,,,,Ibarra,"Per 100,000 inhabitants",Ibarra,0.0
2015,,,,Ibarra,"Per 100,000 inhabitants",Ibarra,0.0
2022,,,,Ibarra,"Per 100,000 inhabitants",Ibarra,0.0
2020,,,,Ibarra,"Per 100,000 inhabitants",Ibarra,0.0
2010,,,,Ibarra,"Per 100,000 inhabitants",Ibarra,0.0
2017,,,,Ibarra,"Per 100,000 inhabitants",Ibarra,0.0
2012,,,,Ibarra,"Per 100,000 inhabitants",Ibarra,0.0
2019,,,,Ibarra,"Per 100,000 inhabitants",Ibarra,0.0
2016,,,,Ibarra,"Per 100,000 inhabitants",Ibarra,0.0
2013,,,,Ibarra,"Per 100,000 inhabitants",Ibarra,0.0
2021,,,,Ibarra,"Per 100,000 inhabitants",Ibarra,0.0
2015,,,,Ibarrangelu,"Per 100,000 inhabitants",Ibarrangelu,0.0
2018,,,,Ibarrangelu,"Per 100,000 inhabitants",Ibarrangelu,0.0
2021,,,,Ibarrangelu,"Per 100,000 inhabitants",Ibarrangelu,0.0
2016,,,,Ibarrangelu,"Per 100,000 inhabitants",Ibarrangelu,0.0
2014,,,,Ibarrangelu,"Per 100,000 inhabitants",Ibarrangelu,0.0
2022,,,,Ibarrangelu,"Per 100,000 inhabitants",Ibarrangelu,0.0
2011,,,,Ibarrangelu,"Per 100,000 inhabitants",Ibarrangelu,0.0
2020,,,,Ibarrangelu,"Per 100,000 inhabitants",Ibarrangelu,0.0
2017,,,,Ibarrangelu,"Per 100,000 inhabitants",Ibarrangelu,0.0
2019,,,,Ibarrangelu,"Per 100,000 inhabitants",Ibarrangelu,0.0
2010,,,,Ibarrangelu,"Per 100,000 inhabitants",Ibarrangelu,0.0
2012,,,,Ibarrangelu,"Per 100,000 inhabitants",Ibarrangelu,0.0
2013,,,,Ibarrangelu,"Per 100,000 inhabitants",Ibarrangelu,0.0
2023,,,,Ibarrangelu,"Per 100,000 inhabitants",Ibarrangelu,0.0
2017,,,,Idiazabal,"Per 100,000 inhabitants",Idiazabal,0.0
2014,,,,Idiazabal,"Per 100,000 inhabitants",Idiazabal,0.0
2016,,,,Idiazabal,"Per 100,000 inhabitants",Idiazabal,0.0
2010,,,,Idiazabal,"Per 100,000 inhabitants",Idiazabal,0.0
2011,,,,Idiazabal,"Per 100,000 inhabitants",Idiazabal,0.0
2023,,,,Idiazabal,"Per 100,000 inhabitants",Idiazabal,0.0
2018,,,,Idiazabal,"Per 100,000 inhabitants",Idiazabal,0.0
2019,,,,Idiazabal,"Per 100,000 inhabitants",Idiazabal,0.0
2021,,,,Idiazabal,"Per 100,000 inhabitants",Idiazabal,0.0
2015,,,,Idiazabal,"Per 100,000 inhabitants",Idiazabal,0.0
2020,,,,Idiazabal,"Per 100,000 inhabitants",Idiazabal,0.0
2012,,,,Idiazabal,"Per 100,000 inhabitants",Idiazabal,0.0
2013,,,,Idiazabal,"Per 100,000 inhabitants",Idiazabal,0.0
2022,,,,Idiazabal,"Per 100,000 inhabitants",Idiazabal,0.0
2018,,,,Igorre,"Per 100,000 inhabitants",Igorre,0.0
2013,,,,Igorre,"Per 100,000 inhabitants",Igorre,0.0
2017,,,,Igorre,"Per 100,000 inhabitants",Igorre,0.0
2012,,,,Igorre,"Per 100,000 inhabitants",Igorre,0.0
2010,,,,Igorre,"Per 100,000 inhabitants",Igorre,0.0
2021,,,,Igorre,"Per 100,000 inhabitants",Igorre,0.0
2022,,,,Igorre,"Per 100,000 inhabitants",Igorre,0.0
2016,,,,Igorre,"Per 100,000 inhabitants",Igorre,0.0
2023,,,,Igorre,"Per 100,000 inhabitants",Igorre,0.0
2020,,,,Igorre,"Per 100,000 inhabitants",Igorre,0.0
2019,,,,Igorre,"Per 100,000 inhabitants",Igorre,0.0
2011,,,,Igorre,"Per 100,000 inhabitants",Igorre,0.0
2015,,,,Igorre,"Per 100,000 inhabitants",Igorre,0.0
2014,,,,Igorre,"Per 100,000 inhabitants",Igorre,0.0
2023,,,,Ikaztegieta,"Per 100,000 inhabitants",Ikaztegieta,0.0
2015,,,,Ikaztegieta,"Per 100,000 inhabitants",Ikaztegieta,0.0
2010,,,,Ikaztegieta,"Per 100,000 inhabitants",Ikaztegieta,0.0
2019,,,,Ikaztegieta,"Per 100,000 inhabitants",Ikaztegieta,0.0
2014,,,,Ikaztegieta,"Per 100,000 inhabitants",Ikaztegieta,0.0
2011,,,,Ikaztegieta,"Per 100,000 inhabitants",Ikaztegieta,0.0
2018,,,,Ikaztegieta,"Per 100,000 inhabitants",Ikaztegieta,0.0
2017,,,,Ikaztegieta,"Per 100,000 inhabitants",Ikaztegieta,0.0
2020,,,,Ikaztegieta,"Per 100,000 inhabitants",Ikaztegieta,0.0
2022,,,,Ikaztegieta,"Per 100,000 inhabitants",Ikaztegieta,0.0
2013,,,,Ikaztegieta,"Per 100,000 inhabitants",Ikaztegieta,0.0
2021,,,,Ikaztegieta,"Per 100,000 inhabitants",Ikaztegieta,0.0
2012,,,,Ikaztegieta,"Per 100,000 inhabitants",Ikaztegieta,0.0
2016,,,,Ikaztegieta,"Per 100,000 inhabitants",Ikaztegieta,0.0
2011,,,,Irun,"Per 100,000 inhabitants",Irun,0.0
2017,,,,Irun,"Per 100,000 inhabitants",Irun,1.68
2014,,,,Irun,"Per 100,000 inhabitants",Irun,0.0
2019,,,,Irun,"Per 100,000 inhabitants",Irun,0.0
2021,,,,Irun,"Per 100,000 inhabitants",Irun,0.0
2012,,,,Irun,"Per 100,000 inhabitants",Irun,0.0
2018,,,,Irun,"Per 100,000 inhabitants",Irun,1.67
2010,,,,Irun,"Per 100,000 inhabitants",Irun,0.0
2015,,,,Irun,"Per 100,000 inhabitants",Irun,0.0
2023,,,,Irun,"Per 100,000 inhabitants",Irun,0.0
2022,,,,Irun,"Per 100,000 inhabitants",Irun,0.0
2013,,,,Irun,"Per 100,000 inhabitants",Irun,0.0
2016,,,,Irun,"Per 100,000 inhabitants",Irun,0.0
2020,,,,Irun,"Per 100,000 inhabitants",Irun,0.0
2013,,,,Iruña Oka/Iruña de Oca,"Per 100,000 inhabitants",Iruña Oka/Iruña de Oca,0.0
2023,,,,Iruña Oka/Iruña de Oca,"Per 100,000 inhabitants",Iruña Oka/Iruña de Oca,0.0
2011,,,,Iruña Oka/Iruña de Oca,"Per 100,000 inhabitants",Iruña Oka/Iruña de Oca,0.0
2010,,,,Iruña Oka/Iruña de Oca,"Per 100,000 inhabitants",Iruña Oka/Iruña de Oca,0.0
2017,,,,Iruña Oka/Iruña de Oca,"Per 100,000 inhabitants",Iruña Oka/Iruña de Oca,0.0
2018,,,,Iruña Oka/Iruña de Oca,"Per 100,000 inhabitants",Iruña Oka/Iruña de Oca,0.0
2019,,,,Iruña Oka/Iruña de Oca,"Per 100,000 inhabitants",Iruña Oka/Iruña de Oca,0.0
2020,,,,Iruña Oka/Iruña de Oca,"Per 100,000 inhabitants",Iruña Oka/Iruña de Oca,0.0
2014,,,,Iruña Oka/Iruña de Oca,"Per 100,000 inhabitants",Iruña Oka/Iruña de Oca,0.0
2022,,,,Iruña Oka/Iruña de Oca,"Per 100,000 inhabitants",Iruña Oka/Iruña de Oca,0.0
2021,,,,Iruña Oka/Iruña de Oca,"Per 100,000 inhabitants",Iruña Oka/Iruña de Oca,0.0
2015,,,,Iruña Oka/Iruña de Oca,"Per 100,000 inhabitants",Iruña Oka/Iruña de Oca,0.0
2012,,,,Iruña Oka/Iruña de Oca,"Per 100,000 inhabitants",Iruña Oka/Iruña de Oca,0.0
2016,,,,Iruña Oka/Iruña de Oca,"Per 100,000 inhabitants",Iruña Oka/Iruña de Oca,0.0
2017,,,,Irura,"Per 100,000 inhabitants",Irura,0.0
2013,,,,Irura,"Per 100,000 inhabitants",Irura,0.0
2022,,,,Irura,"Per 100,000 inhabitants",Irura,0.0
2023,,,,Irura,"Per 100,000 inhabitants",Irura,0.0
2014,,,,Irura,"Per 100,000 inhabitants",Irura,0.0
2011,,,,Irura,"Per 100,000 inhabitants",Irura,0.0
2015,,,,Irura,"Per 100,000 inhabitants",Irura,0.0
2021,,,,Irura,"Per 100,000 inhabitants",Irura,0.0
2012,,,,Irura,"Per 100,000 inhabitants",Irura,0.0
2016,,,,Irura,"Per 100,000 inhabitants",Irura,0.0
2019,,,,Irura,"Per 100,000 inhabitants",Irura,0.0
2020,,,,Irura,"Per 100,000 inhabitants",Irura,0.0
2018,,,,Irura,"Per 100,000 inhabitants",Irura,0.0
2010,,,,Irura,"Per 100,000 inhabitants",Irura,0.0
2012,,,,Iruraiz-Gauna,"Per 100,000 inhabitants",Iruraiz-Gauna,0.0
2015,,,,Iruraiz-Gauna,"Per 100,000 inhabitants",Iruraiz-Gauna,0.0
2021,,,,Iruraiz-Gauna,"Per 100,000 inhabitants",Iruraiz-Gauna,0.0
2017,,,,Iruraiz-Gauna,"Per 100,000 inhabitants",Iruraiz-Gauna,0.0
2016,,,,Iruraiz-Gauna,"Per 100,000 inhabitants",Iruraiz-Gauna,184.67
2010,,,,Iruraiz-Gauna,"Per 100,000 inhabitants",Iruraiz-Gauna,0.0
2020,,,,Iruraiz-Gauna,"Per 100,000 inhabitants",Iruraiz-Gauna,0.0
2014,,,,Iruraiz-Gauna,"Per 100,000 inhabitants",Iruraiz-Gauna,0.0
2019,,,,Iruraiz-Gauna,"Per 100,000 inhabitants",Iruraiz-Gauna,0.0
2011,,,,Iruraiz-Gauna,"Per 100,000 inhabitants",Iruraiz-Gauna,0.0
2022,,,,Iruraiz-Gauna,"Per 100,000 inhabitants",Iruraiz-Gauna,0.0
2023,,,,Iruraiz-Gauna,"Per 100,000 inhabitants",Iruraiz-Gauna,0.0
2013,,,,Iruraiz-Gauna,"Per 100,000 inhabitants",Iruraiz-Gauna,0.0
2018,,,,Iruraiz-Gauna,"Per 100,000 inhabitants",Iruraiz-Gauna,0.0
2013,,,,Ispaster,"Per 100,000 inhabitants",Ispaster,0.0
2014,,,,Ispaster,"Per 100,000 inhabitants",Ispaster,0.0
2011,,,,Ispaster,"Per 100,000 inhabitants",Ispaster,0.0
2020,,,,Ispaster,"Per 100,000 inhabitants",Ispaster,0.0
2012,,,,Ispaster,"Per 100,000 inhabitants",Ispaster,0.0
2022,,,,Ispaster,"Per 100,000 inhabitants",Ispaster,0.0
2021,,,,Ispaster,"Per 100,000 inhabitants",Ispaster,0.0
2016,,,,Ispaster,"Per 100,000 inhabitants",Ispaster,0.0
2023,,,,Ispaster,"Per 100,000 inhabitants",Ispaster,0.0
2010,,,,Ispaster,"Per 100,000 inhabitants",Ispaster,0.0
2017,,,,Ispaster,"Per 100,000 inhabitants",Ispaster,0.0
2019,,,,Ispaster,"Per 100,000 inhabitants",Ispaster,0.0
2015,,,,Ispaster,"Per 100,000 inhabitants",Ispaster,0.0
2018,,,,Ispaster,"Per 100,000 inhabitants",Ispaster,0.0
2017,,,,Itsasondo,"Per 100,000 inhabitants",Itsasondo,0.0
2014,,,,Itsasondo,"Per 100,000 inhabitants",Itsasondo,0.0
2019,,,,Itsasondo,"Per 100,000 inhabitants",Itsasondo,0.0
2011,,,,Itsasondo,"Per 100,000 inhabitants",Itsasondo,0.0
2020,,,,Itsasondo,"Per 100,000 inhabitants",Itsasondo,0.0
2013,,,,Itsasondo,"Per 100,000 inhabitants",Itsasondo,0.0
2021,,,,Itsasondo,"Per 100,000 inhabitants",Itsasondo,0.0
2022,,,,Itsasondo,"Per 100,000 inhabitants",Itsasondo,0.0
2016,,,,Itsasondo,"Per 100,000 inhabitants",Itsasondo,0.0
2012,,,,Itsasondo,"Per 100,000 inhabitants",Itsasondo,0.0
2023,,,,Itsasondo,"Per 100,000 inhabitants",Itsasondo,0.0
2018,,,,Itsasondo,"Per 100,000 inhabitants",Itsasondo,0.0
2015,,,,Itsasondo,"Per 100,000 inhabitants",Itsasondo,0.0
2010,,,,Itsasondo,"Per 100,000 inhabitants",Itsasondo,0.0
2013,,,,Iurreta,"Per 100,000 inhabitants",Iurreta,0.0
2014,,,,Iurreta,"Per 100,000 inhabitants",Iurreta,0.0
2010,,,,Iurreta,"Per 100,000 inhabitants",Iurreta,0.0
2022,,,,Iurreta,"Per 100,000 inhabitants",Iurreta,0.0
2021,,,,Iurreta,"Per 100,000 inhabitants",Iurreta,0.0
2019,,,,Iurreta,"Per 100,000 inhabitants",Iurreta,0.0
2018,,,,Iurreta,"Per 100,000 inhabitants",Iurreta,0.0
2011,,,,Iurreta,"Per 100,000 inhabitants",Iurreta,0.0
2023,,,,Iurreta,"Per 100,000 inhabitants",Iurreta,0.0
2012,,,,Iurreta,"Per 100,000 inhabitants",Iurreta,0.0
2015,,,,Iurreta,"Per 100,000 inhabitants",Iurreta,0.0
2016,,,,Iurreta,"Per 100,000 inhabitants",Iurreta,0.0
2020,,,,Iurreta,"Per 100,000 inhabitants",Iurreta,0.0
2017,,,,Iurreta,"Per 100,000 inhabitants",Iurreta,0.0
2020,,,,Izurtza,"Per 100,000 inhabitants",Izurtza,0.0
2019,,,,Izurtza,"Per 100,000 inhabitants",Izurtza,0.0
2015,,,,Izurtza,"Per 100,000 inhabitants",Izurtza,0.0
2021,,,,Izurtza,"Per 100,000 inhabitants",Izurtza,0.0
2018,,,,Izurtza,"Per 100,000 inhabitants",Izurtza,0.0
2023,,,,Izurtza,"Per 100,000 inhabitants",Izurtza,0.0
2014,,,,Izurtza,"Per 100,000 inhabitants",Izurtza,0.0
2022,,,,Izurtza,"Per 100,000 inhabitants",Izurtza,0.0
2016,,,,Izurtza,"Per 100,000 inhabitants",Izurtza,0.0
2011,,,,Izurtza,"Per 100,000 inhabitants",Izurtza,0.0
2010,,,,Izurtza,"Per 100,000 inhabitants",Izurtza,0.0
2013,,,,Izurtza,"Per 100,000 inhabitants",Izurtza,0.0
2012,,,,Izurtza,"Per 100,000 inhabitants",Izurtza,0.0
2017,,,,Izurtza,"Per 100,000 inhabitants",Izurtza,0.0
2012,,,,Karrantza Harana/Valle de Carranza,"Per 100,000 inhabitants",Karrantza Harana/Valle de Carranza,0.0
2023,,,,Karrantza Harana/Valle de Carranza,"Per 100,000 inhabitants",Karrantza Harana/Valle de Carranza,0.0
2019,,,,Karrantza Harana/Valle de Carranza,"Per 100,000 inhabitants",Karrantza Harana/Valle de Carranza,0.0
2022,,,,Karrantza Harana/Valle de Carranza,"Per 100,000 inhabitants",Karrantza Harana/Valle de Carranza,0.0
2014,,,,Karrantza Harana/Valle de Carranza,"Per 100,000 inhabitants",Karrantza Harana/Valle de Carranza,0.0
2020,,,,Karrantza Harana/Valle de Carranza,"Per 100,000 inhabitants",Karrantza Harana/Valle de Carranza,0.0
2015,,,,Karrantza Harana/Valle de Carranza,"Per 100,000 inhabitants",Karrantza Harana/Valle de Carranza,0.0
2011,,,,Karrantza Harana/Valle de Carranza,"Per 100,000 inhabitants",Karrantza Harana/Valle de Carranza,0.0
2013,,,,Karrantza Harana/Valle de Carranza,"Per 100,000 inhabitants",Karrantza Harana/Valle de Carranza,0.0
2016,,,,Karrantza Harana/Valle de Carranza,"Per 100,000 inhabitants",Karrantza Harana/Valle de Carranza,0.0
2010,,,,Karrantza Harana/Valle de Carranza,"Per 100,000 inhabitants",Karrantza Harana/Valle de Carranza,0.0
2017,,,,Karrantza Harana/Valle de Carranza,"Per 100,000 inhabitants",Karrantza Harana/Valle de Carranza,0.0
2021,,,,Karrantza Harana/Valle de Carranza,"Per 100,000 inhabitants",Karrantza Harana/Valle de Carranza,0.0
2018,,,,Karrantza Harana/Valle de Carranza,"Per 100,000 inhabitants",Karrantza Harana/Valle de Carranza,0.0
2010,,,,Kortezubi,"Per 100,000 inhabitants",Kortezubi,0.0
2020,,,,Kortezubi,"Per 100,000 inhabitants",Kortezubi,0.0
2015,,,,Kortezubi,"Per 100,000 inhabitants",Kortezubi,0.0
2014,,,,Kortezubi,"Per 100,000 inhabitants",Kortezubi,0.0
2016,,,,Kortezubi,"Per 100,000 inhabitants",Kortezubi,0.0
2017,,,,Kortezubi,"Per 100,000 inhabitants",Kortezubi,0.0
2019,,,,Kortezubi,"Per 100,000 inhabitants",Kortezubi,0.0
2018,,,,Kortezubi,"Per 100,000 inhabitants",Kortezubi,0.0
2012,,,,Kortezubi,"Per 100,000 inhabitants",Kortezubi,0.0
2011,,,,Kortezubi,"Per 100,000 inhabitants",Kortezubi,0.0
2021,,,,Kortezubi,"Per 100,000 inhabitants",Kortezubi,0.0
2023,,,,Kortezubi,"Per 100,000 inhabitants",Kortezubi,0.0
2022,,,,Kortezubi,"Per 100,000 inhabitants",Kortezubi,0.0
2013,,,,Kortezubi,"Per 100,000 inhabitants",Kortezubi,0.0
2022,,,,Kripan,"Per 100,000 inhabitants",Kripan,0.0
2015,,,,Kripan,"Per 100,000 inhabitants",Kripan,0.0
2010,,,,Kripan,"Per 100,000 inhabitants",Kripan,0.0
2020,,,,Kripan,"Per 100,000 inhabitants",Kripan,0.0
2023,,,,Kripan,"Per 100,000 inhabitants",Kripan,0.0
2011,,,,Kripan,"Per 100,000 inhabitants",Kripan,0.0
2014,,,,Kripan,"Per 100,000 inhabitants",Kripan,0.0
2019,,,,Kripan,"Per 100,000 inhabitants",Kripan,0.0
2012,,,,Kripan,"Per 100,000 inhabitants",Kripan,0.0
2016,,,,Kripan,"Per 100,000 inhabitants",Kripan,0.0
2018,,,,Kripan,"Per 100,000 inhabitants",Kripan,0.0
2021,,,,Kripan,"Per 100,000 inhabitants",Kripan,0.0
2017,,,,Kripan,"Per 100,000 inhabitants",Kripan,0.0
2013,,,,Kripan,"Per 100,000 inhabitants",Kripan,0.0
2014,,,,Kuartango,"Per 100,000 inhabitants",Kuartango,0.0
2013,,,,Kuartango,"Per 100,000 inhabitants",Kuartango,0.0
2011,,,,Kuartango,"Per 100,000 inhabitants",Kuartango,0.0
2010,,,,Kuartango,"Per 100,000 inhabitants",Kuartango,0.0
2015,,,,Kuartango,"Per 100,000 inhabitants",Kuartango,0.0
2017,,,,Kuartango,"Per 100,000 inhabitants",Kuartango,0.0
2016,,,,Kuartango,"Per 100,000 inhabitants",Kuartango,0.0
2012,,,,Kuartango,"Per 100,000 inhabitants",Kuartango,0.0
2019,,,,Kuartango,"Per 100,000 inhabitants",Kuartango,0.0
2018,,,,Kuartango,"Per 100,000 inhabitants",Kuartango,0.0
2022,,,,Kuartango,"Per 100,000 inhabitants",Kuartango,0.0
2020,,,,Kuartango,"Per 100,000 inhabitants",Kuartango,0.0
2023,,,,Kuartango,"Per 100,000 inhabitants",Kuartango,0.0
2021,,,,Kuartango,"Per 100,000 inhabitants",Kuartango,0.0
2020,,,,Labastida/Bastida,"Per 100,000 inhabitants",Labastida/Bastida,0.0
2019,,,,Labastida/Bastida,"Per 100,000 inhabitants",Labastida/Bastida,0.0
2022,,,,Labastida/Bastida,"Per 100,000 inhabitants",Labastida/Bastida,0.0
2012,,,,Labastida/Bastida,"Per 100,000 inhabitants",Labastida/Bastida,0.0
2021,,,,Labastida/Bastida,"Per 100,000 inhabitants",Labastida/Bastida,0.0
2014,,,,Labastida/Bastida,"Per 100,000 inhabitants",Labastida/Bastida,0.0
2011,,,,Labastida/Bastida,"Per 100,000 inhabitants",Labastida/Bastida,0.0
2023,,,,Labastida/Bastida,"Per 100,000 inhabitants",Labastida/Bastida,0.0
2017,,,,Labastida/Bastida,"Per 100,000 inhabitants",Labastida/Bastida,0.0
2015,,,,Labastida/Bastida,"Per 100,000 inhabitants",Labastida/Bastida,0.0
2016,,,,Labastida/Bastida,"Per 100,000 inhabitants",Labastida/Bastida,0.0
2018,,,,Labastida/Bastida,"Per 100,000 inhabitants",Labastida/Bastida,0.0
2013,,,,Labastida/Bastida,"Per 100,000 inhabitants",Labastida/Bastida,0.0
2010,,,,Labastida/Bastida,"Per 100,000 inhabitants",Labastida/Bastida,0.0
2013,,,,Lagrán,"Per 100,000 inhabitants",Lagrán,0.0
2010,,,,Lagrán,"Per 100,000 inhabitants",Lagrán,0.0
2014,,,,Lagrán,"Per 100,000 inhabitants",Lagrán,0.0
2012,,,,Lagrán,"Per 100,000 inhabitants",Lagrán,0.0
