Year,Series,Age,Sex,Type of contract,Province,County,Municipality,Units,GeoCode,Value
2021,Employment rate,16 years and over,,,,,Lanestosa,%,Lanestosa,40.5
2020,Employment rate,16 years and over,,,,,Lanestosa,%,Lanestosa,39.4
2019,Employment rate,16 years and over,,,,,Lantarón,%,Lantarón,48.1
2020,Employment rate,16 years and over,,,,,Lantarón,%,Lantarón,46.1
2018,Employment rate,16 years and over,,,,,Lantarón,%,Lantarón,47.1
2016,Employment rate,16 years and over,,,,,Lantarón,%,Lantarón,43.9
2015,Employment rate,16 years and over,,,,,Lantarón,%,Lantarón,45.3
2022,Employment rate,16 years and over,,,,,Lantarón,%,Lantarón,45.5
2010,Employment rate,16 years and over,,,,,Lantarón,%,Lantarón,44.1
2021,Employment rate,16 years and over,,,,,Lantarón,%,Lantarón,44.7
2023,Employment rate,16 years and over,,,,,Lantarón,%,Lantarón,45.0
2018,Employment rate,16 years and over,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,50.0
2023,Employment rate,16 years and over,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,51.8
2022,Employment rate,16 years and over,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,49.3
2019,Employment rate,16 years and over,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,50.2
2015,Employment rate,16 years and over,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,46.9
2016,Employment rate,16 years and over,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,47.9
2021,Employment rate,16 years and over,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,49.0
2010,Employment rate,16 years and over,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,46.8
2020,Employment rate,16 years and over,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,48.0
2023,Employment rate,16 years and over,,,,,Larrabetzu,%,Larrabetzu,58.9
2018,Employment rate,16 years and over,,,,,Larrabetzu,%,Larrabetzu,58.6
2010,Employment rate,16 years and over,,,,,Larrabetzu,%,Larrabetzu,57.2
2019,Employment rate,16 years and over,,,,,Larrabetzu,%,Larrabetzu,58.7
2022,Employment rate,16 years and over,,,,,Larrabetzu,%,Larrabetzu,57.5
2020,Employment rate,16 years and over,,,,,Larrabetzu,%,Larrabetzu,57.7
2016,Employment rate,16 years and over,,,,,Larrabetzu,%,Larrabetzu,58.0
2021,Employment rate,16 years and over,,,,,Larrabetzu,%,Larrabetzu,55.9
2015,Employment rate,16 years and over,,,,,Larrabetzu,%,Larrabetzu,58.6
2022,Employment rate,16 years and over,,,,,Larraul,%,Larraul,60.0
2018,Employment rate,16 years and over,,,,,Larraul,%,Larraul,66.1
2016,Employment rate,16 years and over,,,,,Larraul,%,Larraul,60.8
2020,Employment rate,16 years and over,,,,,Larraul,%,Larraul,64.8
2021,Employment rate,16 years and over,,,,,Larraul,%,Larraul,60.8
2010,Employment rate,16 years and over,,,,,Larraul,%,Larraul,69.4
2015,Employment rate,16 years and over,,,,,Larraul,%,Larraul,58.9
2019,Employment rate,16 years and over,,,,,Larraul,%,Larraul,63.3
2023,Employment rate,16 years and over,,,,,Larraul,%,Larraul,61.0
2015,Employment rate,16 years and over,,,,,Lasarte-Oria,%,Lasarte-Oria,48.6
2022,Employment rate,16 years and over,,,,,Lasarte-Oria,%,Lasarte-Oria,52.9
2016,Employment rate,16 years and over,,,,,Lasarte-Oria,%,Lasarte-Oria,48.2
2020,Employment rate,16 years and over,,,,,Lasarte-Oria,%,Lasarte-Oria,51.3
2018,Employment rate,16 years and over,,,,,Lasarte-Oria,%,Lasarte-Oria,50.1
2010,Employment rate,16 years and over,,,,,Lasarte-Oria,%,Lasarte-Oria,50.4
2023,Employment rate,16 years and over,,,,,Lasarte-Oria,%,Lasarte-Oria,53.3
2021,Employment rate,16 years and over,,,,,Lasarte-Oria,%,Lasarte-Oria,50.8
2019,Employment rate,16 years and over,,,,,Lasarte-Oria,%,Lasarte-Oria,51.1
2021,Employment rate,16 years and over,,,,,Laudio/Llodio,%,Laudio/Llodio,46.7
2022,Employment rate,16 years and over,,,,,Laudio/Llodio,%,Laudio/Llodio,48.8
2016,Employment rate,16 years and over,,,,,Laudio/Llodio,%,Laudio/Llodio,45.6
2019,Employment rate,16 years and over,,,,,Laudio/Llodio,%,Laudio/Llodio,47.2
2023,Employment rate,16 years and over,,,,,Laudio/Llodio,%,Laudio/Llodio,48.9
2015,Employment rate,16 years and over,,,,,Laudio/Llodio,%,Laudio/Llodio,45.8
2020,Employment rate,16 years and over,,,,,Laudio/Llodio,%,Laudio/Llodio,47.5
2018,Employment rate,16 years and over,,,,,Laudio/Llodio,%,Laudio/Llodio,47.0
2010,Employment rate,16 years and over,,,,,Laudio/Llodio,%,Laudio/Llodio,48.1
2016,Employment rate,16 years and over,,,,,Laukiz,%,Laukiz,51.2
2022,Employment rate,16 years and over,,,,,Laukiz,%,Laukiz,53.4
2021,Employment rate,16 years and over,,,,,Laukiz,%,Laukiz,51.2
2020,Employment rate,16 years and over,,,,,Laukiz,%,Laukiz,51.0
2018,Employment rate,16 years and over,,,,,Laukiz,%,Laukiz,50.6
2010,Employment rate,16 years and over,,,,,Laukiz,%,Laukiz,54.7
2023,Employment rate,16 years and over,,,,,Laukiz,%,Laukiz,55.8
2015,Employment rate,16 years and over,,,,,Laukiz,%,Laukiz,51.8
2019,Employment rate,16 years and over,,,,,Laukiz,%,Laukiz,51.6
2010,Employment rate,16 years and over,,,,,Lazkao,%,Lazkao,52.7
2015,Employment rate,16 years and over,,,,,Lazkao,%,Lazkao,52.8
2020,Employment rate,16 years and over,,,,,Lazkao,%,Lazkao,56.2
2016,Employment rate,16 years and over,,,,,Lazkao,%,Lazkao,53.8
2018,Employment rate,16 years and over,,,,,Lazkao,%,Lazkao,55.5
2023,Employment rate,16 years and over,,,,,Lazkao,%,Lazkao,57.7
2022,Employment rate,16 years and over,,,,,Lazkao,%,Lazkao,57.5
2021,Employment rate,16 years and over,,,,,Lazkao,%,Lazkao,55.4
2019,Employment rate,16 years and over,,,,,Lazkao,%,Lazkao,56.0
2023,Employment rate,16 years and over,,,,,Leaburu,%,Leaburu,53.8
2022,Employment rate,16 years and over,,,,,Leaburu,%,Leaburu,52.3
2010,Employment rate,16 years and over,,,,,Leaburu,%,Leaburu,52.7
2016,Employment rate,16 years and over,,,,,Leaburu,%,Leaburu,49.2
2015,Employment rate,16 years and over,,,,,Leaburu,%,Leaburu,49.2
2021,Employment rate,16 years and over,,,,,Leaburu,%,Leaburu,52.0
2019,Employment rate,16 years and over,,,,,Leaburu,%,Leaburu,51.4
2018,Employment rate,16 years and over,,,,,Leaburu,%,Leaburu,52.5
2020,Employment rate,16 years and over,,,,,Leaburu,%,Leaburu,52.2
2016,Employment rate,16 years and over,,,,,Legazpi,%,Legazpi,47.7
2015,Employment rate,16 years and over,,,,,Legazpi,%,Legazpi,48.0
2022,Employment rate,16 years and over,,,,,Legazpi,%,Legazpi,50.0
2010,Employment rate,16 years and over,,,,,Legazpi,%,Legazpi,49.0
2021,Employment rate,16 years and over,,,,,Legazpi,%,Legazpi,48.9
2018,Employment rate,16 years and over,,,,,Legazpi,%,Legazpi,49.5
2023,Employment rate,16 years and over,,,,,Legazpi,%,Legazpi,51.0
2020,Employment rate,16 years and over,,,,,Legazpi,%,Legazpi,50.1
2019,Employment rate,16 years and over,,,,,Legazpi,%,Legazpi,50.3
2018,Employment rate,16 years and over,,,,,Legorreta,%,Legorreta,50.9
2015,Employment rate,16 years and over,,,,,Legorreta,%,Legorreta,50.5
2016,Employment rate,16 years and over,,,,,Legorreta,%,Legorreta,50.4
2023,Employment rate,16 years and over,,,,,Legorreta,%,Legorreta,54.4
2021,Employment rate,16 years and over,,,,,Legorreta,%,Legorreta,52.2
2020,Employment rate,16 years and over,,,,,Legorreta,%,Legorreta,52.4
2019,Employment rate,16 years and over,,,,,Legorreta,%,Legorreta,52.3
2010,Employment rate,16 years and over,,,,,Legorreta,%,Legorreta,51.9
2022,Employment rate,16 years and over,,,,,Legorreta,%,Legorreta,54.4
2015,Employment rate,16 years and over,,,,,Legutio,%,Legutio,57.1
2018,Employment rate,16 years and over,,,,,Legutio,%,Legutio,59.8
2016,Employment rate,16 years and over,,,,,Legutio,%,Legutio,56.0
2022,Employment rate,16 years and over,,,,,Legutio,%,Legutio,58.1
2020,Employment rate,16 years and over,,,,,Legutio,%,Legutio,57.3
2010,Employment rate,16 years and over,,,,,Legutio,%,Legutio,57.0
2021,Employment rate,16 years and over,,,,,Legutio,%,Legutio,55.2
2019,Employment rate,16 years and over,,,,,Legutio,%,Legutio,57.0
2023,Employment rate,16 years and over,,,,,Legutio,%,Legutio,57.0
2010,Employment rate,16 years and over,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,56.8
2022,Employment rate,16 years and over,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,53.1
2016,Employment rate,16 years and over,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,55.9
2015,Employment rate,16 years and over,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,56.0
2021,Employment rate,16 years and over,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,51.2
2023,Employment rate,16 years and over,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,53.7
2019,Employment rate,16 years and over,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,59.2
2018,Employment rate,16 years and over,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,56.5
2020,Employment rate,16 years and over,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,57.4
2010,Employment rate,16 years and over,,,,,Leioa,%,Leioa,53.5
2016,Employment rate,16 years and over,,,,,Leioa,%,Leioa,51.9
2019,Employment rate,16 years and over,,,,,Leioa,%,Leioa,53.7
2018,Employment rate,16 years and over,,,,,Leioa,%,Leioa,53.1
2020,Employment rate,16 years and over,,,,,Leioa,%,Leioa,53.8
2021,Employment rate,16 years and over,,,,,Leioa,%,Leioa,52.9
2023,Employment rate,16 years and over,,,,,Leioa,%,Leioa,55.2
2022,Employment rate,16 years and over,,,,,Leioa,%,Leioa,54.0
2015,Employment rate,16 years and over,,,,,Leioa,%,Leioa,52.1
2020,Employment rate,16 years and over,,,,,Lekeitio,%,Lekeitio,45.8
2010,Employment rate,16 years and over,,,,,Lekeitio,%,Lekeitio,45.4
2019,Employment rate,16 years and over,,,,,Lekeitio,%,Lekeitio,45.4
2016,Employment rate,16 years and over,,,,,Lekeitio,%,Lekeitio,43.7
2018,Employment rate,16 years and over,,,,,Lekeitio,%,Lekeitio,44.8
2021,Employment rate,16 years and over,,,,,Lekeitio,%,Lekeitio,45.6
2022,Employment rate,16 years and over,,,,,Lekeitio,%,Lekeitio,46.9
2015,Employment rate,16 years and over,,,,,Lekeitio,%,Lekeitio,44.7
2023,Employment rate,16 years and over,,,,,Lekeitio,%,Lekeitio,48.5
2020,Employment rate,16 years and over,,,,,Lemoa,%,Lemoa,55.7
2010,Employment rate,16 years and over,,,,,Lemoa,%,Lemoa,53.5
2022,Employment rate,16 years and over,,,,,Lemoa,%,Lemoa,57.0
2018,Employment rate,16 years and over,,,,,Lemoa,%,Lemoa,55.6
2021,Employment rate,16 years and over,,,,,Lemoa,%,Lemoa,56.1
2019,Employment rate,16 years and over,,,,,Lemoa,%,Lemoa,55.8
2016,Employment rate,16 years and over,,,,,Lemoa,%,Lemoa,54.7
2023,Employment rate,16 years and over,,,,,Lemoa,%,Lemoa,58.9
2015,Employment rate,16 years and over,,,,,Lemoa,%,Lemoa,54.0
2019,Employment rate,16 years and over,,,,,Lemoiz,%,Lemoiz,60.2
2020,Employment rate,16 years and over,,,,,Lemoiz,%,Lemoiz,61.2
2016,Employment rate,16 years and over,,,,,Lemoiz,%,Lemoiz,58.1
2010,Employment rate,16 years and over,,,,,Lemoiz,%,Lemoiz,54.3
2022,Employment rate,16 years and over,,,,,Lemoiz,%,Lemoiz,59.3
2018,Employment rate,16 years and over,,,,,Lemoiz,%,Lemoiz,59.7
2021,Employment rate,16 years and over,,,,,Lemoiz,%,Lemoiz,57.7
2015,Employment rate,16 years and over,,,,,Lemoiz,%,Lemoiz,57.9
2023,Employment rate,16 years and over,,,,,Lemoiz,%,Lemoiz,59.8
2019,Employment rate,16 years and over,,,,,Leza,%,Leza,47.3
2015,Employment rate,16 years and over,,,,,Leza,%,Leza,51.6
2023,Employment rate,16 years and over,,,,,Leza,%,Leza,49.2
2018,Employment rate,16 years and over,,,,,Leza,%,Leza,46.7
2022,Employment rate,16 years and over,,,,,Leza,%,Leza,49.7
2021,Employment rate,16 years and over,,,,,Leza,%,Leza,48.1
2016,Employment rate,16 years and over,,,,,Leza,%,Leza,46.5
2010,Employment rate,16 years and over,,,,,Leza,%,Leza,50.7
2020,Employment rate,16 years and over,,,,,Leza,%,Leza,47.1
2020,Employment rate,16 years and over,,,,,Lezama,%,Lezama,55.3
2010,Employment rate,16 years and over,,,,,Lezama,%,Lezama,55.8
2022,Employment rate,16 years and over,,,,,Lezama,%,Lezama,56.1
2019,Employment rate,16 years and over,,,,,Lezama,%,Lezama,54.6
2016,Employment rate,16 years and over,,,,,Lezama,%,Lezama,55.3
2021,Employment rate,16 years and over,,,,,Lezama,%,Lezama,53.3
2015,Employment rate,16 years and over,,,,,Lezama,%,Lezama,54.7
2023,Employment rate,16 years and over,,,,,Lezama,%,Lezama,56.9
2018,Employment rate,16 years and over,,,,,Lezama,%,Lezama,55.0
2021,Employment rate,16 years and over,,,,,Lezo,%,Lezo,55.8
2015,Employment rate,16 years and over,,,,,Lezo,%,Lezo,54.4
2010,Employment rate,16 years and over,,,,,Lezo,%,Lezo,56.8
2022,Employment rate,16 years and over,,,,,Lezo,%,Lezo,57.8
2019,Employment rate,16 years and over,,,,,Lezo,%,Lezo,56.7
2016,Employment rate,16 years and over,,,,,Lezo,%,Lezo,55.2
2020,Employment rate,16 years and over,,,,,Lezo,%,Lezo,56.8
2018,Employment rate,16 years and over,,,,,Lezo,%,Lezo,56.6
2023,Employment rate,16 years and over,,,,,Lezo,%,Lezo,57.6
2016,Employment rate,16 years and over,,,,,Lizartza,%,Lizartza,52.0
2010,Employment rate,16 years and over,,,,,Lizartza,%,Lizartza,52.4
2021,Employment rate,16 years and over,,,,,Lizartza,%,Lizartza,50.1
2023,Employment rate,16 years and over,,,,,Lizartza,%,Lizartza,51.9
2020,Employment rate,16 years and over,,,,,Lizartza,%,Lizartza,51.0
2022,Employment rate,16 years and over,,,,,Lizartza,%,Lizartza,51.7
2015,Employment rate,16 years and over,,,,,Lizartza,%,Lizartza,49.9
2018,Employment rate,16 years and over,,,,,Lizartza,%,Lizartza,49.6
2019,Employment rate,16 years and over,,,,,Lizartza,%,Lizartza,48.6
2015,Employment rate,16 years and over,,,,,Loiu,%,Loiu,52.5
2019,Employment rate,16 years and over,,,,,Loiu,%,Loiu,50.3
2022,Employment rate,16 years and over,,,,,Loiu,%,Loiu,53.6
2010,Employment rate,16 years and over,,,,,Loiu,%,Loiu,50.5
2023,Employment rate,16 years and over,,,,,Loiu,%,Loiu,54.6
2021,Employment rate,16 years and over,,,,,Loiu,%,Loiu,48.9
2020,Employment rate,16 years and over,,,,,Loiu,%,Loiu,50.3
2018,Employment rate,16 years and over,,,,,Loiu,%,Loiu,50.9
2016,Employment rate,16 years and over,,,,,Loiu,%,Loiu,52.0
2015,Employment rate,16 years and over,,,,,Mallabia,%,Mallabia,51.9
2018,Employment rate,16 years and over,,,,,Mallabia,%,Mallabia,53.8
2019,Employment rate,16 years and over,,,,,Mallabia,%,Mallabia,52.5
2020,Employment rate,16 years and over,,,,,Mallabia,%,Mallabia,53.7
2016,Employment rate,16 years and over,,,,,Mallabia,%,Mallabia,51.3
2022,Employment rate,16 years and over,,,,,Mallabia,%,Mallabia,53.7
2010,Employment rate,16 years and over,,,,,Mallabia,%,Mallabia,55.1
2021,Employment rate,16 years and over,,,,,Mallabia,%,Mallabia,51.7
2023,Employment rate,16 years and over,,,,,Mallabia,%,Mallabia,56.1
2015,Employment rate,16 years and over,,,,,Mañaria,%,Mañaria,53.9
2010,Employment rate,16 years and over,,,,,Mañaria,%,Mañaria,51.8
2022,Employment rate,16 years and over,,,,,Mañaria,%,Mañaria,59.1
2016,Employment rate,16 years and over,,,,,Mañaria,%,Mañaria,55.3
2023,Employment rate,16 years and over,,,,,Mañaria,%,Mañaria,60.3
2020,Employment rate,16 years and over,,,,,Mañaria,%,Mañaria,60.0
2021,Employment rate,16 years and over,,,,,Mañaria,%,Mañaria,57.2
2018,Employment rate,16 years and over,,,,,Mañaria,%,Mañaria,53.7
2019,Employment rate,16 years and over,,,,,Mañaria,%,Mañaria,58.1
2010,Employment rate,16 years and over,,,,,Markina-Xemein,%,Markina-Xemein,50.9
2020,Employment rate,16 years and over,,,,,Markina-Xemein,%,Markina-Xemein,52.1
2019,Employment rate,16 years and over,,,,,Markina-Xemein,%,Markina-Xemein,51.9
2016,Employment rate,16 years and over,,,,,Markina-Xemein,%,Markina-Xemein,51.5
2023,Employment rate,16 years and over,,,,,Markina-Xemein,%,Markina-Xemein,53.1
2018,Employment rate,16 years and over,,,,,Markina-Xemein,%,Markina-Xemein,53.3
2021,Employment rate,16 years and over,,,,,Markina-Xemein,%,Markina-Xemein,50.7
2015,Employment rate,16 years and over,,,,,Markina-Xemein,%,Markina-Xemein,51.1
2022,Employment rate,16 years and over,,,,,Markina-Xemein,%,Markina-Xemein,51.9
2019,Employment rate,16 years and over,,,,,Maruri-Jatabe,%,Maruri-Jatabe,54.4
2015,Employment rate,16 years and over,,,,,Maruri-Jatabe,%,Maruri-Jatabe,54.7
2018,Employment rate,16 years and over,,,,,Maruri-Jatabe,%,Maruri-Jatabe,54.8
2020,Employment rate,16 years and over,,,,,Maruri-Jatabe,%,Maruri-Jatabe,55.6
2021,Employment rate,16 years and over,,,,,Maruri-Jatabe,%,Maruri-Jatabe,53.2
2016,Employment rate,16 years and over,,,,,Maruri-Jatabe,%,Maruri-Jatabe,55.2
2023,Employment rate,16 years and over,,,,,Maruri-Jatabe,%,Maruri-Jatabe,56.1
2010,Employment rate,16 years and over,,,,,Maruri-Jatabe,%,Maruri-Jatabe,56.4
2022,Employment rate,16 years and over,,,,,Maruri-Jatabe,%,Maruri-Jatabe,55.5
2019,Employment rate,16 years and over,,,,,Mendaro,%,Mendaro,55.8
2023,Employment rate,16 years and over,,,,,Mendaro,%,Mendaro,57.0
2010,Employment rate,16 years and over,,,,,Mendaro,%,Mendaro,56.8
2015,Employment rate,16 years and over,,,,,Mendaro,%,Mendaro,55.1
2020,Employment rate,16 years and over,,,,,Mendaro,%,Mendaro,55.4
2021,Employment rate,16 years and over,,,,,Mendaro,%,Mendaro,55.0
2022,Employment rate,16 years and over,,,,,Mendaro,%,Mendaro,56.7
2016,Employment rate,16 years and over,,,,,Mendaro,%,Mendaro,55.2
2018,Employment rate,16 years and over,,,,,Mendaro,%,Mendaro,56.3
2021,Employment rate,16 years and over,,,,,Mendata,%,Mendata,55.1
2023,Employment rate,16 years and over,,,,,Mendata,%,Mendata,54.3
2020,Employment rate,16 years and over,,,,,Mendata,%,Mendata,56.2
2010,Employment rate,16 years and over,,,,,Mendata,%,Mendata,52.1
2019,Employment rate,16 years and over,,,,,Mendata,%,Mendata,52.8
2022,Employment rate,16 years and over,,,,,Mendata,%,Mendata,55.8
2018,Employment rate,16 years and over,,,,,Mendata,%,Mendata,54.5
2016,Employment rate,16 years and over,,,,,Mendata,%,Mendata,56.9
2015,Employment rate,16 years and over,,,,,Mendata,%,Mendata,56.5
2021,Employment rate,16 years and over,,,,,Mendexa,%,Mendexa,52.3
2019,Employment rate,16 years and over,,,,,Mendexa,%,Mendexa,52.6
2016,Employment rate,16 years and over,,,,,Mendexa,%,Mendexa,51.8
2022,Employment rate,16 years and over,,,,,Mendexa,%,Mendexa,54.8
2015,Employment rate,16 years and over,,,,,Mendexa,%,Mendexa,51.9
2010,Employment rate,16 years and over,,,,,Mendexa,%,Mendexa,51.7
2020,Employment rate,16 years and over,,,,,Mendexa,%,Mendexa,52.6
2023,Employment rate,16 years and over,,,,,Mendexa,%,Mendexa,54.9
2018,Employment rate,16 years and over,,,,,Mendexa,%,Mendexa,54.6
2020,Employment rate,16 years and over,,,,,Meñaka,%,Meñaka,55.2
2022,Employment rate,16 years and over,,,,,Meñaka,%,Meñaka,53.7
2015,Employment rate,16 years and over,,,,,Meñaka,%,Meñaka,53.4
2021,Employment rate,16 years and over,,,,,Meñaka,%,Meñaka,55.3
2018,Employment rate,16 years and over,,,,,Meñaka,%,Meñaka,56.0
2023,Employment rate,16 years and over,,,,,Meñaka,%,Meñaka,54.4
2019,Employment rate,16 years and over,,,,,Meñaka,%,Meñaka,55.9
2010,Employment rate,16 years and over,,,,,Meñaka,%,Meñaka,54.1
2016,Employment rate,16 years and over,,,,,Meñaka,%,Meñaka,53.4
2015,Employment rate,16 years and over,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,39.5
2018,Employment rate,16 years and over,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,44.3
2016,Employment rate,16 years and over,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,38.3
2020,Employment rate,16 years and over,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,50.0
2022,Employment rate,16 years and over,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,55.3
2019,Employment rate,16 years and over,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,48.7
2010,Employment rate,16 years and over,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,40.2
2021,Employment rate,16 years and over,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,55.0
2023,Employment rate,16 years and over,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,51.9
2010,Employment rate,16 years and over,,,,,Morga,%,Morga,53.4
2015,Employment rate,16 years and over,,,,,Morga,%,Morga,51.7
2023,Employment rate,16 years and over,,,,,Morga,%,Morga,52.0
2018,Employment rate,16 years and over,,,,,Morga,%,Morga,50.1
2019,Employment rate,16 years and over,,,,,Morga,%,Morga,51.7
