Year,Serie,Sexua,Cobertura,Residencia,Discapacidad,Lurraldea,Eskualdea,Udalerria,Unidad,GeoCode,Value
2011,AES,,TIT,,,,,Plentzia,1.000 biztanle bakoitzeko,Plentzia,2.5
2012,AES,,TIT,,,,,Plentzia,1.000 biztanle bakoitzeko,Plentzia,3.9
2013,AES,,TIT,,,,,Plentzia,1.000 biztanle bakoitzeko,Plentzia,6.6
2014,AES,,TIT,,,,,Plentzia,1.000 biztanle bakoitzeko,Plentzia,7.5
2015,AES,,TIT,,,,,Plentzia,1.000 biztanle bakoitzeko,Plentzia,7.5
2016,AES,,TIT,,,,,Plentzia,1.000 biztanle bakoitzeko,Plentzia,7.6
2017,AES,,TIT,,,,,Plentzia,1.000 biztanle bakoitzeko,Plentzia,5.5
2018,AES,,TIT,,,,,Plentzia,1.000 biztanle bakoitzeko,Plentzia,4.3
2019,AES,,TIT,,,,,Plentzia,1.000 biztanle bakoitzeko,Plentzia,3.9
2020,AES,,TIT,,,,,Plentzia,1.000 biztanle bakoitzeko,Plentzia,7.6
2021,AES,,TIT,,,,,Plentzia,1.000 biztanle bakoitzeko,Plentzia,4.5
2022,AES,,TIT,,,,,Plentzia,1.000 biztanle bakoitzeko,Plentzia,5.2
2010,AES,,TIT,,,,,Portugalete,1.000 biztanle bakoitzeko,Portugalete,8.4
2011,AES,,TIT,,,,,Portugalete,1.000 biztanle bakoitzeko,Portugalete,7.1
2012,AES,,TIT,,,,,Portugalete,1.000 biztanle bakoitzeko,Portugalete,7.3
2013,AES,,TIT,,,,,Portugalete,1.000 biztanle bakoitzeko,Portugalete,8.7
2014,AES,,TIT,,,,,Portugalete,1.000 biztanle bakoitzeko,Portugalete,9.7
2015,AES,,TIT,,,,,Portugalete,1.000 biztanle bakoitzeko,Portugalete,10.9
2016,AES,,TIT,,,,,Portugalete,1.000 biztanle bakoitzeko,Portugalete,11.3
2017,AES,,TIT,,,,,Portugalete,1.000 biztanle bakoitzeko,Portugalete,12.1
2018,AES,,TIT,,,,,Portugalete,1.000 biztanle bakoitzeko,Portugalete,11.0
2019,AES,,TIT,,,,,Portugalete,1.000 biztanle bakoitzeko,Portugalete,11.7
2020,AES,,TIT,,,,,Portugalete,1.000 biztanle bakoitzeko,Portugalete,15.3
2021,AES,,TIT,,,,,Portugalete,1.000 biztanle bakoitzeko,Portugalete,14.0
2022,AES,,TIT,,,,,Portugalete,1.000 biztanle bakoitzeko,Portugalete,13.4
2010,AES,,TIT,,,,,Errigoiti,1.000 biztanle bakoitzeko,Errigoiti,1.9
2011,AES,,TIT,,,,,Errigoiti,1.000 biztanle bakoitzeko,Errigoiti,1.9
2012,AES,,TIT,,,,,Errigoiti,1.000 biztanle bakoitzeko,Errigoiti,1.9
2013,AES,,TIT,,,,,Errigoiti,1.000 biztanle bakoitzeko,Errigoiti,2.0
2014,AES,,TIT,,,,,Errigoiti,1.000 biztanle bakoitzeko,Errigoiti,4.0
2015,AES,,TIT,,,,,Errigoiti,1.000 biztanle bakoitzeko,Errigoiti,2.0
2016,AES,,TIT,,,,,Errigoiti,1.000 biztanle bakoitzeko,Errigoiti,4.0
2017,AES,,TIT,,,,,Errigoiti,1.000 biztanle bakoitzeko,Errigoiti,4.0
2018,AES,,TIT,,,,,Errigoiti,1.000 biztanle bakoitzeko,Errigoiti,4.1
2019,AES,,TIT,,,,,Errigoiti,1.000 biztanle bakoitzeko,Errigoiti,4.1
2020,AES,,TIT,,,,,Errigoiti,1.000 biztanle bakoitzeko,Errigoiti,10.2
2021,AES,,TIT,,,,,Errigoiti,1.000 biztanle bakoitzeko,Errigoiti,10.1
2022,AES,,TIT,,,,,Errigoiti,1.000 biztanle bakoitzeko,Errigoiti,5.9
2010,AES,,TIT,,,,,Valle de Trápaga-Trapagaran,1.000 biztanle bakoitzeko,Valle de Trápaga-Trapagaran,9.0
2011,AES,,TIT,,,,,Valle de Trápaga-Trapagaran,1.000 biztanle bakoitzeko,Valle de Trápaga-Trapagaran,6.4
2012,AES,,TIT,,,,,Valle de Trápaga-Trapagaran,1.000 biztanle bakoitzeko,Valle de Trápaga-Trapagaran,8.0
2013,AES,,TIT,,,,,Valle de Trápaga-Trapagaran,1.000 biztanle bakoitzeko,Valle de Trápaga-Trapagaran,11.0
2014,AES,,TIT,,,,,Valle de Trápaga-Trapagaran,1.000 biztanle bakoitzeko,Valle de Trápaga-Trapagaran,11.4
2015,AES,,TIT,,,,,Valle de Trápaga-Trapagaran,1.000 biztanle bakoitzeko,Valle de Trápaga-Trapagaran,14.9
2016,AES,,TIT,,,,,Valle de Trápaga-Trapagaran,1.000 biztanle bakoitzeko,Valle de Trápaga-Trapagaran,18.7
2017,AES,,TIT,,,,,Valle de Trápaga-Trapagaran,1.000 biztanle bakoitzeko,Valle de Trápaga-Trapagaran,14.2
2018,AES,,TIT,,,,,Valle de Trápaga-Trapagaran,1.000 biztanle bakoitzeko,Valle de Trápaga-Trapagaran,15.1
2019,AES,,TIT,,,,,Valle de Trápaga-Trapagaran,1.000 biztanle bakoitzeko,Valle de Trápaga-Trapagaran,12.5
2020,AES,,TIT,,,,,Valle de Trápaga-Trapagaran,1.000 biztanle bakoitzeko,Valle de Trápaga-Trapagaran,13.9
2021,AES,,TIT,,,,,Valle de Trápaga-Trapagaran,1.000 biztanle bakoitzeko,Valle de Trápaga-Trapagaran,13.5
2022,AES,,TIT,,,,,Valle de Trápaga-Trapagaran,1.000 biztanle bakoitzeko,Valle de Trápaga-Trapagaran,14.8
2010,AES,,TIT,,,,,Lezama,1.000 biztanle bakoitzeko,Lezama,7.3
2011,AES,,TIT,,,,,Lezama,1.000 biztanle bakoitzeko,Lezama,2.8
2012,AES,,TIT,,,,,Lezama,1.000 biztanle bakoitzeko,Lezama,2.5
2013,AES,,TIT,,,,,Lezama,1.000 biztanle bakoitzeko,Lezama,4.6
2014,AES,,TIT,,,,,Lezama,1.000 biztanle bakoitzeko,Lezama,2.1
2015,AES,,TIT,,,,,Lezama,1.000 biztanle bakoitzeko,Lezama,3.8
2016,AES,,TIT,,,,,Lezama,1.000 biztanle bakoitzeko,Lezama,4.2
2017,AES,,TIT,,,,,Lezama,1.000 biztanle bakoitzeko,Lezama,6.3
2018,AES,,TIT,,,,,Lezama,1.000 biztanle bakoitzeko,Lezama,7.5
2019,AES,,TIT,,,,,Lezama,1.000 biztanle bakoitzeko,Lezama,8.8
2020,AES,,TIT,,,,,Lezama,1.000 biztanle bakoitzeko,Lezama,6.6
2021,AES,,TIT,,,,,Lezama,1.000 biztanle bakoitzeko,Lezama,7.5
2022,AES,,TIT,,,,,Lezama,1.000 biztanle bakoitzeko,Lezama,8.3
2010,AES,,TIT,,,,,Santurtzi,1.000 biztanle bakoitzeko,Santurtzi,19.5
2011,AES,,TIT,,,,,Santurtzi,1.000 biztanle bakoitzeko,Santurtzi,15.5
2012,AES,,TIT,,,,,Santurtzi,1.000 biztanle bakoitzeko,Santurtzi,15.2
2013,AES,,TIT,,,,,Santurtzi,1.000 biztanle bakoitzeko,Santurtzi,15.2
2014,AES,,TIT,,,,,Santurtzi,1.000 biztanle bakoitzeko,Santurtzi,13.6
2015,AES,,TIT,,,,,Santurtzi,1.000 biztanle bakoitzeko,Santurtzi,17.9
2016,AES,,TIT,,,,,Santurtzi,1.000 biztanle bakoitzeko,Santurtzi,14.2
2017,AES,,TIT,,,,,Santurtzi,1.000 biztanle bakoitzeko,Santurtzi,16.6
2018,AES,,TIT,,,,,Santurtzi,1.000 biztanle bakoitzeko,Santurtzi,16.3
2019,AES,,TIT,,,,,Santurtzi,1.000 biztanle bakoitzeko,Santurtzi,16.4
2020,AES,,TIT,,,,,Santurtzi,1.000 biztanle bakoitzeko,Santurtzi,18.2
2021,AES,,TIT,,,,,Santurtzi,1.000 biztanle bakoitzeko,Santurtzi,18.4
2022,AES,,TIT,,,,,Santurtzi,1.000 biztanle bakoitzeko,Santurtzi,17.7
2010,AES,,TIT,,,,,Ortuella,1.000 biztanle bakoitzeko,Ortuella,17.6
2011,AES,,TIT,,,,,Ortuella,1.000 biztanle bakoitzeko,Ortuella,11.9
2012,AES,,TIT,,,,,Ortuella,1.000 biztanle bakoitzeko,Ortuella,13.0
2013,AES,,TIT,,,,,Ortuella,1.000 biztanle bakoitzeko,Ortuella,14.6
2014,AES,,TIT,,,,,Ortuella,1.000 biztanle bakoitzeko,Ortuella,17.7
2015,AES,,TIT,,,,,Ortuella,1.000 biztanle bakoitzeko,Ortuella,16.3
2016,AES,,TIT,,,,,Ortuella,1.000 biztanle bakoitzeko,Ortuella,17.4
2017,AES,,TIT,,,,,Ortuella,1.000 biztanle bakoitzeko,Ortuella,18.7
2018,AES,,TIT,,,,,Ortuella,1.000 biztanle bakoitzeko,Ortuella,20.9
2019,AES,,TIT,,,,,Ortuella,1.000 biztanle bakoitzeko,Ortuella,18.4
2020,AES,,TIT,,,,,Ortuella,1.000 biztanle bakoitzeko,Ortuella,16.6
2021,AES,,TIT,,,,,Ortuella,1.000 biztanle bakoitzeko,Ortuella,21.0
2022,AES,,TIT,,,,,Ortuella,1.000 biztanle bakoitzeko,Ortuella,20.7
2010,AES,,TIT,,,,,Sestao,1.000 biztanle bakoitzeko,Sestao,18.7
2011,AES,,TIT,,,,,Sestao,1.000 biztanle bakoitzeko,Sestao,12.1
2012,AES,,TIT,,,,,Sestao,1.000 biztanle bakoitzeko,Sestao,17.0
2013,AES,,TIT,,,,,Sestao,1.000 biztanle bakoitzeko,Sestao,16.6
2014,AES,,TIT,,,,,Sestao,1.000 biztanle bakoitzeko,Sestao,18.9
2015,AES,,TIT,,,,,Sestao,1.000 biztanle bakoitzeko,Sestao,20.1
2016,AES,,TIT,,,,,Sestao,1.000 biztanle bakoitzeko,Sestao,21.1
2017,AES,,TIT,,,,,Sestao,1.000 biztanle bakoitzeko,Sestao,22.7
2018,AES,,TIT,,,,,Sestao,1.000 biztanle bakoitzeko,Sestao,24.9
2019,AES,,TIT,,,,,Sestao,1.000 biztanle bakoitzeko,Sestao,25.5
2020,AES,,TIT,,,,,Sestao,1.000 biztanle bakoitzeko,Sestao,26.8
2021,AES,,TIT,,,,,Sestao,1.000 biztanle bakoitzeko,Sestao,28.8
2022,AES,,TIT,,,,,Sestao,1.000 biztanle bakoitzeko,Sestao,27.8
2010,AES,,TIT,,,,,Sopela,1.000 biztanle bakoitzeko,Sopela,5.3
2011,AES,,TIT,,,,,Sopela,1.000 biztanle bakoitzeko,Sopela,4.9
2012,AES,,TIT,,,,,Sopela,1.000 biztanle bakoitzeko,Sopela,6.0
2013,AES,,TIT,,,,,Sopela,1.000 biztanle bakoitzeko,Sopela,5.7
2014,AES,,TIT,,,,,Sopela,1.000 biztanle bakoitzeko,Sopela,8.8
2015,AES,,TIT,,,,,Sopela,1.000 biztanle bakoitzeko,Sopela,7.0
2016,AES,,TIT,,,,,Sopela,1.000 biztanle bakoitzeko,Sopela,5.9
2017,AES,,TIT,,,,,Sopela,1.000 biztanle bakoitzeko,Sopela,6.1
2018,AES,,TIT,,,,,Sopela,1.000 biztanle bakoitzeko,Sopela,7.0
2019,AES,,TIT,,,,,Sopela,1.000 biztanle bakoitzeko,Sopela,6.1
2020,AES,,TIT,,,,,Sopela,1.000 biztanle bakoitzeko,Sopela,8.5
2021,AES,,TIT,,,,,Sopela,1.000 biztanle bakoitzeko,Sopela,6.0
2022,AES,,TIT,,,,,Sopela,1.000 biztanle bakoitzeko,Sopela,7.0
2010,AES,,TIT,,,,,Sopuerta,1.000 biztanle bakoitzeko,Sopuerta,8.6
2011,AES,,TIT,,,,,Sopuerta,1.000 biztanle bakoitzeko,Sopuerta,7.8
2012,AES,,TIT,,,,,Sopuerta,1.000 biztanle bakoitzeko,Sopuerta,8.9
2013,AES,,TIT,,,,,Sopuerta,1.000 biztanle bakoitzeko,Sopuerta,7.8
2014,AES,,TIT,,,,,Sopuerta,1.000 biztanle bakoitzeko,Sopuerta,11.7
2015,AES,,TIT,,,,,Sopuerta,1.000 biztanle bakoitzeko,Sopuerta,10.1
2016,AES,,TIT,,,,,Sopuerta,1.000 biztanle bakoitzeko,Sopuerta,12.5
2017,AES,,TIT,,,,,Sopuerta,1.000 biztanle bakoitzeko,Sopuerta,11.5
2018,AES,,TIT,,,,,Sopuerta,1.000 biztanle bakoitzeko,Sopuerta,12.9
2019,AES,,TIT,,,,,Sopuerta,1.000 biztanle bakoitzeko,Sopuerta,12.1
2020,AES,,TIT,,,,,Sopuerta,1.000 biztanle bakoitzeko,Sopuerta,11.7
2021,AES,,TIT,,,,,Sopuerta,1.000 biztanle bakoitzeko,Sopuerta,12.0
2022,AES,,TIT,,,,,Sopuerta,1.000 biztanle bakoitzeko,Sopuerta,10.7
2010,AES,,TIT,,,,,Trucios-Turtzioz,1.000 biztanle bakoitzeko,Trucios-Turtzioz,1.8
2011,AES,,TIT,,,,,Trucios-Turtzioz,1.000 biztanle bakoitzeko,Trucios-Turtzioz,3.7
2012,AES,,TIT,,,,,Trucios-Turtzioz,1.000 biztanle bakoitzeko,Trucios-Turtzioz,1.8
2013,AES,,TIT,,,,,Trucios-Turtzioz,1.000 biztanle bakoitzeko,Trucios-Turtzioz,5.6
2014,AES,,TIT,,,,,Trucios-Turtzioz,1.000 biztanle bakoitzeko,Trucios-Turtzioz,7.6
2015,AES,,TIT,,,,,Trucios-Turtzioz,1.000 biztanle bakoitzeko,Trucios-Turtzioz,5.8
2016,AES,,TIT,,,,,Trucios-Turtzioz,1.000 biztanle bakoitzeko,Trucios-Turtzioz,5.8
2017,AES,,TIT,,,,,Trucios-Turtzioz,1.000 biztanle bakoitzeko,Trucios-Turtzioz,5.8
2018,AES,,TIT,,,,,Trucios-Turtzioz,1.000 biztanle bakoitzeko,Trucios-Turtzioz,9.7
2019,AES,,TIT,,,,,Trucios-Turtzioz,1.000 biztanle bakoitzeko,Trucios-Turtzioz,15.5
2020,AES,,TIT,,,,,Trucios-Turtzioz,1.000 biztanle bakoitzeko,Trucios-Turtzioz,15.5
2021,AES,,TIT,,,,,Trucios-Turtzioz,1.000 biztanle bakoitzeko,Trucios-Turtzioz,13.5
2022,AES,,TIT,,,,,Trucios-Turtzioz,1.000 biztanle bakoitzeko,Trucios-Turtzioz,15.2
2010,AES,,TIT,,,,,Ubide,1.000 biztanle bakoitzeko,Ubide,11.2
2011,AES,,TIT,,,,,Ubide,1.000 biztanle bakoitzeko,Ubide,5.4
2012,AES,,TIT,,,,,Ubide,1.000 biztanle bakoitzeko,Ubide,5.4
2013,AES,,TIT,,,,,Ubide,1.000 biztanle bakoitzeko,Ubide,5.5
2014,AES,,TIT,,,,,Ubide,1.000 biztanle bakoitzeko,Ubide,10.9
2015,AES,,TIT,,,,,Ubide,1.000 biztanle bakoitzeko,Ubide,11.0
2016,AES,,TIT,,,,,Ubide,1.000 biztanle bakoitzeko,Ubide,10.8
2017,AES,,TIT,,,,,Ubide,1.000 biztanle bakoitzeko,Ubide,10.5
2018,AES,,TIT,,,,,Ubide,1.000 biztanle bakoitzeko,Ubide,5.4
2019,AES,,TIT,,,,,Ubide,1.000 biztanle bakoitzeko,Ubide,5.6
2020,AES,,TIT,,,,,Ubide,1.000 biztanle bakoitzeko,Ubide,17.1
2021,AES,,TIT,,,,,Ubide,1.000 biztanle bakoitzeko,Ubide,5.9
2022,AES,,TIT,,,,,Ubide,1.000 biztanle bakoitzeko,Ubide,0.0
2010,AES,,TIT,,,,,Urduliz,1.000 biztanle bakoitzeko,Urduliz,3.1
2011,AES,,TIT,,,,,Urduliz,1.000 biztanle bakoitzeko,Urduliz,3.1
2012,AES,,TIT,,,,,Urduliz,1.000 biztanle bakoitzeko,Urduliz,3.2
2013,AES,,TIT,,,,,Urduliz,1.000 biztanle bakoitzeko,Urduliz,3.9
2014,AES,,TIT,,,,,Urduliz,1.000 biztanle bakoitzeko,Urduliz,6.3
2015,AES,,TIT,,,,,Urduliz,1.000 biztanle bakoitzeko,Urduliz,7.1
2016,AES,,TIT,,,,,Urduliz,1.000 biztanle bakoitzeko,Urduliz,4.9
2017,AES,,TIT,,,,,Urduliz,1.000 biztanle bakoitzeko,Urduliz,6.6
2018,AES,,TIT,,,,,Urduliz,1.000 biztanle bakoitzeko,Urduliz,6.6
2019,AES,,TIT,,,,,Urduliz,1.000 biztanle bakoitzeko,Urduliz,5.7
2020,AES,,TIT,,,,,Urduliz,1.000 biztanle bakoitzeko,Urduliz,7.6
2021,AES,,TIT,,,,,Urduliz,1.000 biztanle bakoitzeko,Urduliz,5.3
2022,AES,,TIT,,,,,Urduliz,1.000 biztanle bakoitzeko,Urduliz,8.0
2010,AES,,TIT,,,,,Balmaseda,1.000 biztanle bakoitzeko,Balmaseda,9.3
2011,AES,,TIT,,,,,Balmaseda,1.000 biztanle bakoitzeko,Balmaseda,11.9
2012,AES,,TIT,,,,,Balmaseda,1.000 biztanle bakoitzeko,Balmaseda,11.9
2013,AES,,TIT,,,,,Balmaseda,1.000 biztanle bakoitzeko,Balmaseda,14.3
2014,AES,,TIT,,,,,Balmaseda,1.000 biztanle bakoitzeko,Balmaseda,17.4
2015,AES,,TIT,,,,,Balmaseda,1.000 biztanle bakoitzeko,Balmaseda,21.7
2016,AES,,TIT,,,,,Balmaseda,1.000 biztanle bakoitzeko,Balmaseda,20.6
2017,AES,,TIT,,,,,Balmaseda,1.000 biztanle bakoitzeko,Balmaseda,21.1
2018,AES,,TIT,,,,,Balmaseda,1.000 biztanle bakoitzeko,Balmaseda,26.2
2019,AES,,TIT,,,,,Balmaseda,1.000 biztanle bakoitzeko,Balmaseda,23.0
2020,AES,,TIT,,,,,Balmaseda,1.000 biztanle bakoitzeko,Balmaseda,23.8
2021,AES,,TIT,,,,,Balmaseda,1.000 biztanle bakoitzeko,Balmaseda,22.8
2022,AES,,TIT,,,,,Balmaseda,1.000 biztanle bakoitzeko,Balmaseda,21.6
2010,AES,,TIT,,,,,Atxondo,1.000 biztanle bakoitzeko,Atxondo,4.2
2011,AES,,TIT,,,,,Atxondo,1.000 biztanle bakoitzeko,Atxondo,4.9
2012,AES,,TIT,,,,,Atxondo,1.000 biztanle bakoitzeko,Atxondo,4.3
2013,AES,,TIT,,,,,Atxondo,1.000 biztanle bakoitzeko,Atxondo,5.8
2014,AES,,TIT,,,,,Atxondo,1.000 biztanle bakoitzeko,Atxondo,5.1
2015,AES,,TIT,,,,,Atxondo,1.000 biztanle bakoitzeko,Atxondo,6.5
2016,AES,,TIT,,,,,Atxondo,1.000 biztanle bakoitzeko,Atxondo,6.4
2017,AES,,TIT,,,,,Atxondo,1.000 biztanle bakoitzeko,Atxondo,5.6
2018,AES,,TIT,,,,,Atxondo,1.000 biztanle bakoitzeko,Atxondo,9.1
2019,AES,,TIT,,,,,Atxondo,1.000 biztanle bakoitzeko,Atxondo,11.4
2020,AES,,TIT,,,,,Atxondo,1.000 biztanle bakoitzeko,Atxondo,5.8
2021,AES,,TIT,,,,,Atxondo,1.000 biztanle bakoitzeko,Atxondo,8.0
2022,AES,,TIT,,,,,Atxondo,1.000 biztanle bakoitzeko,Atxondo,8.7
2010,AES,,TIT,,,,,Bedia,1.000 biztanle bakoitzeko,Bedia,4.1
2011,AES,,TIT,,,,,Bedia,1.000 biztanle bakoitzeko,Bedia,3.1
2012,AES,,TIT,,,,,Bedia,1.000 biztanle bakoitzeko,Bedia,6.0
2013,AES,,TIT,,,,,Bedia,1.000 biztanle bakoitzeko,Bedia,5.9
2014,AES,,TIT,,,,,Bedia,1.000 biztanle bakoitzeko,Bedia,5.8
2015,AES,,TIT,,,,,Bedia,1.000 biztanle bakoitzeko,Bedia,7.8
2016,AES,,TIT,,,,,Bedia,1.000 biztanle bakoitzeko,Bedia,7.8
2017,AES,,TIT,,,,,Bedia,1.000 biztanle bakoitzeko,Bedia,9.8
2018,AES,,TIT,,,,,Bedia,1.000 biztanle bakoitzeko,Bedia,9.6
2019,AES,,TIT,,,,,Bedia,1.000 biztanle bakoitzeko,Bedia,5.7
2020,AES,,TIT,,,,,Bedia,1.000 biztanle bakoitzeko,Bedia,12.2
2021,AES,,TIT,,,,,Bedia,1.000 biztanle bakoitzeko,Bedia,11.0
2022,AES,,TIT,,,,,Bedia,1.000 biztanle bakoitzeko,Bedia,10.0
2010,AES,,TIT,,,,,Areatza,1.000 biztanle bakoitzeko,Areatza,6.9
2011,AES,,TIT,,,,,Areatza,1.000 biztanle bakoitzeko,Areatza,7.5
2012,AES,,TIT,,,,,Areatza,1.000 biztanle bakoitzeko,Areatza,9.0
2013,AES,,TIT,,,,,Areatza,1.000 biztanle bakoitzeko,Areatza,10.7
2014,AES,,TIT,,,,,Areatza,1.000 biztanle bakoitzeko,Areatza,9.2
2015,AES,,TIT,,,,,Areatza,1.000 biztanle bakoitzeko,Areatza,11.0
2016,AES,,TIT,,,,,Areatza,1.000 biztanle bakoitzeko,Areatza,10.0
2017,AES,,TIT,,,,,Areatza,1.000 biztanle bakoitzeko,Areatza,12.4
2018,AES,,TIT,,,,,Areatza,1.000 biztanle bakoitzeko,Areatza,12.3
2019,AES,,TIT,,,,,Areatza,1.000 biztanle bakoitzeko,Areatza,13.9
2020,AES,,TIT,,,,,Areatza,1.000 biztanle bakoitzeko,Areatza,13.7
2021,AES,,TIT,,,,,Areatza,1.000 biztanle bakoitzeko,Areatza,11.2
2022,AES,,TIT,,,,,Areatza,1.000 biztanle bakoitzeko,Areatza,14.6
2010,AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,6.9
2011,AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,7.2
2012,AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,7.7
2013,AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,6.5
2014,AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,7.7
2015,AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,7.7
2016,AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,11.9
2017,AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,13.3
2018,AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,14.0
2019,AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,12.2
2020,AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,13.8
2021,AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,13.7
2022,AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,13.0
2010,AES,,TIT,,,,,Zaldibar,1.000 biztanle bakoitzeko,Zaldibar,4.3
2011,AES,,TIT,,,,,Zaldibar,1.000 biztanle bakoitzeko,Zaldibar,5.0
2012,AES,,TIT,,,,,Zaldibar,1.000 biztanle bakoitzeko,Zaldibar,5.9
2013,AES,,TIT,,,,,Zaldibar,1.000 biztanle bakoitzeko,Zaldibar,5.3
2014,AES,,TIT,,,,,Zaldibar,1.000 biztanle bakoitzeko,Zaldibar,6.6
2015,AES,,TIT,,,,,Zaldibar,1.000 biztanle bakoitzeko,Zaldibar,6.6
2016,AES,,TIT,,,,,Zaldibar,1.000 biztanle bakoitzeko,Zaldibar,9.5
2017,AES,,TIT,,,,,Zaldibar,1.000 biztanle bakoitzeko,Zaldibar,11.4
2018,AES,,TIT,,,,,Zaldibar,1.000 biztanle bakoitzeko,Zaldibar,9.5
2019,AES,,TIT,,,,,Zaldibar,1.000 biztanle bakoitzeko,Zaldibar,10.8
2020,AES,,TIT,,,,,Zaldibar,1.000 biztanle bakoitzeko,Zaldibar,12.8
2021,AES,,TIT,,,,,Zaldibar,1.000 biztanle bakoitzeko,Zaldibar,15.5
2022,AES,,TIT,,,,,Zaldibar,1.000 biztanle bakoitzeko,Zaldibar,12.6
2010,AES,,TIT,,,,,Zalla,1.000 biztanle bakoitzeko,Zalla,15.1
2011,AES,,TIT,,,,,Zalla,1.000 biztanle bakoitzeko,Zalla,13.9
2012,AES,,TIT,,,,,Zalla,1.000 biztanle bakoitzeko,Zalla,16.9
2013,AES,,TIT,,,,,Zalla,1.000 biztanle bakoitzeko,Zalla,18.4
2014,AES,,TIT,,,,,Zalla,1.000 biztanle bakoitzeko,Zalla,22.9
2015,AES,,TIT,,,,,Zalla,1.000 biztanle bakoitzeko,Zalla,22.0
2016,AES,,TIT,,,,,Zalla,1.000 biztanle bakoitzeko,Zalla,22.8
2017,AES,,TIT,,,,,Zalla,1.000 biztanle bakoitzeko,Zalla,22.3
2018,AES,,TIT,,,,,Zalla,1.000 biztanle bakoitzeko,Zalla,22.5
2019,AES,,TIT,,,,,Zalla,1.000 biztanle bakoitzeko,Zalla,19.8
2020,AES,,TIT,,,,,Zalla,1.000 biztanle bakoitzeko,Zalla,21.2
2021,AES,,TIT,,,,,Zalla,1.000 biztanle bakoitzeko,Zalla,20.3
2022,AES,,TIT,,,,,Zalla,1.000 biztanle bakoitzeko,Zalla,20.5
2010,AES,,TIT,,,,,Zaratamo,1.000 biztanle bakoitzeko,Zaratamo,4.1
2011,AES,,TIT,,,,,Zaratamo,1.000 biztanle bakoitzeko,Zaratamo,6.6
2012,AES,,TIT,,,,,Zaratamo,1.000 biztanle bakoitzeko,Zaratamo,8.4
2013,AES,,TIT,,,,,Zaratamo,1.000 biztanle bakoitzeko,Zaratamo,12.7
2014,AES,,TIT,,,,,Zaratamo,1.000 biztanle bakoitzeko,Zaratamo,17.1
2015,AES,,TIT,,,,,Zaratamo,1.000 biztanle bakoitzeko,Zaratamo,11.8
2016,AES,,TIT,,,,,Zaratamo,1.000 biztanle bakoitzeko,Zaratamo,8.6
2017,AES,,TIT,,,,,Zaratamo,1.000 biztanle bakoitzeko,Zaratamo,12.9
2018,AES,,TIT,,,,,Zaratamo,1.000 biztanle bakoitzeko,Zaratamo,15.3
2019,AES,,TIT,,,,,Zaratamo,1.000 biztanle bakoitzeko,Zaratamo,12.2
2020,AES,,TIT,,,,,Zaratamo,1.000 biztanle bakoitzeko,Zaratamo,20.7
2021,AES,,TIT,,,,,Zaratamo,1.000 biztanle bakoitzeko,Zaratamo,19.6
2022,AES,,TIT,,,,,Zaratamo,1.000 biztanle bakoitzeko,Zaratamo,16.1
2010,AES,,TIT,,,,,Derio,1.000 biztanle bakoitzeko,Derio,4.7
2011,AES,,TIT,,,,,Derio,1.000 biztanle bakoitzeko,Derio,3.2
2012,AES,,TIT,,,,,Derio,1.000 biztanle bakoitzeko,Derio,4.3
2013,AES,,TIT,,,,,Derio,1.000 biztanle bakoitzeko,Derio,4.0
2014,AES,,TIT,,,,,Derio,1.000 biztanle bakoitzeko,Derio,6.0
2015,AES,,TIT,,,,,Derio,1.000 biztanle bakoitzeko,Derio,6.4
2016,AES,,TIT,,,,,Derio,1.000 biztanle bakoitzeko,Derio,8.3
2017,AES,,TIT,,,,,Derio,1.000 biztanle bakoitzeko,Derio,8.6
2018,AES,,TIT,,,,,Derio,1.000 biztanle bakoitzeko,Derio,8.9
2019,AES,,TIT,,,,,Derio,1.000 biztanle bakoitzeko,Derio,7.2
2020,AES,,TIT,,,,,Derio,1.000 biztanle bakoitzeko,Derio,8.4
2021,AES,,TIT,,,,,Derio,1.000 biztanle bakoitzeko,Derio,7.1
2022,AES,,TIT,,,,,Derio,1.000 biztanle bakoitzeko,Derio,8.1
2010,AES,,TIT,,,,,Erandio,1.000 biztanle bakoitzeko,Erandio,23.0
2011,AES,,TIT,,,,,Erandio,1.000 biztanle bakoitzeko,Erandio,12.0
2012,AES,,TIT,,,,,Erandio,1.000 biztanle bakoitzeko,Erandio,15.1
2013,AES,,TIT,,,,,Erandio,1.000 biztanle bakoitzeko,Erandio,15.4
