Year,Actividad económica,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2015,AGRI_ECO,,,Legorreta,Porcentaje,Legorreta,16.7
2016,AGRI_ECO,,,Legorreta,Porcentaje,Legorreta,0.0
2012,AGRI_ECO,,,Legorreta,Porcentaje,Legorreta,16.7
2018,AGRI_ECO,,,Legorreta,Porcentaje,Legorreta,0.0
2014,AGRI_ECO,,,Legorreta,Porcentaje,Legorreta,16.7
2013,AGRI_ECO,,,Legorreta,Porcentaje,Legorreta,16.7
2011,AGRI_ECO,,,Legorreta,Porcentaje,Legorreta,16.7
2020,AGRI_ECO,,,Legorreta,Porcentaje,Legorreta,20.0
2017,AGRI_ECO,,,Legorreta,Porcentaje,Legorreta,0.0
2019,AGRI_ECO,,,Legorreta,Porcentaje,Legorreta,0.0
2015,AGRI_ECO,,,Legutio,Porcentaje,Legutio,0.0
2016,AGRI_ECO,,,Legutio,Porcentaje,Legutio,0.0
2020,AGRI_ECO,,,Legutio,Porcentaje,Legutio,0.0
2011,AGRI_ECO,,,Legutio,Porcentaje,Legutio,0.0
2014,AGRI_ECO,,,Legutio,Porcentaje,Legutio,12.5
2018,AGRI_ECO,,,Legutio,Porcentaje,Legutio,0.0
2022,AGRI_ECO,,,Legutio,Porcentaje,Legutio,0.0
2017,AGRI_ECO,,,Legutio,Porcentaje,Legutio,0.0
2012,AGRI_ECO,,,Legutio,Porcentaje,Legutio,0.0
2013,AGRI_ECO,,,Legutio,Porcentaje,Legutio,0.0
2010,AGRI_ECO,,,Legutio,Porcentaje,Legutio,0.0
2019,AGRI_ECO,,,Legutio,Porcentaje,Legutio,0.0
2021,AGRI_ECO,,,Legutio,Porcentaje,Legutio,0.0
2015,AGRI_ECO,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2021,AGRI_ECO,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2011,AGRI_ECO,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2019,AGRI_ECO,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2018,AGRI_ECO,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2013,AGRI_ECO,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2016,AGRI_ECO,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2012,AGRI_ECO,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2022,AGRI_ECO,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2017,AGRI_ECO,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2020,AGRI_ECO,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2014,AGRI_ECO,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2010,AGRI_ECO,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2022,AGRI_ECO,,,Leioa,Porcentaje,Leioa,75.0
2016,AGRI_ECO,,,Leioa,Porcentaje,Leioa,6.3
2013,AGRI_ECO,,,Leioa,Porcentaje,Leioa,0.0
2017,AGRI_ECO,,,Leioa,Porcentaje,Leioa,6.3
2011,AGRI_ECO,,,Leioa,Porcentaje,Leioa,0.0
2018,AGRI_ECO,,,Leioa,Porcentaje,Leioa,6.3
2012,AGRI_ECO,,,Leioa,Porcentaje,Leioa,0.0
2020,AGRI_ECO,,,Leioa,Porcentaje,Leioa,0.0
2010,AGRI_ECO,,,Leioa,Porcentaje,Leioa,0.0
2015,AGRI_ECO,,,Leioa,Porcentaje,Leioa,0.0
2019,AGRI_ECO,,,Leioa,Porcentaje,Leioa,6.3
2021,AGRI_ECO,,,Leioa,Porcentaje,Leioa,25.0
2014,AGRI_ECO,,,Leioa,Porcentaje,Leioa,0.0
2021,AGRI_ECO,,,Lekeitio,Porcentaje,Lekeitio,0.0
2020,AGRI_ECO,,,Lekeitio,Porcentaje,Lekeitio,0.0
2022,AGRI_ECO,,,Lekeitio,Porcentaje,Lekeitio,100.0
2011,AGRI_ECO,,,Lemoa,Porcentaje,Lemoa,0.0
2016,AGRI_ECO,,,Lemoa,Porcentaje,Lemoa,0.0
2014,AGRI_ECO,,,Lemoa,Porcentaje,Lemoa,0.0
2012,AGRI_ECO,,,Lemoa,Porcentaje,Lemoa,0.0
2010,AGRI_ECO,,,Lemoa,Porcentaje,Lemoa,0.0
2015,AGRI_ECO,,,Lemoa,Porcentaje,Lemoa,0.0
2018,AGRI_ECO,,,Lemoa,Porcentaje,Lemoa,0.0
2022,AGRI_ECO,,,Lemoa,Porcentaje,Lemoa,0.0
2020,AGRI_ECO,,,Lemoa,Porcentaje,Lemoa,0.0
2017,AGRI_ECO,,,Lemoa,Porcentaje,Lemoa,0.0
2013,AGRI_ECO,,,Lemoa,Porcentaje,Lemoa,0.0
2021,AGRI_ECO,,,Lemoa,Porcentaje,Lemoa,0.0
2019,AGRI_ECO,,,Lemoa,Porcentaje,Lemoa,0.0
2021,AGRI_ECO,,,Lemoiz,Porcentaje,Lemoiz,16.7
2016,AGRI_ECO,,,Lemoiz,Porcentaje,Lemoiz,13.3
2011,AGRI_ECO,,,Lemoiz,Porcentaje,Lemoiz,13.3
2013,AGRI_ECO,,,Lemoiz,Porcentaje,Lemoiz,6.7
2019,AGRI_ECO,,,Lemoiz,Porcentaje,Lemoiz,20.0
2018,AGRI_ECO,,,Lemoiz,Porcentaje,Lemoiz,13.3
2014,AGRI_ECO,,,Lemoiz,Porcentaje,Lemoiz,13.3
2022,AGRI_ECO,,,Lemoiz,Porcentaje,Lemoiz,16.7
2010,AGRI_ECO,,,Lemoiz,Porcentaje,Lemoiz,13.3
2020,AGRI_ECO,,,Lemoiz,Porcentaje,Lemoiz,16.7
2017,AGRI_ECO,,,Lemoiz,Porcentaje,Lemoiz,6.7
2015,AGRI_ECO,,,Lemoiz,Porcentaje,Lemoiz,20.0
2012,AGRI_ECO,,,Lemoiz,Porcentaje,Lemoiz,13.3
2022,AGRI_ECO,,,Leza,Porcentaje,Leza,2.2
2010,AGRI_ECO,,,Leza,Porcentaje,Leza,0.0
2013,AGRI_ECO,,,Leza,Porcentaje,Leza,3.1
2015,AGRI_ECO,,,Leza,Porcentaje,Leza,0.0
2016,AGRI_ECO,,,Leza,Porcentaje,Leza,0.0
2012,AGRI_ECO,,,Leza,Porcentaje,Leza,3.1
2011,AGRI_ECO,,,Leza,Porcentaje,Leza,3.1
2019,AGRI_ECO,,,Leza,Porcentaje,Leza,0.0
2018,AGRI_ECO,,,Leza,Porcentaje,Leza,0.0
2020,AGRI_ECO,,,Leza,Porcentaje,Leza,4.4
2014,AGRI_ECO,,,Leza,Porcentaje,Leza,0.0
2017,AGRI_ECO,,,Leza,Porcentaje,Leza,0.0
2021,AGRI_ECO,,,Leza,Porcentaje,Leza,2.2
2019,AGRI_ECO,,,Lezama,Porcentaje,Lezama,4.7
2013,AGRI_ECO,,,Lezama,Porcentaje,Lezama,0.0
2014,AGRI_ECO,,,Lezama,Porcentaje,Lezama,0.0
2016,AGRI_ECO,,,Lezama,Porcentaje,Lezama,2.3
2022,AGRI_ECO,,,Lezama,Porcentaje,Lezama,7.3
2011,AGRI_ECO,,,Lezama,Porcentaje,Lezama,0.0
2021,AGRI_ECO,,,Lezama,Porcentaje,Lezama,4.9
2020,AGRI_ECO,,,Lezama,Porcentaje,Lezama,7.3
2012,AGRI_ECO,,,Lezama,Porcentaje,Lezama,0.0
2015,AGRI_ECO,,,Lezama,Porcentaje,Lezama,0.0
2017,AGRI_ECO,,,Lezama,Porcentaje,Lezama,2.3
2018,AGRI_ECO,,,Lezama,Porcentaje,Lezama,0.0
2010,AGRI_ECO,,,Lezama,Porcentaje,Lezama,0.0
2020,AGRI_ECO,,,Lezo,Porcentaje,Lezo,53.8
2012,AGRI_ECO,,,Lezo,Porcentaje,Lezo,0.0
2013,AGRI_ECO,,,Lezo,Porcentaje,Lezo,0.0
2019,AGRI_ECO,,,Lezo,Porcentaje,Lezo,21.4
2016,AGRI_ECO,,,Lezo,Porcentaje,Lezo,28.6
2021,AGRI_ECO,,,Lezo,Porcentaje,Lezo,46.2
2015,AGRI_ECO,,,Lezo,Porcentaje,Lezo,50.0
2017,AGRI_ECO,,,Lezo,Porcentaje,Lezo,28.6
2022,AGRI_ECO,,,Lezo,Porcentaje,Lezo,7.7
2018,AGRI_ECO,,,Lezo,Porcentaje,Lezo,35.7
2011,AGRI_ECO,,,Lezo,Porcentaje,Lezo,0.0
2010,AGRI_ECO,,,Lezo,Porcentaje,Lezo,7.1
2014,AGRI_ECO,,,Lezo,Porcentaje,Lezo,21.4
2022,AGRI_ECO,,,Lizartza,Porcentaje,Lizartza,25.0
2012,AGRI_ECO,,,Lizartza,Porcentaje,Lizartza,0.0
2017,AGRI_ECO,,,Lizartza,Porcentaje,Lizartza,0.0
2013,AGRI_ECO,,,Lizartza,Porcentaje,Lizartza,0.0
2014,AGRI_ECO,,,Lizartza,Porcentaje,Lizartza,0.0
2015,AGRI_ECO,,,Lizartza,Porcentaje,Lizartza,0.0
2011,AGRI_ECO,,,Lizartza,Porcentaje,Lizartza,0.0
2019,AGRI_ECO,,,Lizartza,Porcentaje,Lizartza,0.0
2010,AGRI_ECO,,,Lizartza,Porcentaje,Lizartza,0.0
2016,AGRI_ECO,,,Lizartza,Porcentaje,Lizartza,0.0
2020,AGRI_ECO,,,Lizartza,Porcentaje,Lizartza,0.0
2021,AGRI_ECO,,,Lizartza,Porcentaje,Lizartza,0.0
2018,AGRI_ECO,,,Lizartza,Porcentaje,Lizartza,0.0
2011,AGRI_ECO,,,Loiu,Porcentaje,Loiu,0.0
2014,AGRI_ECO,,,Loiu,Porcentaje,Loiu,0.0
2013,AGRI_ECO,,,Loiu,Porcentaje,Loiu,0.0
2015,AGRI_ECO,,,Loiu,Porcentaje,Loiu,28.0
2016,AGRI_ECO,,,Loiu,Porcentaje,Loiu,20.0
2022,AGRI_ECO,,,Loiu,Porcentaje,Loiu,4.0
2010,AGRI_ECO,,,Loiu,Porcentaje,Loiu,0.0
2017,AGRI_ECO,,,Loiu,Porcentaje,Loiu,24.0
2021,AGRI_ECO,,,Loiu,Porcentaje,Loiu,12.0
2018,AGRI_ECO,,,Loiu,Porcentaje,Loiu,20.0
2019,AGRI_ECO,,,Loiu,Porcentaje,Loiu,20.0
2012,AGRI_ECO,,,Loiu,Porcentaje,Loiu,0.0
2020,AGRI_ECO,,,Loiu,Porcentaje,Loiu,16.0
2013,AGRI_ECO,,,Mallabia,Porcentaje,Mallabia,0.0
2014,AGRI_ECO,,,Mallabia,Porcentaje,Mallabia,0.0
2021,AGRI_ECO,,,Mallabia,Porcentaje,Mallabia,0.0
2017,AGRI_ECO,,,Mallabia,Porcentaje,Mallabia,0.0
2022,AGRI_ECO,,,Mallabia,Porcentaje,Mallabia,0.0
2020,AGRI_ECO,,,Mallabia,Porcentaje,Mallabia,0.0
2019,AGRI_ECO,,,Mallabia,Porcentaje,Mallabia,0.0
2010,AGRI_ECO,,,Mallabia,Porcentaje,Mallabia,0.0
2012,AGRI_ECO,,,Mallabia,Porcentaje,Mallabia,0.0
2016,AGRI_ECO,,,Mallabia,Porcentaje,Mallabia,0.0
2011,AGRI_ECO,,,Mallabia,Porcentaje,Mallabia,0.0
2018,AGRI_ECO,,,Mallabia,Porcentaje,Mallabia,0.0
2015,AGRI_ECO,,,Mallabia,Porcentaje,Mallabia,0.0
2018,AGRI_ECO,,,Mañaria,Porcentaje,Mañaria,0.0
2019,AGRI_ECO,,,Mañaria,Porcentaje,Mañaria,0.0
2022,AGRI_ECO,,,Mañaria,Porcentaje,Mañaria,0.0
2011,AGRI_ECO,,,Mañaria,Porcentaje,Mañaria,0.0
2016,AGRI_ECO,,,Mañaria,Porcentaje,Mañaria,0.0
2010,AGRI_ECO,,,Mañaria,Porcentaje,Mañaria,0.0
2017,AGRI_ECO,,,Mañaria,Porcentaje,Mañaria,0.0
2013,AGRI_ECO,,,Mañaria,Porcentaje,Mañaria,0.0
2020,AGRI_ECO,,,Mañaria,Porcentaje,Mañaria,0.0
2012,AGRI_ECO,,,Mañaria,Porcentaje,Mañaria,0.0
2014,AGRI_ECO,,,Mañaria,Porcentaje,Mañaria,0.0
2015,AGRI_ECO,,,Mañaria,Porcentaje,Mañaria,0.0
2021,AGRI_ECO,,,Mañaria,Porcentaje,Mañaria,0.0
2012,AGRI_ECO,,,Markina-Xemein,Porcentaje,Markina-Xemein,7.7
2015,AGRI_ECO,,,Markina-Xemein,Porcentaje,Markina-Xemein,7.7
2011,AGRI_ECO,,,Markina-Xemein,Porcentaje,Markina-Xemein,3.8
2020,AGRI_ECO,,,Markina-Xemein,Porcentaje,Markina-Xemein,10.0
2019,AGRI_ECO,,,Markina-Xemein,Porcentaje,Markina-Xemein,7.7
2018,AGRI_ECO,,,Markina-Xemein,Porcentaje,Markina-Xemein,7.7
2017,AGRI_ECO,,,Markina-Xemein,Porcentaje,Markina-Xemein,7.7
2014,AGRI_ECO,,,Markina-Xemein,Porcentaje,Markina-Xemein,7.7
2016,AGRI_ECO,,,Markina-Xemein,Porcentaje,Markina-Xemein,7.7
2013,AGRI_ECO,,,Markina-Xemein,Porcentaje,Markina-Xemein,7.7
2021,AGRI_ECO,,,Markina-Xemein,Porcentaje,Markina-Xemein,5.0
2010,AGRI_ECO,,,Markina-Xemein,Porcentaje,Markina-Xemein,3.8
2022,AGRI_ECO,,,Markina-Xemein,Porcentaje,Markina-Xemein,15.0
2017,AGRI_ECO,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,5.3
2011,AGRI_ECO,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,2.6
2010,AGRI_ECO,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,0.0
2015,AGRI_ECO,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,2.6
2016,AGRI_ECO,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,5.3
2021,AGRI_ECO,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,8.3
2022,AGRI_ECO,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,33.3
2012,AGRI_ECO,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,0.0
2014,AGRI_ECO,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,0.0
2013,AGRI_ECO,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,0.0
2019,AGRI_ECO,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,2.6
2018,AGRI_ECO,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,2.6
2020,AGRI_ECO,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,0.0
2016,AGRI_ECO,,,Mendaro,Porcentaje,Mendaro,0.0
2014,AGRI_ECO,,,Mendaro,Porcentaje,Mendaro,0.0
2013,AGRI_ECO,,,Mendaro,Porcentaje,Mendaro,0.0
2015,AGRI_ECO,,,Mendaro,Porcentaje,Mendaro,0.0
2022,AGRI_ECO,,,Mendaro,Porcentaje,Mendaro,14.3
2010,AGRI_ECO,,,Mendaro,Porcentaje,Mendaro,0.0
2021,AGRI_ECO,,,Mendaro,Porcentaje,Mendaro,14.3
2019,AGRI_ECO,,,Mendaro,Porcentaje,Mendaro,0.0
2017,AGRI_ECO,,,Mendaro,Porcentaje,Mendaro,0.0
2012,AGRI_ECO,,,Mendaro,Porcentaje,Mendaro,0.0
2018,AGRI_ECO,,,Mendaro,Porcentaje,Mendaro,0.0
2011,AGRI_ECO,,,Mendaro,Porcentaje,Mendaro,0.0
2020,AGRI_ECO,,,Mendaro,Porcentaje,Mendaro,0.0
2013,AGRI_ECO,,,Mendata,Porcentaje,Mendata,0.0
2015,AGRI_ECO,,,Mendata,Porcentaje,Mendata,0.0
2014,AGRI_ECO,,,Mendata,Porcentaje,Mendata,0.0
2020,AGRI_ECO,,,Mendata,Porcentaje,Mendata,25.0
2016,AGRI_ECO,,,Mendata,Porcentaje,Mendata,0.0
2011,AGRI_ECO,,,Mendata,Porcentaje,Mendata,0.0
2017,AGRI_ECO,,,Mendata,Porcentaje,Mendata,5.6
2010,AGRI_ECO,,,Mendata,Porcentaje,Mendata,0.0
2021,AGRI_ECO,,,Mendata,Porcentaje,Mendata,25.0
2012,AGRI_ECO,,,Mendata,Porcentaje,Mendata,0.0
2022,AGRI_ECO,,,Mendata,Porcentaje,Mendata,25.0
2019,AGRI_ECO,,,Mendata,Porcentaje,Mendata,11.1
2018,AGRI_ECO,,,Mendata,Porcentaje,Mendata,5.6
2022,AGRI_ECO,,,Mendexa,Porcentaje,Mendexa,0.0
2011,AGRI_ECO,,,Mendexa,Porcentaje,Mendexa,0.0
2016,AGRI_ECO,,,Mendexa,Porcentaje,Mendexa,0.0
2010,AGRI_ECO,,,Mendexa,Porcentaje,Mendexa,0.0
2015,AGRI_ECO,,,Mendexa,Porcentaje,Mendexa,0.0
2017,AGRI_ECO,,,Mendexa,Porcentaje,Mendexa,0.0
2012,AGRI_ECO,,,Mendexa,Porcentaje,Mendexa,0.0
2020,AGRI_ECO,,,Mendexa,Porcentaje,Mendexa,0.0
2014,AGRI_ECO,,,Mendexa,Porcentaje,Mendexa,0.0
2019,AGRI_ECO,,,Mendexa,Porcentaje,Mendexa,0.0
2013,AGRI_ECO,,,Mendexa,Porcentaje,Mendexa,0.0
2021,AGRI_ECO,,,Mendexa,Porcentaje,Mendexa,0.0
2018,AGRI_ECO,,,Mendexa,Porcentaje,Mendexa,0.0
2016,AGRI_ECO,,,Meñaka,Porcentaje,Meñaka,0.0
2018,AGRI_ECO,,,Meñaka,Porcentaje,Meñaka,0.0
2021,AGRI_ECO,,,Meñaka,Porcentaje,Meñaka,11.1
2013,AGRI_ECO,,,Meñaka,Porcentaje,Meñaka,0.0
2012,AGRI_ECO,,,Meñaka,Porcentaje,Meñaka,0.0
2011,AGRI_ECO,,,Meñaka,Porcentaje,Meñaka,0.0
2019,AGRI_ECO,,,Meñaka,Porcentaje,Meñaka,0.0
2022,AGRI_ECO,,,Meñaka,Porcentaje,Meñaka,11.1
2020,AGRI_ECO,,,Meñaka,Porcentaje,Meñaka,0.0
2017,AGRI_ECO,,,Meñaka,Porcentaje,Meñaka,0.0
2014,AGRI_ECO,,,Meñaka,Porcentaje,Meñaka,0.0
2010,AGRI_ECO,,,Meñaka,Porcentaje,Meñaka,0.0
2015,AGRI_ECO,,,Meñaka,Porcentaje,Meñaka,0.0
2011,AGRI_ECO,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,0.0
2022,AGRI_ECO,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,2.1
2015,AGRI_ECO,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,3.4
2020,AGRI_ECO,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,4.2
2019,AGRI_ECO,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,5.2
2012,AGRI_ECO,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,3.4
2021,AGRI_ECO,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,6.3
2017,AGRI_ECO,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,5.2
2018,AGRI_ECO,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,5.2
2014,AGRI_ECO,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,5.2
2010,AGRI_ECO,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,0.0
2016,AGRI_ECO,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,5.2
2013,AGRI_ECO,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,5.2
2015,AGRI_ECO,,,Morga,Porcentaje,Morga,0.0
2017,AGRI_ECO,,,Morga,Porcentaje,Morga,0.0
2010,AGRI_ECO,,,Morga,Porcentaje,Morga,0.0
2013,AGRI_ECO,,,Morga,Porcentaje,Morga,0.0
2021,AGRI_ECO,,,Morga,Porcentaje,Morga,0.0
2019,AGRI_ECO,,,Morga,Porcentaje,Morga,0.0
2014,AGRI_ECO,,,Morga,Porcentaje,Morga,4.5
2018,AGRI_ECO,,,Morga,Porcentaje,Morga,0.0
2011,AGRI_ECO,,,Morga,Porcentaje,Morga,0.0
2012,AGRI_ECO,,,Morga,Porcentaje,Morga,0.0
2016,AGRI_ECO,,,Morga,Porcentaje,Morga,0.0
2022,AGRI_ECO,,,Morga,Porcentaje,Morga,0.0
2020,AGRI_ECO,,,Morga,Porcentaje,Morga,0.0
2013,AGRI_ECO,,,Mundaka,Porcentaje,Mundaka,75.0
2021,AGRI_ECO,,,Mundaka,Porcentaje,Mundaka,50.0
2020,AGRI_ECO,,,Mundaka,Porcentaje,Mundaka,25.0
2017,AGRI_ECO,,,Mundaka,Porcentaje,Mundaka,100.0
2012,AGRI_ECO,,,Mundaka,Porcentaje,Mundaka,50.0
2010,AGRI_ECO,,,Mundaka,Porcentaje,Mundaka,50.0
2011,AGRI_ECO,,,Mundaka,Porcentaje,Mundaka,50.0
2019,AGRI_ECO,,,Mundaka,Porcentaje,Mundaka,75.0
2016,AGRI_ECO,,,Mundaka,Porcentaje,Mundaka,100.0
2014,AGRI_ECO,,,Mundaka,Porcentaje,Mundaka,50.0
2022,AGRI_ECO,,,Mundaka,Porcentaje,Mundaka,75.0
2018,AGRI_ECO,,,Mundaka,Porcentaje,Mundaka,75.0
2015,AGRI_ECO,,,Mundaka,Porcentaje,Mundaka,25.0
2015,AGRI_ECO,,,Mungia,Porcentaje,Mungia,3.9
2010,AGRI_ECO,,,Mungia,Porcentaje,Mungia,0.8
2022,AGRI_ECO,,,Mungia,Porcentaje,Mungia,9.3
2016,AGRI_ECO,,,Mungia,Porcentaje,Mungia,6.3
2011,AGRI_ECO,,,Mungia,Porcentaje,Mungia,3.1
2017,AGRI_ECO,,,Mungia,Porcentaje,Mungia,6.3
2018,AGRI_ECO,,,Mungia,Porcentaje,Mungia,6.3
2021,AGRI_ECO,,,Mungia,Porcentaje,Mungia,11.1
2013,AGRI_ECO,,,Mungia,Porcentaje,Mungia,3.1
2019,AGRI_ECO,,,Mungia,Porcentaje,Mungia,4.7
2020,AGRI_ECO,,,Mungia,Porcentaje,Mungia,5.6
2014,AGRI_ECO,,,Mungia,Porcentaje,Mungia,3.9
2012,AGRI_ECO,,,Mungia,Porcentaje,Mungia,3.1
2013,AGRI_ECO,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.0
2017,AGRI_ECO,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.0
2011,AGRI_ECO,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.0
2021,AGRI_ECO,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.0
2010,AGRI_ECO,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.0
2018,AGRI_ECO,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.0
2012,AGRI_ECO,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.0
2014,AGRI_ECO,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.0
2016,AGRI_ECO,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.0
2020,AGRI_ECO,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.0
2022,AGRI_ECO,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.0
2015,AGRI_ECO,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.0
2019,AGRI_ECO,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.0
2013,AGRI_ECO,,,Murueta,Porcentaje,Murueta,0.0
2014,AGRI_ECO,,,Murueta,Porcentaje,Murueta,0.0
2018,AGRI_ECO,,,Murueta,Porcentaje,Murueta,0.0
2022,AGRI_ECO,,,Murueta,Porcentaje,Murueta,0.0
2019,AGRI_ECO,,,Murueta,Porcentaje,Murueta,0.0
2021,AGRI_ECO,,,Murueta,Porcentaje,Murueta,0.0
2017,AGRI_ECO,,,Murueta,Porcentaje,Murueta,0.0
2020,AGRI_ECO,,,Murueta,Porcentaje,Murueta,0.0
2011,AGRI_ECO,,,Murueta,Porcentaje,Murueta,0.0
2015,AGRI_ECO,,,Murueta,Porcentaje,Murueta,0.0
2016,AGRI_ECO,,,Murueta,Porcentaje,Murueta,0.0
2012,AGRI_ECO,,,Murueta,Porcentaje,Murueta,0.0
2010,AGRI_ECO,,,Murueta,Porcentaje,Murueta,0.0
2022,AGRI_ECO,,,Muskiz,Porcentaje,Muskiz,0.0
2012,AGRI_ECO,,,Muskiz,Porcentaje,Muskiz,0.0
2021,AGRI_ECO,,,Muskiz,Porcentaje,Muskiz,0.0
2019,AGRI_ECO,,,Muskiz,Porcentaje,Muskiz,0.0
2020,AGRI_ECO,,,Muskiz,Porcentaje,Muskiz,0.0
2015,AGRI_ECO,,,Muskiz,Porcentaje,Muskiz,0.0
2017,AGRI_ECO,,,Muskiz,Porcentaje,Muskiz,0.0
2018,AGRI_ECO,,,Muskiz,Porcentaje,Muskiz,0.0
2011,AGRI_ECO,,,Muskiz,Porcentaje,Muskiz,0.0
2010,AGRI_ECO,,,Muskiz,Porcentaje,Muskiz,0.0
2016,AGRI_ECO,,,Muskiz,Porcentaje,Muskiz,0.0
2014,AGRI_ECO,,,Muskiz,Porcentaje,Muskiz,0.0
2013,AGRI_ECO,,,Muskiz,Porcentaje,Muskiz,0.0
2014,AGRI_ECO,,,Mutiloa,Porcentaje,Mutiloa,16.7
2011,AGRI_ECO,,,Mutiloa,Porcentaje,Mutiloa,0.0
2010,AGRI_ECO,,,Mutiloa,Porcentaje,Mutiloa,0.0
2022,AGRI_ECO,,,Mutiloa,Porcentaje,Mutiloa,5.9
2018,AGRI_ECO,,,Mutiloa,Porcentaje,Mutiloa,16.7
2017,AGRI_ECO,,,Mutiloa,Porcentaje,Mutiloa,16.7
2012,AGRI_ECO,,,Mutiloa,Porcentaje,Mutiloa,0.0
2013,AGRI_ECO,,,Mutiloa,Porcentaje,Mutiloa,0.0
2019,AGRI_ECO,,,Mutiloa,Porcentaje,Mutiloa,16.7
2015,AGRI_ECO,,,Mutiloa,Porcentaje,Mutiloa,0.0
2021,AGRI_ECO,,,Mutiloa,Porcentaje,Mutiloa,5.9
2020,AGRI_ECO,,,Mutiloa,Porcentaje,Mutiloa,0.0
2016,AGRI_ECO,,,Mutiloa,Porcentaje,Mutiloa,0.0
2013,AGRI_ECO,,,Mutriku,Porcentaje,Mutriku,4.2
2020,AGRI_ECO,,,Mutriku,Porcentaje,Mutriku,5.3
2015,AGRI_ECO,,,Mutriku,Porcentaje,Mutriku,4.2
2010,AGRI_ECO,,,Mutriku,Porcentaje,Mutriku,4.2
