Year,Serie,Sex,Cobertura,Residencia,Discapacidad,Province,County,Municipality,Unidad,GeoCode,Value
2017,AES,,TIT,,,,,Artzentales,"Per 1,000 people",Artzentales,16.9
2018,AES,,TIT,,,,,Artzentales,"Per 1,000 people",Artzentales,20.0
2019,AES,,TIT,,,,,Artzentales,"Per 1,000 people",Artzentales,20.5
2020,AES,,TIT,,,,,Artzentales,"Per 1,000 people",Artzentales,17.3
2021,AES,,TIT,,,,,Artzentales,"Per 1,000 people",Artzentales,9.9
2022,AES,,TIT,,,,,Artzentales,"Per 1,000 people",Artzentales,11.3
2010,AES,,TIT,,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,4.3
2011,AES,,TIT,,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,2.1
2012,AES,,TIT,,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,2.1
2013,AES,,TIT,,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,3.1
2014,AES,,TIT,,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,4.0
2015,AES,,TIT,,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,5.0
2016,AES,,TIT,,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,3.0
2017,AES,,TIT,,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,2.0
2018,AES,,TIT,,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,5.9
2019,AES,,TIT,,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,3.9
2020,AES,,TIT,,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,2.0
2021,AES,,TIT,,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,2.0
2022,AES,,TIT,,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,3.0
2010,AES,,TIT,,,,ES4801,,"Per 1,000 people",ES4801,6.1
2011,AES,,TIT,,,,ES4801,,"Per 1,000 people",ES4801,6.6
2012,AES,,TIT,,,,ES4801,,"Per 1,000 people",ES4801,6.7
2013,AES,,TIT,,,,ES4801,,"Per 1,000 people",ES4801,6.7
2014,AES,,TIT,,,,ES4801,,"Per 1,000 people",ES4801,7.2
2015,AES,,TIT,,,,ES4801,,"Per 1,000 people",ES4801,7.8
2016,AES,,TIT,,,,ES4801,,"Per 1,000 people",ES4801,10.0
2017,AES,,TIT,,,,ES4801,,"Per 1,000 people",ES4801,10.4
2018,AES,,TIT,,,,ES4801,,"Per 1,000 people",ES4801,11.4
2019,AES,,TIT,,,,ES4801,,"Per 1,000 people",ES4801,11.1
2020,AES,,TIT,,,,ES4801,,"Per 1,000 people",ES4801,12.4
2021,AES,,TIT,,,,ES4801,,"Per 1,000 people",ES4801,12.4
2022,AES,,TIT,,,,ES4801,,"Per 1,000 people",ES4801,12.2
2010,AES,,TIT,,,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2011,AES,,TIT,,,,,Arrieta,"Per 1,000 people",Arrieta,1.8
2012,AES,,TIT,,,,,Arrieta,"Per 1,000 people",Arrieta,5.5
2013,AES,,TIT,,,,,Arrieta,"Per 1,000 people",Arrieta,3.6
2014,AES,,TIT,,,,,Arrieta,"Per 1,000 people",Arrieta,5.3
2015,AES,,TIT,,,,,Arrieta,"Per 1,000 people",Arrieta,8.9
2016,AES,,TIT,,,,,Arrieta,"Per 1,000 people",Arrieta,7.2
2017,AES,,TIT,,,,,Arrieta,"Per 1,000 people",Arrieta,1.8
2018,AES,,TIT,,,,,Arrieta,"Per 1,000 people",Arrieta,1.8
2019,AES,,TIT,,,,,Arrieta,"Per 1,000 people",Arrieta,1.8
2020,AES,,TIT,,,,,Arrieta,"Per 1,000 people",Arrieta,5.3
2021,AES,,TIT,,,,,Arrieta,"Per 1,000 people",Arrieta,5.3
2022,AES,,TIT,,,,,Arrieta,"Per 1,000 people",Arrieta,1.8
2010,AES,,TIT,,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,12.3
2011,AES,,TIT,,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,10.6
2012,AES,,TIT,,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,12.8
2013,AES,,TIT,,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,19.6
2014,AES,,TIT,,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,18.2
2015,AES,,TIT,,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,17.7
2016,AES,,TIT,,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,18.5
2017,AES,,TIT,,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,19.0
2018,AES,,TIT,,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,16.9
2019,AES,,TIT,,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,18.4
2020,AES,,TIT,,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,20.1
2021,AES,,TIT,,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,18.1
2022,AES,,TIT,,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,16.1
2010,AES,,TIT,,,,,Bakio,"Per 1,000 people",Bakio,4.0
2011,AES,,TIT,,,,,Bakio,"Per 1,000 people",Bakio,8.1
2012,AES,,TIT,,,,,Bakio,"Per 1,000 people",Bakio,7.6
2013,AES,,TIT,,,,,Bakio,"Per 1,000 people",Bakio,5.0
2014,AES,,TIT,,,,,Bakio,"Per 1,000 people",Bakio,8.5
2015,AES,,TIT,,,,,Bakio,"Per 1,000 people",Bakio,8.1
2016,AES,,TIT,,,,,Bakio,"Per 1,000 people",Bakio,7.0
2017,AES,,TIT,,,,,Bakio,"Per 1,000 people",Bakio,4.2
2018,AES,,TIT,,,,,Bakio,"Per 1,000 people",Bakio,5.7
2019,AES,,TIT,,,,,Bakio,"Per 1,000 people",Bakio,5.7
2020,AES,,TIT,,,,,Bakio,"Per 1,000 people",Bakio,6.3
2021,AES,,TIT,,,,,Bakio,"Per 1,000 people",Bakio,4.7
2022,AES,,TIT,,,,,Bakio,"Per 1,000 people",Bakio,5.7
2010,AES,,TIT,,,,,Barakaldo,"Per 1,000 people",Barakaldo,10.8
2011,AES,,TIT,,,,,Barakaldo,"Per 1,000 people",Barakaldo,8.5
2012,AES,,TIT,,,,,Barakaldo,"Per 1,000 people",Barakaldo,14.0
2013,AES,,TIT,,,,,Barakaldo,"Per 1,000 people",Barakaldo,12.0
2014,AES,,TIT,,,,,Barakaldo,"Per 1,000 people",Barakaldo,11.2
2015,AES,,TIT,,,,,Barakaldo,"Per 1,000 people",Barakaldo,10.8
2016,AES,,TIT,,,,,Barakaldo,"Per 1,000 people",Barakaldo,33.1
2017,AES,,TIT,,,,,Barakaldo,"Per 1,000 people",Barakaldo,30.4
2018,AES,,TIT,,,,,Barakaldo,"Per 1,000 people",Barakaldo,28.8
2019,AES,,TIT,,,,,Barakaldo,"Per 1,000 people",Barakaldo,28.2
2020,AES,,TIT,,,,,Barakaldo,"Per 1,000 people",Barakaldo,21.1
2021,AES,,TIT,,,,,Barakaldo,"Per 1,000 people",Barakaldo,17.8
2022,AES,,TIT,,,,,Barakaldo,"Per 1,000 people",Barakaldo,18.6
2010,AES,,TIT,,,,,Barrika,"Per 1,000 people",Barrika,4.0
2011,AES,,TIT,,,,,Barrika,"Per 1,000 people",Barrika,3.3
2012,AES,,TIT,,,,,Barrika,"Per 1,000 people",Barrika,3.9
2013,AES,,TIT,,,,,Barrika,"Per 1,000 people",Barrika,6.5
2014,AES,,TIT,,,,,Barrika,"Per 1,000 people",Barrika,2.6
2015,AES,,TIT,,,,,Barrika,"Per 1,000 people",Barrika,3.2
2016,AES,,TIT,,,,,Barrika,"Per 1,000 people",Barrika,3.2
2017,AES,,TIT,,,,,Barrika,"Per 1,000 people",Barrika,2.0
2018,AES,,TIT,,,,,Barrika,"Per 1,000 people",Barrika,2.0
2019,AES,,TIT,,,,,Barrika,"Per 1,000 people",Barrika,2.0
2020,AES,,TIT,,,,,Barrika,"Per 1,000 people",Barrika,3.8
2021,AES,,TIT,,,,,Barrika,"Per 1,000 people",Barrika,2.5
2022,AES,,TIT,,,,,Barrika,"Per 1,000 people",Barrika,3.8
2010,AES,,TIT,,,,,Basauri,"Per 1,000 people",Basauri,4.1
2011,AES,,TIT,,,,,Basauri,"Per 1,000 people",Basauri,0.0
2012,AES,,TIT,,,,,Basauri,"Per 1,000 people",Basauri,0.0
2013,AES,,TIT,,,,,Basauri,"Per 1,000 people",Basauri,0.0
2014,AES,,TIT,,,,,Basauri,"Per 1,000 people",Basauri,13.4
2015,AES,,TIT,,,,,Basauri,"Per 1,000 people",Basauri,14.8
2016,AES,,TIT,,,,,Basauri,"Per 1,000 people",Basauri,13.0
2017,AES,,TIT,,,,,Basauri,"Per 1,000 people",Basauri,14.4
2018,AES,,TIT,,,,,Basauri,"Per 1,000 people",Basauri,15.4
2019,AES,,TIT,,,,,Basauri,"Per 1,000 people",Basauri,15.9
2020,AES,,TIT,,,,,Basauri,"Per 1,000 people",Basauri,14.5
2021,AES,,TIT,,,,,Basauri,"Per 1,000 people",Basauri,14.7
2022,AES,,TIT,,,,,Basauri,"Per 1,000 people",Basauri,14.5
2010,AES,,TIT,,,,,Berango,"Per 1,000 people",Berango,4.3
2011,AES,,TIT,,,,,Berango,"Per 1,000 people",Berango,4.1
2012,AES,,TIT,,,,,Berango,"Per 1,000 people",Berango,3.1
2013,AES,,TIT,,,,,Berango,"Per 1,000 people",Berango,4.3
2014,AES,,TIT,,,,,Berango,"Per 1,000 people",Berango,5.1
2015,AES,,TIT,,,,,Berango,"Per 1,000 people",Berango,2.8
2016,AES,,TIT,,,,,Berango,"Per 1,000 people",Berango,4.9
2017,AES,,TIT,,,,,Berango,"Per 1,000 people",Berango,6.7
2018,AES,,TIT,,,,,Berango,"Per 1,000 people",Berango,4.9
2019,AES,,TIT,,,,,Berango,"Per 1,000 people",Berango,5.4
2020,AES,,TIT,,,,,Berango,"Per 1,000 people",Berango,7.4
2021,AES,,TIT,,,,,Berango,"Per 1,000 people",Berango,4.8
2022,AES,,TIT,,,,,Berango,"Per 1,000 people",Berango,6.3
2010,AES,,TIT,,,,,Bermeo,"Per 1,000 people",Bermeo,12.2
2011,AES,,TIT,,,,,Bermeo,"Per 1,000 people",Bermeo,9.6
2012,AES,,TIT,,,,,Bermeo,"Per 1,000 people",Bermeo,10.4
2013,AES,,TIT,,,,,Bermeo,"Per 1,000 people",Bermeo,10.5
2014,AES,,TIT,,,,,Bermeo,"Per 1,000 people",Bermeo,12.3
2015,AES,,TIT,,,,,Bermeo,"Per 1,000 people",Bermeo,11.6
2016,AES,,TIT,,,,,Bermeo,"Per 1,000 people",Bermeo,11.5
2017,AES,,TIT,,,,,Bermeo,"Per 1,000 people",Bermeo,10.9
2018,AES,,TIT,,,,,Bermeo,"Per 1,000 people",Bermeo,10.9
2019,AES,,TIT,,,,,Bermeo,"Per 1,000 people",Bermeo,11.7
2020,AES,,TIT,,,,,Bermeo,"Per 1,000 people",Bermeo,2.6
2021,AES,,TIT,,,,,Bermeo,"Per 1,000 people",Bermeo,0.3
2022,AES,,TIT,,,,,Bermeo,"Per 1,000 people",Bermeo,0.1
2010,AES,,TIT,,,,,Berriatua,"Per 1,000 people",Berriatua,3.9
2011,AES,,TIT,,,,,Berriatua,"Per 1,000 people",Berriatua,1.6
2012,AES,,TIT,,,,,Berriatua,"Per 1,000 people",Berriatua,4.8
2013,AES,,TIT,,,,,Berriatua,"Per 1,000 people",Berriatua,9.6
2014,AES,,TIT,,,,,Berriatua,"Per 1,000 people",Berriatua,10.5
2015,AES,,TIT,,,,,Berriatua,"Per 1,000 people",Berriatua,9.8
2016,AES,,TIT,,,,,Berriatua,"Per 1,000 people",Berriatua,13.0
2017,AES,,TIT,,,,,Berriatua,"Per 1,000 people",Berriatua,10.4
2018,AES,,TIT,,,,,Berriatua,"Per 1,000 people",Berriatua,11.2
2019,AES,,TIT,,,,,Berriatua,"Per 1,000 people",Berriatua,11.2
2020,AES,,TIT,,,,,Berriatua,"Per 1,000 people",Berriatua,11.2
2021,AES,,TIT,,,,,Berriatua,"Per 1,000 people",Berriatua,8.1
2022,AES,,TIT,,,,,Berriatua,"Per 1,000 people",Berriatua,9.0
2010,AES,,TIT,,,,,Berriz,"Per 1,000 people",Berriz,5.3
2011,AES,,TIT,,,,,Berriz,"Per 1,000 people",Berriz,8.0
2012,AES,,TIT,,,,,Berriz,"Per 1,000 people",Berriz,7.2
2013,AES,,TIT,,,,,Berriz,"Per 1,000 people",Berriz,7.3
2014,AES,,TIT,,,,,Berriz,"Per 1,000 people",Berriz,0.4
2015,AES,,TIT,,,,,Berriz,"Per 1,000 people",Berriz,0.0
2016,AES,,TIT,,,,,Berriz,"Per 1,000 people",Berriz,12.9
2017,AES,,TIT,,,,,Berriz,"Per 1,000 people",Berriz,11.8
2018,AES,,TIT,,,,,Berriz,"Per 1,000 people",Berriz,10.8
2019,AES,,TIT,,,,,Berriz,"Per 1,000 people",Berriz,12.0
2020,AES,,TIT,,,,,Berriz,"Per 1,000 people",Berriz,17.8
2021,AES,,TIT,,,,,Berriz,"Per 1,000 people",Berriz,14.3
2022,AES,,TIT,,,,,Berriz,"Per 1,000 people",Berriz,13.9
2010,AES,,TIT,,,,ES4802,,"Per 1,000 people",ES4802,13.9
2011,AES,,TIT,,,,ES4802,,"Per 1,000 people",ES4802,11.2
2012,AES,,TIT,,,,ES4802,,"Per 1,000 people",ES4802,13.8
2013,AES,,TIT,,,,ES4802,,"Per 1,000 people",ES4802,11.1
2014,AES,,TIT,,,,ES4802,,"Per 1,000 people",ES4802,18.3
2015,AES,,TIT,,,,ES4802,,"Per 1,000 people",ES4802,19.4
2016,AES,,TIT,,,,ES4802,,"Per 1,000 people",ES4802,16.4
2017,AES,,TIT,,,,ES4802,,"Per 1,000 people",ES4802,17.4
2018,AES,,TIT,,,,ES4802,,"Per 1,000 people",ES4802,17.0
2019,AES,,TIT,,,,ES4802,,"Per 1,000 people",ES4802,16.3
2020,AES,,TIT,,,,ES4802,,"Per 1,000 people",ES4802,16.1
2021,AES,,TIT,,,,ES4802,,"Per 1,000 people",ES4802,16.0
2022,AES,,TIT,,,,ES4802,,"Per 1,000 people",ES4802,15.6
2010,AES,,TIT,,,,,Bilbao,"Per 1,000 people",Bilbao,19.1
2011,AES,,TIT,,,,,Bilbao,"Per 1,000 people",Bilbao,16.7
2012,AES,,TIT,,,,,Bilbao,"Per 1,000 people",Bilbao,20.1
2013,AES,,TIT,,,,,Bilbao,"Per 1,000 people",Bilbao,12.4
2014,AES,,TIT,,,,,Bilbao,"Per 1,000 people",Bilbao,28.4
2015,AES,,TIT,,,,,Bilbao,"Per 1,000 people",Bilbao,29.7
2016,AES,,TIT,,,,,Bilbao,"Per 1,000 people",Bilbao,15.8
2017,AES,,TIT,,,,,Bilbao,"Per 1,000 people",Bilbao,18.8
2018,AES,,TIT,,,,,Bilbao,"Per 1,000 people",Bilbao,17.9
2019,AES,,TIT,,,,,Bilbao,"Per 1,000 people",Bilbao,16.6
2020,AES,,TIT,,,,,Bilbao,"Per 1,000 people",Bilbao,16.8
2021,AES,,TIT,,,,,Bilbao,"Per 1,000 people",Bilbao,17.8
2022,AES,,TIT,,,,,Bilbao,"Per 1,000 people",Bilbao,16.7
2010,AES,,TIT,,,,,Busturia,"Per 1,000 people",Busturia,7.4
2011,AES,,TIT,,,,,Busturia,"Per 1,000 people",Busturia,6.9
2012,AES,,TIT,,,,,Busturia,"Per 1,000 people",Busturia,5.2
2013,AES,,TIT,,,,,Busturia,"Per 1,000 people",Busturia,4.7
2014,AES,,TIT,,,,,Busturia,"Per 1,000 people",Busturia,8.3
2015,AES,,TIT,,,,,Busturia,"Per 1,000 people",Busturia,9.6
2016,AES,,TIT,,,,,Busturia,"Per 1,000 people",Busturia,8.5
2017,AES,,TIT,,,,,Busturia,"Per 1,000 people",Busturia,10.9
2018,AES,,TIT,,,,,Busturia,"Per 1,000 people",Busturia,9.2
2019,AES,,TIT,,,,,Busturia,"Per 1,000 people",Busturia,10.5
2020,AES,,TIT,,,,,Busturia,"Per 1,000 people",Busturia,19.6
2021,AES,,TIT,,,,,Busturia,"Per 1,000 people",Busturia,13.3
2022,AES,,TIT,,,,,Busturia,"Per 1,000 people",Busturia,13.3
2010,AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,7.2
2011,AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,5.7
2012,AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,8.6
2013,AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,11.5
2014,AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,10.4
2015,AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,13.8
2016,AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,16.4
2017,AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,12.8
2018,AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,19.8
2019,AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,16.0
2020,AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,17.8
2021,AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,14.1
2022,AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,11.0
2010,AES,,TIT,,,,,Artea,"Per 1,000 people",Artea,4.0
2011,AES,,TIT,,,,,Artea,"Per 1,000 people",Artea,1.3
2012,AES,,TIT,,,,,Artea,"Per 1,000 people",Artea,0.0
2013,AES,,TIT,,,,,Artea,"Per 1,000 people",Artea,0.0
2014,AES,,TIT,,,,,Artea,"Per 1,000 people",Artea,0.0
2015,AES,,TIT,,,,,Artea,"Per 1,000 people",Artea,1.3
2016,AES,,TIT,,,,,Artea,"Per 1,000 people",Artea,2.8
2017,AES,,TIT,,,,,Artea,"Per 1,000 people",Artea,2.8
2018,AES,,TIT,,,,,Artea,"Per 1,000 people",Artea,5.6
2019,AES,,TIT,,,,,Artea,"Per 1,000 people",Artea,9.7
2020,AES,,TIT,,,,,Artea,"Per 1,000 people",Artea,13.6
2021,AES,,TIT,,,,,Artea,"Per 1,000 people",Artea,10.7
2022,AES,,TIT,,,,,Artea,"Per 1,000 people",Artea,11.9
2010,AES,,TIT,,,,,Zeanuri,"Per 1,000 people",Zeanuri,1.5
2011,AES,,TIT,,,,,Zeanuri,"Per 1,000 people",Zeanuri,1.5
2012,AES,,TIT,,,,,Zeanuri,"Per 1,000 people",Zeanuri,0.8
2013,AES,,TIT,,,,,Zeanuri,"Per 1,000 people",Zeanuri,1.6
2014,AES,,TIT,,,,,Zeanuri,"Per 1,000 people",Zeanuri,2.4
2015,AES,,TIT,,,,,Zeanuri,"Per 1,000 people",Zeanuri,4.0
2016,AES,,TIT,,,,,Zeanuri,"Per 1,000 people",Zeanuri,4.0
2017,AES,,TIT,,,,,Zeanuri,"Per 1,000 people",Zeanuri,4.8
2018,AES,,TIT,,,,,Zeanuri,"Per 1,000 people",Zeanuri,4.8
2019,AES,,TIT,,,,,Zeanuri,"Per 1,000 people",Zeanuri,5.6
2020,AES,,TIT,,,,,Zeanuri,"Per 1,000 people",Zeanuri,4.0
2021,AES,,TIT,,,,,Zeanuri,"Per 1,000 people",Zeanuri,6.4
2022,AES,,TIT,,,,,Zeanuri,"Per 1,000 people",Zeanuri,7.2
2010,AES,,TIT,,,,,Zeberio,"Per 1,000 people",Zeberio,5.7
2011,AES,,TIT,,,,,Zeberio,"Per 1,000 people",Zeberio,5.7
2012,AES,,TIT,,,,,Zeberio,"Per 1,000 people",Zeberio,6.6
2013,AES,,TIT,,,,,Zeberio,"Per 1,000 people",Zeberio,4.7
2014,AES,,TIT,,,,,Zeberio,"Per 1,000 people",Zeberio,3.8
2015,AES,,TIT,,,,,Zeberio,"Per 1,000 people",Zeberio,7.5
2016,AES,,TIT,,,,,Zeberio,"Per 1,000 people",Zeberio,2.8
2017,AES,,TIT,,,,,Zeberio,"Per 1,000 people",Zeberio,3.8
2018,AES,,TIT,,,,,Zeberio,"Per 1,000 people",Zeberio,8.5
2019,AES,,TIT,,,,,Zeberio,"Per 1,000 people",Zeberio,6.5
2020,AES,,TIT,,,,,Zeberio,"Per 1,000 people",Zeberio,7.4
2021,AES,,TIT,,,,,Zeberio,"Per 1,000 people",Zeberio,9.3
2022,AES,,TIT,,,,,Zeberio,"Per 1,000 people",Zeberio,9.3
2010,AES,,TIT,,,,,Dima,"Per 1,000 people",Dima,3.0
2011,AES,,TIT,,,,,Dima,"Per 1,000 people",Dima,3.0
2012,AES,,TIT,,,,,Dima,"Per 1,000 people",Dima,2.9
2013,AES,,TIT,,,,,Dima,"Per 1,000 people",Dima,2.8
2014,AES,,TIT,,,,,Dima,"Per 1,000 people",Dima,3.5
2015,AES,,TIT,,,,,Dima,"Per 1,000 people",Dima,3.5
2016,AES,,TIT,,,,,Dima,"Per 1,000 people",Dima,5.5
2017,AES,,TIT,,,,,Dima,"Per 1,000 people",Dima,3.5
2018,AES,,TIT,,,,,Dima,"Per 1,000 people",Dima,2.8
2019,AES,,TIT,,,,,Dima,"Per 1,000 people",Dima,2.8
2020,AES,,TIT,,,,,Dima,"Per 1,000 people",Dima,6.9
2021,AES,,TIT,,,,,Dima,"Per 1,000 people",Dima,4.1
2022,AES,,TIT,,,,,Dima,"Per 1,000 people",Dima,4.1
2010,AES,,TIT,,,,,Durango,"Per 1,000 people",Durango,4.7
2011,AES,,TIT,,,,,Durango,"Per 1,000 people",Durango,3.1
2012,AES,,TIT,,,,,Durango,"Per 1,000 people",Durango,2.6
2013,AES,,TIT,,,,,Durango,"Per 1,000 people",Durango,2.5
2014,AES,,TIT,,,,,Durango,"Per 1,000 people",Durango,3.5
2015,AES,,TIT,,,,,Durango,"Per 1,000 people",Durango,4.0
2016,AES,,TIT,,,,,Durango,"Per 1,000 people",Durango,6.4
2017,AES,,TIT,,,,,Durango,"Per 1,000 people",Durango,10.7
2018,AES,,TIT,,,,,Durango,"Per 1,000 people",Durango,10.4
2019,AES,,TIT,,,,,Durango,"Per 1,000 people",Durango,9.2
2020,AES,,TIT,,,,,Durango,"Per 1,000 people",Durango,8.4
2021,AES,,TIT,,,,,Durango,"Per 1,000 people",Durango,9.0
2022,AES,,TIT,,,,,Durango,"Per 1,000 people",Durango,8.9
2010,AES,,TIT,,,,,Ea,"Per 1,000 people",Ea,3.4
2011,AES,,TIT,,,,,Ea,"Per 1,000 people",Ea,4.5
2012,AES,,TIT,,,,,Ea,"Per 1,000 people",Ea,2.3
2013,AES,,TIT,,,,,Ea,"Per 1,000 people",Ea,3.5
2014,AES,,TIT,,,,,Ea,"Per 1,000 people",Ea,1.2
2015,AES,,TIT,,,,,Ea,"Per 1,000 people",Ea,3.5
2016,AES,,TIT,,,,,Ea,"Per 1,000 people",Ea,3.5
2017,AES,,TIT,,,,,Ea,"Per 1,000 people",Ea,5.9
2018,AES,,TIT,,,,,Ea,"Per 1,000 people",Ea,4.7
2019,AES,,TIT,,,,,Ea,"Per 1,000 people",Ea,5.9
2020,AES,,TIT,,,,,Ea,"Per 1,000 people",Ea,7.1
2021,AES,,TIT,,,,,Ea,"Per 1,000 people",Ea,14.2
2022,AES,,TIT,,,,,Ea,"Per 1,000 people",Ea,10.5
2010,AES,,TIT,,,,,Etxebarri,"Per 1,000 people",Etxebarri,17.9
2011,AES,,TIT,,,,,Etxebarri,"Per 1,000 people",Etxebarri,16.8
2012,AES,,TIT,,,,,Etxebarri,"Per 1,000 people",Etxebarri,16.4
2013,AES,,TIT,,,,,Etxebarri,"Per 1,000 people",Etxebarri,16.1
2014,AES,,TIT,,,,,Etxebarri,"Per 1,000 people",Etxebarri,19.6
2015,AES,,TIT,,,,,Etxebarri,"Per 1,000 people",Etxebarri,18.1
2016,AES,,TIT,,,,,Etxebarri,"Per 1,000 people",Etxebarri,15.2
2017,AES,,TIT,,,,,Etxebarri,"Per 1,000 people",Etxebarri,13.3
2018,AES,,TIT,,,,,Etxebarri,"Per 1,000 people",Etxebarri,12.8
2019,AES,,TIT,,,,,Etxebarri,"Per 1,000 people",Etxebarri,13.1
2020,AES,,TIT,,,,,Etxebarri,"Per 1,000 people",Etxebarri,11.0
2021,AES,,TIT,,,,,Etxebarri,"Per 1,000 people",Etxebarri,10.9
2022,AES,,TIT,,,,,Etxebarri,"Per 1,000 people",Etxebarri,9.9
2010,AES,,TIT,,,,ES4803,,"Per 1,000 people",ES4803,5.7
2011,AES,,TIT,,,,ES4803,,"Per 1,000 people",ES4803,4.8
2012,AES,,TIT,,,,ES4803,,"Per 1,000 people",ES4803,4.4
2013,AES,,TIT,,,,ES4803,,"Per 1,000 people",ES4803,4.6
2014,AES,,TIT,,,,ES4803,,"Per 1,000 people",ES4803,4.3
2015,AES,,TIT,,,,ES4803,,"Per 1,000 people",ES4803,4.5
2016,AES,,TIT,,,,ES4803,,"Per 1,000 people",ES4803,8.5
2017,AES,,TIT,,,,ES4803,,"Per 1,000 people",ES4803,9.9
2018,AES,,TIT,,,,ES4803,,"Per 1,000 people",ES4803,10.1
2019,AES,,TIT,,,,ES4803,,"Per 1,000 people",ES4803,10.3
2020,AES,,TIT,,,,ES4803,,"Per 1,000 people",ES4803,10.6
2021,AES,,TIT,,,,ES4803,,"Per 1,000 people",ES4803,9.1
2022,AES,,TIT,,,,ES4803,,"Per 1,000 people",ES4803,10.0
2010,AES,,TIT,,,,,Etxebarria,"Per 1,000 people",Etxebarria,4.0
2011,AES,,TIT,,,,,Etxebarria,"Per 1,000 people",Etxebarria,0.0
2012,AES,,TIT,,,,,Etxebarria,"Per 1,000 people",Etxebarria,1.4
2013,AES,,TIT,,,,,Etxebarria,"Per 1,000 people",Etxebarria,4.1
2014,AES,,TIT,,,,,Etxebarria,"Per 1,000 people",Etxebarria,4.2
2015,AES,,TIT,,,,,Etxebarria,"Per 1,000 people",Etxebarria,2.8
2016,AES,,TIT,,,,,Etxebarria,"Per 1,000 people",Etxebarria,5.6
2017,AES,,TIT,,,,,Etxebarria,"Per 1,000 people",Etxebarria,10.9
2018,AES,,TIT,,,,,Etxebarria,"Per 1,000 people",Etxebarria,14.8
2019,AES,,TIT,,,,,Etxebarria,"Per 1,000 people",Etxebarria,20.1
2020,AES,,TIT,,,,,Etxebarria,"Per 1,000 people",Etxebarria,27.5
2021,AES,,TIT,,,,,Etxebarria,"Per 1,000 people",Etxebarria,21.3
2022,AES,,TIT,,,,,Etxebarria,"Per 1,000 people",Etxebarria,14.3
2010,AES,,TIT,,,,,Elantxobe,"Per 1,000 people",Elantxobe,9.2
2011,AES,,TIT,,,,,Elantxobe,"Per 1,000 people",Elantxobe,4.8
2012,AES,,TIT,,,,,Elantxobe,"Per 1,000 people",Elantxobe,2.5
