Year,Series,Tipo de valor,Territorio,Units,Value
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Iruña Oka/Iruña de Oca,Porcentaje,27.4
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Moreda de Álava/Moreda Araba,Porcentaje,36.0
2022,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Porcentaje,19.2
2013,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Porcentaje,18.7
2012,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Porcentaje,19.0
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Legorreta,Porcentaje,46.0
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Debabarrena / Bajo Deba,Porcentaje,33.4
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Legorreta,Porcentaje,47.6
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Mendexa,Porcentaje,7.5
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Orio,Porcentaje,2.6
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Debabarrena / Bajo Deba,Porcentaje,31.5
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zambrana,Porcentaje,0.9
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Debabarrena / Bajo Deba,Porcentaje,30.4
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Urretxu,Porcentaje,19.6
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arama,Porcentaje,73.2
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Urretxu,Porcentaje,18.5
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Erriberagoitia/Ribera Alta,Porcentaje,4.5
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bergara,Porcentaje,38.3
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Debabarrena / Bajo Deba,Porcentaje,31.9
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Mendata,Porcentaje,0.0
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Debabarrena / Bajo Deba,Porcentaje,33.1
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Leza,Porcentaje,14.3
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Beizama,Porcentaje,10.9
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Errigoiti,Porcentaje,1.5
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Mendata,Porcentaje,0.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ormaiztegi,Porcentaje,80.4
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Beizama,Porcentaje,6.4
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Valle de Trápaga-Trapagaran,Porcentaje,26.2
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Errigoiti,Porcentaje,2.8
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bedia,Porcentaje,39.5
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Albiztur,Porcentaje,44.6
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Sestao,Porcentaje,4.6
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arratzu,Porcentaje,0.0
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ormaiztegi,Porcentaje,74.7
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zierbena,Porcentaje,14.4
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Legazpi,Porcentaje,47.7
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Asparrena,Porcentaje,60.0
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Berantevilla,Porcentaje,64.2
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Aizarnazabal,Porcentaje,41.9
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Villabona,Porcentaje,19.8
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Amurrio,Porcentaje,45.8
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Abadiño,Porcentaje,47.6
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Belauntza,Porcentaje,62.2
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Abadiño,Porcentaje,44.6
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Markina-Xemein,Porcentaje,17.8
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Belauntza,Porcentaje,63.3
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Laguardia,Porcentaje,45.0
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Markina-Xemein,Porcentaje,17.1
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Leaburu,Porcentaje,45.5
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,34.5
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ribera Baja/Erriberabeitia,Porcentaje,47.1
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,37.3
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Leaburu,Porcentaje,41.0
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zuia,Porcentaje,4.8
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zambrana,Porcentaje,0.0
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Leaburu,Porcentaje,46.4
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Artziniega,Porcentaje,28.3
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Berastegi,Porcentaje,55.1
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Berastegi,Porcentaje,49.1
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Amorebieta-Etxano,Porcentaje,20.5
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Alegría-Dulantzi,Porcentaje,25.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Amorebieta-Etxano,Porcentaje,21.0
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Mallabia,Porcentaje,69.2
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Berastegi,Porcentaje,47.5
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ordizia,Porcentaje,22.9
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Goierri,Porcentaje,45.8
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Barrundia,Porcentaje,4.5
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Amoroto,Porcentaje,57.9
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Goierri,Porcentaje,42.4
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Kuartango,Porcentaje,-0.1
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Lazkao,Porcentaje,26.8
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Berrobi,Porcentaje,23.1
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Lemoiz,Porcentaje,0.0
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arakaldo,Porcentaje,3.9
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Berrobi,Porcentaje,21.9
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arakaldo,Porcentaje,6.1
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zambrana,Porcentaje,0.8
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Berrobi,Porcentaje,26.4
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Añana,Porcentaje,0.0
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Lemoiz,Porcentaje,0.0
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Leioa,Porcentaje,11.0
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arantzazu,Porcentaje,26.7
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Lemoa,Porcentaje,26.7
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arantzazu,Porcentaje,25.9
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arantzazu,Porcentaje,22.2
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arantzazu,Porcentaje,25.6
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Porcentaje,18.4
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bidania-Goiatz,Porcentaje,30.8
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Larraul,Porcentaje,3.7
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,0.0
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bidania-Goiatz,Porcentaje,32.0
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,0.0
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zalduondo,Porcentaje,0.0
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Larraul,Porcentaje,3.3
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Larraul,Porcentaje,4.2
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Laukiz,Porcentaje,0.4
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arabako Mendialdea / Montaña Alavesa,Porcentaje,12.5
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bidania-Goiatz,Porcentaje,33.0
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zalduondo,Porcentaje,0.0
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Artzentales,Porcentaje,3.0
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Larrabetzu,Porcentaje,6.4
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zegama,Porcentaje,31.7
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Larrabetzu,Porcentaje,8.2
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zegama,Porcentaje,31.8
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Lagrán,Porcentaje,0.0
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zegama,Porcentaje,39.2
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zegama,Porcentaje,33.6
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arrankudiaga-Zollo,Porcentaje,42.9
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gorbeialdea / Estribaciones del Gorbea,Porcentaje,45.0
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arrankudiaga-Zollo,Porcentaje,47.8
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Lanestosa,Porcentaje,1.6
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zegama,Porcentaje,39.1
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gernika-Bermeo,Porcentaje,16.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Izurtza,Porcentaje,72.0
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Izurtza,Porcentaje,67.2
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arratia Nerbioi / Arratia-Nervión,Porcentaje,28.3
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Irura,Porcentaje,63.7
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arratia Nerbioi / Arratia-Nervión,Porcentaje,30.9
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gernika-Bermeo,Porcentaje,16.3
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arratia Nerbioi / Arratia-Nervión,Porcentaje,35.9
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Yécora/Iekora,Porcentaje,14.4
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zerain,Porcentaje,29.4
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arabako Mendialdea / Montaña Alavesa,Porcentaje,14.8
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arrieta,Porcentaje,8.8
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ispaster,Porcentaje,4.3
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arrieta,Porcentaje,7.2
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ispaster,Porcentaje,38.1
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Irun,Porcentaje,14.5
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Santurtzi,Porcentaje,3.4
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ibarrangelu,Porcentaje,0.6
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ibarrangelu,Porcentaje,0.6
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arrigorriaga,Porcentaje,25.0
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Alegría-Dulantzi,Porcentaje,17.5
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zestoa,Porcentaje,55.4
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zestoa,Porcentaje,43.9
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zestoa,Porcentaje,43.6
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ikaztegieta,Porcentaje,24.8
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zestoa,Porcentaje,44.7
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Agurain/Salvatierra,Porcentaje,23.5
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bakio,Porcentaje,2.4
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ikaztegieta,Porcentaje,30.4
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bakio,Porcentaje,2.9
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ikaztegieta,Porcentaje,28.1
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ikaztegieta,Porcentaje,28.3
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Güeñes,Porcentaje,8.2
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arabako Kantaurialdea / Cantábrica Alavesa,Porcentaje,33.8
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Agurain/Salvatierra,Porcentaje,25.9
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Barakaldo,Porcentaje,3.8
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Elciego,Porcentaje,45.8
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Barakaldo,Porcentaje,4.3
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Güeñes,Porcentaje,9.1
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zizurkil,Porcentaje,46.0
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Idiazabal,Porcentaje,60.5
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zizurkil,Porcentaje,43.9
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Idiazabal,Porcentaje,56.5
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Idiazabal,Porcentaje,56.5
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Getxo,Porcentaje,1.2
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Barrika,Porcentaje,1.3
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Agurain/Salvatierra,Porcentaje,23.4
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Barrika,Porcentaje,0.6
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Legutio,Porcentaje,60.1
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Vitoria-Gasteiz,Porcentaje,21.2
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gorliz,Porcentaje,1.1
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zizurkil,Porcentaje,43.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ibarra,Porcentaje,49.8
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Basauri,Porcentaje,17.9
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Deba,Porcentaje,40.9
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Deba,Porcentaje,43.7
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gautegiz Arteaga,Porcentaje,0.0
